,answer1,answer2,label,f1,sas
239,by store and forward switching,packets,0.0,0.0,0.009463101625442505
37,1.3 million,San Diego,0.0,0.0,0.009467380121350288
527,identity,algebraic,0.0,0.0,0.00947448331862688
552,Noord River,Nieuwe Maas,0.0,0.0,0.009478933177888393
558,increased flooding and sedimentation,Bronze Age agriculture,0.0,0.0,0.009486116468906403
735,formalism,the relevant cross-sectional area for the volume for which the stress-tensor is being calculated,0.0,0.0,0.009488330222666264
293,Henry David Thoreau,Gandhi,0.0,0.0,0.009489248506724834
30,southern,the desert,0.0,0.0,0.009490454569458961
469,David Bevington,John Mearsheimer and Robert Pape,0.0,0.0,0.009491036646068096
228,The isolated subdivision,Dogg Pound,0.0,0.0,0.009503103792667389
95,Advanced Steam,cogeneration processes,0.0,0.0,0.009505324997007847
559,southern,between the modern Baden and Württemberg,0.0,0.0,0.00950875598937273
226,Vendobionta,ctenophores,0.0,0.0,0.0095108263194561
478,western,Yuan dynasty,0.0,0.0,0.009510942734777927
616,theory of races,Social Darwinism,1.0,0.0,0.009514367207884789
395,"identify, recruit",Conant devised programs,0.0,0.0,0.009515251964330673
495,Korean,onomist,0.0,0.0,0.009522687643766403
336,entirely symbolic,harassment,0.0,0.0,0.009524645283818245
485,Zhu Yuanzhang,thanks,0.0,0.0,0.0095299007371068
77,regional cities,Phillip Island,0.0,0.0,0.009529954753816128
722,conservation of momentum,the currently known fundamental forces,0.0,0.0,0.009530520997941494
219,osmotic pressure,It is uncertain,0.0,0.0,0.00953054428100586
154,Price controls,promote oil exploration,0.0,0.0,0.00953389797359705
731,movable pulleys,every string,0.0,0.0,0.009538095444440842
562,Seven Days to the River Rhine,plan for an invasion of Western Europe,0.0,0.0,0.009546405635774136
302,Vice President Agnew,Marshall Cohen,0.0,0.0,0.009546942077577114
629,Eastern Europe,1919–20,0.0,0.0,0.00954848900437355
365,likelihood of repeating,a lack of remorse,0.0,0.3333333333333333,0.009550180286169052
698,the same,a Galilean transformation,0.0,0.0,0.009559011086821556
460,1910,Several University of Chicago professors,0.0,0.0,0.009559106081724167
288,nonviolent resistance,unfair laws,0.0,0.0,0.009570345282554626
465,Miller–Urey experiment,Chicago Pile-1,0.0,0.0,0.009570475667715073
630,Mao Zedong,Sultan Galiev and Vasyl Shakhrai,0.0,0.0,0.00957866944372654
259,new magma,igneous,0.0,0.0,0.0095834881067276
265,absolute ages,rock units,0.0,0.0,0.00959695316851139
645,at the right bank of the Vistula,by the eastern border,0.0,0.0,0.009596971794962883
7,concrete,abstract,0.0,0.0,0.009605858474969864
732,stress tensor,deformations,0.0,0.0,0.009613696485757828
523,Fermat primes,Mersenne,0.0,0.0,0.009623326361179352
111,storage vessels,fire,0.0,0.0,0.00963355228304863
646,Vistula Valley,geomorphologic,0.0,0.0,0.009635072201490402
720,parallel,antisymmetric,0.0,0.0,0.009637201204895973
315,"trade unions, banks, and private universities",non-governmental agencies,1.0,0.0,0.009637975133955479
23,the general number field sieve,RSA,0.0,0.0,0.009649388492107391
412,Institute for Policy Studies,PolitiFact,1.0,0.0,0.009650436230003834
400,Battle of Cedar Creek,1864,0.0,0.0,0.009663624688982964
300,Marshall Cohen,President Agnew,0.0,0.0,0.00967236328870058
85,William the Silent,Pierre L'Oyseleur,0.0,0.0,0.00967499427497387
542,Lake Rhine,Seerhein,2.0,0.0,0.009677041321992874
97,injector,condensers,0.0,0.0,0.009679198265075684
550,Sankt Goarshausen,Lorelei,0.0,0.0,0.009682252071797848
515,Christian Goldbach,mathematicians,0.0,0.0,0.009693020954728127
195,Purus Arch,along the middle,0.0,0.0,0.009699669666588306
725,ballistic trajectory,path between two space-time events,0.0,0.0,0.009704113006591797
643,Victory Square,1979,0.0,0.0,0.009714841842651367
342,sending an email,Supreme Court case,0.0,0.0,0.009731053374707699
190,"creditor protection, labour rights to participate in work, or the public interest in collecting taxes",Denmark's minimum capital law,0.0,0.0,0.009731232188642025
668,200 Troupes de la marine and 30 Indians,Céloron,0.0,0.0,0.009732160717248917
275,patient care rounds drug product selection,interdisciplinary approach,0.0,0.0,0.009733208455145359
57,Sky Active,Open,0.0,0.0,0.009738476946949959
673,Tanaghrisson,the Mingo,0.0,0.0,0.009754193015396595
554,Merwede-Oude Maas,North Sea,0.0,0.0,0.009754801169037819
170,Following the Nice Treaty,2004,0.0,0.0,0.009755367413163185
88,Corliss,patent valve,0.0,0.0,0.009757366962730885
163,power steering,air conditioning,0.0,0.0,0.0097689563408494
659,primarily along the frontiers between New France and the British colonies,Virginia in the South to Nova Scotia in the North,0.0,0.0,0.009770668111741543
294,free India,protest and political action,0.0,0.0,0.009777618572115898
594,assassinated,Islamists came to completely dominate university student unions,0.0,0.0,0.009782850742340088
488,pattern recognition receptors,cells,0.0,0.0,0.009783506393432617
619,the British Empire,Terra nullius,0.0,0.0,0.009784041903913021
251,a partnership with Level 3 Communications to launch a brand new nationwide network,Qwest,0.0,0.0,0.009785668924450874
82,Prussia,Great Elector Frederick William,0.0,0.0,0.009791076183319092
172,Federica Mogherini,Jean-Claude Juncker,0.0,0.0,0.009792453609406948
723,the Moon,the mass () and the radius () of the Earth,0.0,0.0,0.009792514145374298
258,East Smithfield,England,1.0,0.0,0.009812393225729465
378,the state,judges,0.0,0.0,0.009816182777285576
541,parallel to the canalized Rhine,into the lake,0.0,0.0,0.009821959771215916
470,Yuán Cháo,元朝,0.0,0.0,0.009823193773627281
522,primorial primes,Fermat,0.0,0.0,0.009837019257247448
611,seaborne,land,0.0,0.0,0.009838733822107315
0,Seine,Epte,0.0,0.0,0.009858482517302036
410,the methodology used,"""silly argument"" and ""a non-issue . . . a diversion.""",0.0,0.0,0.009862825274467468
577,automatically devolved,not specifically reserved,0.0,0.0,0.009869309142231941
276,all health care settings,drug product selection,0.0,0.0,0.009874114766716957
512,composite number,primes,0.0,0.0,0.009875839576125145
442,Gender,ranges from 53% in Botswana to -40% in Bahrain,0.0,0.0,0.009876959025859833
27,15,Riverside,0.0,0.0,0.009886126965284348
525,n < p < 2n − 2,A or μ,0.0,0.0,0.009890912100672722
401,Gilded Age,Reconstruction,0.0,0.0,0.009893541224300861
443,relatively equal,low,0.0,0.0,0.009916669689118862
588,Edinburgh Pentlands,former party leader,0.0,0.0,0.009918130934238434
191,moist broadleaf forest,tropical,1.0,0.0,0.00991929229348898
466,Alpha Phi Omega,Four,0.0,0.0,0.009923189878463745
687,"attack on New France's capital, Quebec",one major operation,0.0,0.0,0.009934036061167717
408,2008,Fay,0.0,0.0,0.0099779162555933
122,twice,50% more,0.0,0.0,0.010016038082540035
614,taking physical control of another,a conquest over an area,1.0,0.0,0.01003191340714693
568,Scottish Parliament Building,Edinburgh,0.0,0.0,0.010035821236670017
113,Avogadro's law,the correct interpretation of water's composition,0.0,0.0,0.01005346979945898
714,Galileo,Aristotle's,0.0,0.0,0.010057713836431503
490,adaptive,strong response,0.0,0.0,0.010069056414067745
286,Egyptians,India,0.0,0.0,0.010079042986035347
292,nonviolent,political poem,0.0,0.0,0.010084820911288261
207,water flow through the body cavity,κτείς kteis 'comb' and φέρω pherō 'carry',0.0,0.0,0.010092096403241158
718,quantized,operators,0.0,0.0,0.010093082673847675
575,Scottish Government.,Committees,0.0,0.0,0.010103817097842693
119,ozone,Trioxygen,2.0,0.0,0.010106779634952545
33,Imperial,1999,0.0,0.0,0.010109051130712032
431,steeper tax,social spending,0.0,0.0,0.010117958299815655
676,"Contrecœur led 500 men south from Fort Venango on April 5, 1754",40,0.0,0.0,0.010122735053300858
592,considerable impact,"experience, ideology, and weapons",0.0,0.0,0.010133926756680012
194,Amazonas Basin,Andes Mountains,0.0,0.0,0.010183759965002537
366,mistreatment from government officials,sentence,0.0,0.0,0.010197044350206852
144,They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights.,multilateral,0.0,0.0,0.010215749964118004
479,Shoushi Li,授時暦,0.0,0.0,0.010234865359961987
222,"""zip"" the mouth shut",streamlines the front of the animal,0.0,0.0,0.010237173177301884
675,France's claim to the region was superior to that of the British,Sieur de La Salle had explored the Ohio Country nearly a century earlier,0.0,0.0,0.0102439746260643
549,Switzerland,Duisburg,0.0,0.0,0.010257123038172722
53,Thomson,STB,0.0,0.0,0.010266242548823357
538,Austria,Liechtenstein,0.0,0.0,0.010313705541193485
663,territory east of the Mississippi to Great Britain,France,0.0,0.0,0.010318954475224018
452,reduction,halve poverty,0.0,0.0,0.010336085222661495
42,NFL,Professional,0.0,0.0,0.010358160361647606
642,August 1944,the Red Army was nearing the city,0.0,0.0,0.010371954180300236
31,northern,the Tehachapi Mountains,0.0,0.0,0.01039294246584177
338,criminalized behavior,forbidden speech,0.0,0.0,0.010436405427753925
320,must be publicly announced,civil disobedience,0.0,0.0,0.010447816923260689
586,constituency seats,second,0.0,0.0,0.010451889596879482
86,Calvinist,Walloon,0.0,0.0,0.010466271080076694
627,assimilation,Full citizenship rights,0.0,0.0,0.010471372865140438
290,Oedipus,Antigone,0.0,0.0,0.01048554852604866
524,The Electronic Frontier Foundation,"$150,000",0.0,0.0,0.010490051470696926
483,"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,0.0,0.010515354573726654
36,varied,natural ecosystem,0.0,0.0,0.010545657016336918
402,Spanish moss,kitchen fire,0.0,0.0,0.01055224146693945
546,Moselle,Neckar,0.0,0.0,0.010555746965110302
316,legal system,foreign,0.0,0.0,0.010565487667918205
482,Ilkhanate,reaching the highest-post in the government,0.0,0.0,0.010582184419035912
536,Hoek van Holland,(1036.20 km),0.0,0.0,0.01058390736579895
167,Treaties establishing the European Union,"primary law, secondary law and supplementary law",0.0,0.0,0.010639021173119545
403,voters approved the plan,governments merged to create the Consolidated City of Jacksonville,0.0,0.0,0.010647687129676342
398,Benjamin Netanyahu,Benazir Bhutto,0.0,0.0,0.010676750913262367
489,pH or available iron,balance of microbial populations,0.0,0.0,0.010707628913223743
521,Solovay-Strassen tests,Miller-Rabin,0.0,0.0,0.0107381297275424
35,Inland Empire,Temecula and Murrieta,0.0,0.0,0.010741868987679482
394,white,African-American,0.0,0.0,0.010775846429169178
199,one in five,"2,200",0.0,0.0,0.010801021009683609
28,counties,Riverside,0.0,0.0,0.010821552015841007
471,Song dynasty,Mongol Empire,0.0,0.0,0.010859419591724873
539,Switzerland,Liechtenstein,0.0,0.0,0.010915843769907951
531,4k + 3,Z,0.0,0.0,0.010916100814938545
68,warmest regions,semi-deserts,0.0,0.0,0.010942027904093266
75,$8.7 billion,24%,0.0,0.0,0.010955649428069592
605,Christian Whiton,George W. Bush,0.0,0.0,0.010987460613250732
613,ideological,commercial,0.0,0.0,0.011010346002876759
548,Switzerland,Lower Rhine,0.0,0.0,0.0110319247469306
229,1885,July 1982 to June 1983,0.0,0.0,0.011115280911326408
385,religious,the usual academic subjects,0.0,0.0,0.011240627616643906
633,Middle East,Africa,0.0,0.0,0.011290112510323524
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,0.0,0.011305074207484722
730,conservation of mechanical energy,the tension force on a load can be multiplied,0.0,0.0,0.01134871132671833
332,until after the end of the Mexican War,months,0.0,0.0,0.011359769850969315
34,regional tourism groups,AAA Auto Clubs,0.0,0.0,0.01148416567593813
557,Ice Ages,geological period,1.0,0.0,0.01150663010776043
660,disaster; he was defeated in the Battle of the Monongahela,None succeeded,0.0,0.0,0.011549491435289383
331,jail solidarity,solitary civil disobedience,0.0,0.0,0.011557855643332005
600,vicious and destructive,civil,0.0,0.0,0.011618693359196186
473,south,the western frontier,0.0,0.0,0.011646394617855549
708,orthogonal,uniquely determined,0.0,0.0,0.01172350998967886
626,taxation,removing its economic foundation,0.0,0.0,0.011730960570275784
583,legislative programme for the forthcoming year,a statement,0.0,0.0,0.011762263253331184
617,geographical societies in Europe,necessary for a state’s survival,0.0,0.0,0.011814868077635765
690,"disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession",elimination of French power,0.0,0.11111111111111112,0.011872824281454086
682,Colonel Monckton,British,0.0,0.0,0.012096384540200233
94,cotton spinning,operations requiring constant speed,0.0,0.0,0.012187357060611248
665,"from Nova Scotia and Newfoundland in the north, to Georgia in the south",eastern coast of the continent,0.0,0.0,0.012209921143949032
71,October 2016,2013,0.0,0.0,0.01224897988140583
352,"lack of understanding of the legal ramifications,",a suspect's talking to criminal investigators,0.0,0.0,0.01225978508591652
528,twin prime conjecture,Polignac's,0.0,0.0,0.012300143018364906
618,uncivilized,fully human,0.0,0.0,0.012300873175263405
500,does not faithfully summarize the full WGI report,understates the uncertainty associated with climate models,0.0,0.0,0.012355252169072628
581,supplant it.,"reverts to the first Thursday in May, a multiple of four years after 1999",0.0,0.0,0.012402139604091644
364,lack of remorse,the judge increased her sentence,0.0,0.0,0.012426101602613926
671,British colonists would not be safe as long as the French were present,forceful,0.0,0.0,0.012520572170615196
476,a period of foreign domination,continuation of the Mongol Empire,0.0,0.25,0.012617426924407482
454,emissions per person,this multiplier,0.0,0.0,0.012831882573664188
459,passed,Several University of Chicago professors,0.0,0.0,0.013009184040129185
721,force,4-momentum in relativity and momentum of virtual particles in quantum electrodynamics,0.0,0.0,0.013094883412122726
464,Robert Zimmer,Daniel Diermeier,0.0,0.0,0.013155020773410797
298,ambiguity,debased,0.0,0.0,0.013434188440442085
450,evidence,prevent growth,0.0,0.0,0.013437746092677116
569,the Parliamentary Bureau,Presiding Officer,0.0,0.0,0.013718602247536182
311,not necessarily right,the will of elite politicians,0.0,0.0,0.013819252140820026
484,a Qara-Khitay (Khitan,Ahai,0.0,0.0,0.014018270187079906
187,if they were non-discriminatory,"participate in economic life ""on a stable and continuous basis""",0.0,0.0,0.01403482910245657
105,photosynthesis,living organisms,0.0,0.0,0.014138614758849144
655,Polonez,125p,0.0,0.0,0.014295218512415886
700,fixed,an equality,0.0,0.0,0.014429165050387383
711,forces,static equilibrium,0.0,0.0,0.014483638107776642
355,does not infringe the rights of others,don't believe in the legitimacy of any government,0.0,0.15384615384615383,0.014603883028030396
38,Los Angeles Area,major business,0.0,0.0,0.01463235355913639
662,unwilling to risk large convoys to aid the limited forces it had in New France,significantly increased,0.0,0.0,0.014673056080937386
683,deportation of the French-speaking Acadian population from the area.,captured Fort Beauséjour,0.0,0.0,0.014722788706421852
468,Yuan T. Lee,Glenn T. Seaborg,0.0,0.3333333333333333,0.014797345735132694
237,"a general architecture for a large-scale, distributed, survivable communications network",briefing B-265,0.0,0.0,0.014800655655562878
349,criminal investigations,grant a consent search,0.0,0.0,0.014848526567220688
344,coercive,civil disobedience,0.0,0.0,0.015026317909359932
185,to enable people to pursue their life goals in any country through free movement,Since its foundation,0.0,0.0,0.015337000600993633
494,protein A,G,0.0,0.0,0.015569083392620087
526,diverges,exceeds any given number,0.0,0.0,0.015590253286063671
595,gradual,Islamic revolution,0.0,0.0,0.015738505870103836
343,limited coercion,civil disobedience,0.0,0.0,0.015936395153403282
150,shrinking Western demand,economies had been caught between higher oil prices and lower prices for their own export commodities,0.0,0.0,0.01599091850221157
345,refusals to pay taxes,civil disobedience,1.0,0.0,0.016044678166508675
391,Society of St Pius X,Catholic schismatic,0.0,0.0,0.016079621389508247
164,Lexus,Acura,0.0,0.0,0.016102036461234093
325,destructive,use of force and violence and refusal to submit to arrest,0.0,0.0,0.01641237549483776
25,United States,Los Angeles,1.0,0.0,0.016495143994688988
166,Chevrolet Bel Air,lower price models,0.0,0.0,0.016515253111720085
337,social goal,protests toward public policy,1.0,0.0,0.01666027493774891
291,obey her conscience rather than human law,She gives a stirring speech,0.0,0.0,0.016697514802217484
104,water,organic molecules,0.0,0.0,0.016828149557113647
467,Arthur H. Compton,Robert A. Millikan,0.0,0.0,0.01684088632464409
678,"regain authority over his own people. They had been inclined to support the French, with whom they had long trading relationships",had promised,0.0,0.09090909090909091,0.016900915652513504
420,substitute capital equipment,pressure to reduce costs and maximize profits,0.0,0.0,0.016912709921598434
59,25m,36% of households,0.0,0.0,0.017131173983216286
691,Choctaw and the Creek,tribes that did not want to do business with the British,0.0,0.0,0.017181644216179848
248,use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion,Dutch PTT Telecom,0.0,0.0,0.017269138246774673
116,chemically,a covalent double bond,0.0,0.0,0.017307156696915627
115,Air,a substance like wood gains overall weight in burning,0.0,0.0,0.017316997051239014
236,delivery of these messages by store and forward switching,decentralized network with multiple paths between any two points,0.0,0.0,0.017325131222605705
409,about 3.5 billion people,50%,0.0,0.0,0.01741809956729412
593,political support,making peace with Israel,0.0,0.0,0.017454329878091812
60,36%,2.4m customers,0.0,0.0,0.017664136365056038
393,voucher,pupils are free to choose a private school,0.0,0.0,0.017754709348082542
529,indecomposability,minimality,0.0,0.0,0.017861800268292427
396,Allston,on a 358-acre (145 ha) campus,0.0,0.0,0.01823708787560463
350,not to grant a consent search,not to talk to police officers,0.0,0.3636363636363636,0.01829744689166546
419,reduce costs and maximize profits,raises the productivity of each worker,1.0,0.0,0.018850164487957954
670,"very badly disposed towards the French, and are entirely devoted to the English",what way they could be brought back,0.0,0.0,0.01906835101544857
305,constitutional impasse,her or his capacity as public official,0.0,0.0,0.01908479630947113
152,Germany,Italy,0.0,0.0,0.01917950063943863
392,government schools formerly reserved for white children,semi-private,1.0,0.0,0.019295694306492805
371,neither conscientious nor of social benefit,any great amount of it would undermine the law,0.0,0.14285714285714288,0.01956913247704506
573,not a Scottish minister,may be of interest to a particular area such as a member's own constituency,0.0,0.0,0.01990456134080887
202,62 acres,quarter square,1.0,0.0,0.020132893696427345
406,28,42,0.0,0.0,0.020330658182501793
601,Sharia,an idealized and systematized version of conservative tribal village customs,0.0,0.0,0.02050938829779625
620,irrational and backward,them,0.0,0.0,0.02094077132642269
615,conquering the other state's lands,political and monetary dominance,1.0,0.0,0.020954104140400887
421,productivity,organic composition of capital,0.0,0.0,0.0209922157227993
567,blueprint,the Convention,0.0,0.0,0.021362287923693657
597,promoted Western/foreign ideas and practices into Islamic societies,secular leanings,0.0,0.0,0.02153061144053936
418,rising levels of property income,downward pressure on wages,0.0,0.0,0.021617228165268898
93,water pump,vacuum,0.0,0.0,0.02212016098201275
73,sevenfold,"76,000 to 540,000",1.0,0.0,0.022717861458659172
728,quantum mechanics,the work of leading theoretical physicists,1.0,0.0,0.023292172700166702
602,a different view,Islam's pivotal turning point as occurring not with the death of Ali,0.0,0.0,0.023703178390860558
369,inform the jury and the public of the political circumstances,plead not guilty,0.0,0.0,0.02456517331302166
297,"muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins",civil disobedience,1.0,0.0,0.02505742385983467
56,no,Third-party channels,0.0,0.0,0.02517624944448471
712,spring reaction force,the force of gravity,0.0,0.3333333333333333,0.02558847703039646
534,1st century BC,Roman-era,0.0,0.0,0.025769196450710297
72,government-owned,several private and public railway operators,0.0,0.0,0.026424530893564224
516,the sum of divisors function,relationship of the number to its corresponding value of Euler's totient function,0.0,0.26666666666666666,0.02663017436861992
174,a majority,a Commission proposal,0.0,0.0,0.028025127947330475
513,the statistical behaviour,distribution,0.0,0.0,0.02835414931178093
726,global,in space,0.0,0.0,0.02835513837635517
399,Timucua,Mocama,0.0,0.0,0.028720226138830185
636,interventionism,.,0.0,0.0,0.029215438291430473
227,all other animals,Bilateria,0.0,0.0,0.03031022660434246
589,"able to vote on domestic legislation that applies only to England, Wales and Northern Ireland",procedural consequence,0.0,0.0,0.03037053532898426
574,no revising chamber,"take evidence from witnesses, conduct inquiries and scrutinise legislation",0.0,0.0,0.030768858268857002
684,Petitcodiac in 1755 and at Bloody Creek near Annapolis Royal in 1757,deportation of the French-speaking Acadian population from the area,0.0,0.0,0.030819037929177284
453,residents willing to pay higher market rate for housing,gentrification of older neighbourhoods,1.0,0.0,0.03093990497291088
333,propaganda,just a harassment,0.0,0.0,0.03136502578854561
