,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder,bleu,rouge_L,meteor
27,15,Riverside,0.0,0.0098861353471875,0.0,0.2634989619255066,0.383090615272522,0.3028425872325897,0.0,0.0,0.0
28,counties,Riverside,0.0,0.0108215408399701,0.0,0.263821542263031,0.3029015958309173,0.3063364624977112,0.0,0.0,0.0
29,music,major record companies,0.0,0.1647692918777465,0.0,0.2155384570360183,0.3127571940422058,0.2303117811679839,0.0,0.0,0.0
30,southern,the desert,0.0,0.0094904545694589,0.0,0.3564222157001495,0.4359545111656189,0.4103421568870544,0.0,0.0,0.0
31,northern,the Tehachapi Mountains,0.0,0.0103929378092288,0.0,0.1276415735483169,0.3051382899284363,0.1128000766038894,0.0,0.0,0.0
32,the Missouri Compromise,the Compromise of 1850,1.0,0.313001424074173,0.4,0.4784886240959167,0.6804402470588684,0.397628515958786,0.0,0.5714285714285715,0.2564102564102564
33,Imperial,1999,0.0,0.0101090455427765,0.0,0.2343155443668365,0.3290035426616669,0.2663083076477051,0.0,0.0,0.0
34,regional tourism groups,AAA Auto Clubs,0.0,0.0114841600880026,0.0,0.1829883307218551,0.2856516540050506,0.1900401413440704,0.0,0.0,0.0
35,Inland Empire,Temecula and Murrieta,0.0,0.0107418792322278,0.0,0.1351443529129028,0.2396584898233413,0.1178304105997085,0.0,0.0,0.0
36,varied,natural ecosystem,0.0,0.0105456607416272,0.0,0.1200627759099006,0.3320408761501312,0.1378834843635559,0.0,0.0,0.0
37,1.3 million,San Diego,0.0,0.0094673801213502,0.0,0.0488589741289615,0.1990997642278671,0.0427983924746513,0.0,0.0,0.0
38,Los Angeles Area,major business,0.0,0.0146323470398783,0.0,0.1906182914972305,0.2523134350776672,0.2257143259048462,0.0,0.0,0.0
39,Riverside,Downtown Riverside,1.0,0.7238016724586487,0.6666666666666666,0.7175757884979248,0.7071284055709839,0.7199459075927734,0.0,0.6666666666666666,0.2631578947368421
40,Hospitality Business/Financial Centre,Downtown Riverside,0.0,0.009409531019628,0.0,0.1284420937299728,0.2846453189849853,0.1103256046772003,0.0,0.0,0.0
41,Port of San Diego,Port of Long Beach,0.0,0.1242898181080818,0.5,0.5204946994781494,0.6262922286987305,0.5136827230453491,0.0,0.5,0.46875
42,NFL,Professional,0.0,0.0103581519797444,0.0,0.3212468028068542,0.3911600708961487,0.3648402988910675,0.0,0.0,0.0
43,Chivas USA,Chivas,2.0,0.8015461564064026,0.6666666666666666,0.8119024634361267,0.8426108956336975,0.7864738702774048,0.0,0.6666666666666666,0.4545454545454545
44,Sky plc,British Sky Broadcasting Group plc,2.0,0.8338932394981384,0.5714285714285715,0.7416216731071472,0.6667131781578064,0.7473927140235901,0.0,0.5714285714285715,0.2127659574468085
45,£1.3bn,£4.2bn,0.0,0.2725315093994141,0.0,0.4392432272434234,0.8366643786430359,0.401099145412445,0.0,0.0,0.0
46,Freeview,ITV Digital,0.0,0.2461662143468857,0.0,0.229643240571022,0.2284156829118729,0.2700713574886322,0.0,0.0,0.0
47,September 2007,March 2008,0.0,0.1324147880077362,0.0,0.3269927203655243,0.7662550210952759,0.3321145474910736,0.0,0.0,0.0
48,monthly fee,SkyHD box,0.0,0.0091748740524053,0.0,0.051589235663414,0.2396773099899292,0.0619867891073226,0.0,0.0,0.0
49,January 2010,February 2011,0.0,0.0977654382586479,0.0,0.6655352115631104,0.8139806389808655,0.7142060995101929,0.0,0.0,0.0
50,Sky+,PVR,0.0,0.0093427868559956,0.0,0.2048269063234329,0.2677325904369354,0.2143553048372268,0.0,0.0,0.0
51,BSkyB,British Sky Broadcasting,2.0,0.6502225399017334,0.0,0.6268445253372192,0.234525129199028,0.6533950567245483,0.0,0.0,0.0
52,DVB-S2,DVB-compliant MPEG-2,0.0,0.6268500089645386,0.0,0.7966340780258179,0.7100546360015869,0.8225463628768921,0.0,0.3333333333333333,0.0
53,Thomson,STB,0.0,0.0102662518620491,0.0,0.2633627951145172,0.272227793931961,0.3097308278083801,0.0,0.0,0.0
54,free-to-view,free-to-air,1.0,0.8764256238937378,0.0,0.6558387875556946,0.8364425897598267,0.6389004588127136,0.0,0.6666666666666666,0.0
55,Ku band,9.75/10.600 GHz,0.0,0.0660848319530487,0.0,0.1687788963317871,0.2290479838848114,0.1079657897353172,0.0,0.0,0.0
56,no,Third-party channels,0.0,0.0251762457191944,0.0,0.1479901671409607,0.2864935994148254,0.1354603469371795,0.0,0.0,0.0
57,Sky Active,Open,0.0,0.0097384862601757,0.0,0.2024894952774047,0.339250236749649,0.2306451797485352,0.0,0.0,0.0
58,Video On Demand,(HDTV),0.0,0.2194282859563827,0.0,0.4653975069522857,0.3193037807941437,0.4858234822750092,0.0,0.0,0.0
59,25m,36% of households,0.0,0.017131159082055,0.0,0.1470208466053009,0.3762849867343903,0.1241400018334388,0.0,0.0,0.0
60,36%,2.4m customers,0.0,0.0176640879362821,0.0,0.1711888611316681,0.3535974621772766,0.1740355193614959,0.0,0.0,0.0
61,Sky TV bills,claimants,0.0,0.0093505131080746,0.0,0.1442001014947891,0.2891894876956939,0.1203600466251373,0.0,0.0,0.0
62,a man's presence,mother is wrongly claiming to be living alone,0.0,0.0094489473849535,0.0,0.1060253977775573,0.3282394707202911,0.0803959146142005,0.0,0.0,0.0
63,Liberal Party,Liberals,1.0,0.8132712841033936,0.0,0.67989182472229,0.5763348937034607,0.7203707695007324,0.0,0.0,0.4545454545454545
64,National Party,Nationals,1.0,0.6359160542488098,0.0,0.6718937158584595,0.3344314992427826,0.6975024938583374,0.0,0.0,0.4545454545454545
65,The Greens,Australian Greens,1.0,0.5844908356666565,0.6666666666666666,0.8396406769752502,0.68647301197052,0.8354678750038147,0.0,0.5,0.25
66,Labor,Australian Labor Party,1.0,0.501820981502533,0.5,0.661987841129303,0.5235695242881775,0.6721486449241638,0.0,0.5,0.1785714285714285
67,"270,000","121,200",0.0,0.310833215713501,0.0,0.2512577176094055,0.7040148973464966,0.2500142455101013,0.0,0.0,0.0
68,warmest regions,semi-deserts,0.0,0.0109420586377382,0.0,0.2134351283311844,0.3151742815971374,0.2127386033535004,0.0,0.0,0.0
69,2009,7 February 2009,1.0,0.3899961411952973,0.5,0.665343165397644,0.6538216471672058,0.6304848194122314,0.0,0.5,0.1785714285714285
70,major car brands,car,1.0,0.5543820261955261,0.5,0.5741438269615173,0.5877045392990112,0.5119716525077821,0.0,0.5,0.4166666666666667
71,October 2016,2013,0.0,0.0122489752247929,0.0,0.4042260348796844,0.587356686592102,0.4647738039493561,0.0,0.0,0.0
72,government-owned,several private and public railway operators,0.0,0.0264244582504034,0.0,0.3402535319328308,0.4011152982711792,0.3515979647636413,0.0,0.0,0.0
73,sevenfold,"76,000 to 540,000",1.0,0.0227178744971752,0.0,0.2300567477941513,0.3549287617206573,0.224750354886055,0.0,0.0,0.0
74,Premier,Premier of Victoria,1.0,0.3924857378005981,0.5,0.6423201560974121,0.6870538592338562,0.6177960038185121,0.0,0.5,0.1785714285714285
75,$8.7 billion,24%,0.0,0.0109555246308445,0.0,0.1308461874723434,0.4178819060325623,0.1224196553230285,0.0,0.0,0.0
76,tourism,big,0.0,0.0092914095148444,0.0,0.1388256102800369,0.3154254257678985,0.1730496883392334,0.0,0.0,0.0
77,regional cities,Phillip Island,0.0,0.0095299575477838,0.0,-0.0620668120682239,0.2644718885421753,-0.0896457061171531,0.0,0.0,0.0
78,the southern and central parts of France,about one-eighth,0.0,0.0094158528372645,0.0,0.0765946358442306,0.3327825665473938,0.0420559309422969,0.0,0.0,0.0
79,some of the Huguenots were nobles trying to establish separate centers of power in southern France,political reasons,0.0,0.2676485180854797,0.0,0.0827448442578315,0.3008389174938202,0.0346523970365524,0.0,0.0,0.0
80,economic separation,worked as weavers,0.0,0.0093013392761349,0.0,0.0894766524434089,0.3437322378158569,0.0684900656342506,0.0,0.0,0.0
81,surnames,names,1.0,0.9460007548332214,0.0,0.6903032064437866,0.4959779977798462,0.7568175792694092,0.0,0.0,0.0
82,Prussia,Great Elector Frederick William,0.0,0.009791076183319,0.0,0.2085215300321579,0.3668453395366669,0.2045425176620483,0.0,0.0,0.0
83,Parris Island,Southeastern U.S.,1.0,0.0090165631845593,0.0,0.1135346665978431,0.2444271296262741,0.0928132236003875,0.0,0.0,0.0
84,1562,1564,0.0,0.2653370201587677,0.0,0.70875483751297,0.9058880805969238,0.7055824398994446,0.0,0.0,0.0
85,William the Silent,Pierre L'Oyseleur,0.0,0.0096749849617481,0.0,0.121159553527832,0.3132683336734772,0.1098919734358787,0.0,0.0,0.0
86,Calvinist,Walloon,0.0,0.0104662748053669,0.0,0.3038555383682251,0.2637420892715454,0.3531023263931274,0.0,0.0,0.0
87,1530,1523,0.0,0.3366517126560211,0.0,0.6159406304359436,0.7515578269958496,0.6174499988555908,0.0,0.0,0.0
88,Corliss,patent valve,0.0,0.0097573716193437,0.0,0.0033607876393944,0.234280988574028,-0.0049013625830411,0.0,0.0,0.0
89,increase in the land available for cultivation,farm tractors,0.0,0.1634923964738845,0.0,0.4691336750984192,0.4234755337238312,0.479298323392868,0.0,0.0,0.0
90,steam turbines,internal combustion engines,0.0,0.4936853647232056,0.0,0.3944558203220367,0.445916086435318,0.3855637311935425,0.0,0.0,0.0
91,Reciprocating piston,steam turbines,0.0,0.3015370070934296,0.0,0.3338575661182403,0.2740837931632996,0.3109085261821747,0.0,0.0,0.0
92,turbine,electric motors,0.0,0.2806403338909149,0.0,0.4533636569976806,0.4289624094963074,0.4720921516418457,0.0,0.0,0.0
93,water pump,vacuum,0.0,0.0221200473606586,0.0,0.2119154036045074,0.3404844105243683,0.2645051181316376,0.0,0.0,0.0
94,cotton spinning,operations requiring constant speed,0.0,0.0121873570606112,0.0,0.1197231113910675,0.2909021377563477,0.0989830046892166,0.0,0.0,0.0
95,Advanced Steam,cogeneration processes,0.0,0.0095053203403949,0.0,0.086563616991043,0.2456510812044144,0.0645585507154464,0.0,0.0,0.0
96,pollution,Advanced Steam movement,0.0,0.0093886647373437,0.0,0.1067374125123024,0.3198536038398743,0.1109605357050895,0.0,0.0,0.0
97,injector,condensers,0.0,0.0096791936084628,0.0,0.193941593170166,0.3360828161239624,0.2151278406381607,0.0,0.0,0.0
98,stoking,Mechanical stoker,1.0,0.6813884377479553,0.0,0.4619446694850921,0.2826684117317199,0.424924910068512,0.0,0.0,0.0
99,electrical generator,a turbo generator set with propulsion provided by electric motors,2.0,0.6835110783576965,0.1818181818181818,0.5983404517173767,0.5575502514839172,0.5969418883323669,0.0,0.1666666666666666,0.108695652173913
100,liquid,gaseous,0.0,0.0837916061282157,0.0,0.3941186070442199,0.4203838706016541,0.4667279720306397,0.0,0.0,0.0
101,oxides,oxide compounds,1.0,0.3453982770442962,0.0,0.8024289011955261,0.7059290409088135,0.8208006024360657,0.0,0.0,0.2631578947368421
102,dioxygen,diatomic gas,1.0,0.4212187826633453,0.0,0.3954958617687225,0.3104843199253082,0.4130174517631531,0.0,0.0,0.0
103,high-altitude ozone layer,ozone,1.0,0.7394605278968811,0.5,0.7016695737838745,0.4995755851268768,0.6970816254615784,0.0,0.4,0.4166666666666667
104,water,organic molecules,0.0,0.0168281961232423,0.0,0.1139091923832893,0.3308220207691193,0.1461990475654602,0.0,0.0,0.0
105,photosynthesis,living organisms,0.0,0.0141385495662689,0.0,0.4106387495994568,0.2708954215049744,0.4412009119987488,0.0,0.0,0.0
106,nitroaereus,spiritus nitroaereus,1.0,0.6936960220336914,0.6666666666666666,0.842584490776062,0.8459728956222534,0.8421741724014282,0.0,0.6666666666666666,0.2631578947368421
107,Joseph Priestley,Priestley,2.0,0.8037286996841431,0.6666666666666666,0.8703532814979553,0.8409693837165833,0.8824477791786194,0.0,0.6666666666666666,0.4545454545454545
108,Philo of Byzantium,Philo,1.0,0.7371867895126343,0.5,0.7026885151863098,0.6570582389831543,0.6697150468826294,0.0,0.5,0.4166666666666667
109,heat or a spark,oxygen,0.0,0.0090391729027032,0.0,0.0580075718462467,0.3552271127700805,0.0639516711235046,0.0,0.0,0.0
110,compounds of oxygen,"peroxides, chlorates, nitrates, perchlorates, and dichromates",1.0,0.0642997771501541,0.0,0.3686465919017792,0.3671875,0.3286654651165008,0.0,0.0,0.0
111,storage vessels,fire,0.0,0.0096335476264357,0.0,0.1663712263107299,0.3228083848953247,0.1994134783744812,0.0,0.0,0.0
112,Earth's crustal rock,Earth's crust,2.0,0.8873999118804932,0.4,0.8484845161437988,0.8448385000228882,0.8457396030426025,0.0,0.5714285714285715,0.6048387096774195
113,Avogadro's law,the correct interpretation of water's composition,0.0,0.0100534697994589,0.0,0.0955454632639885,0.4453631937503815,0.0313973650336265,0.0,0.2,0.0757575757575757
114,non-combustible,wood,0.0,0.0995141193270683,0.0,0.1251068264245987,0.2551591396331787,0.1209431737661361,0.0,0.0,0.0
115,Air,a substance like wood gains overall weight in burning,0.0,0.0173169504851102,0.0,0.1136199384927749,0.289160430431366,0.1171981245279312,0.0,0.0,0.0
116,chemically,a covalent double bond,0.0,0.0173071976751089,0.0,0.1183884441852569,0.292842835187912,0.0888171046972274,0.0,0.0,0.0
117,triplet oxygen,O,1.0,0.4389385879039765,0.0,0.2222886383533477,0.2987391650676727,0.2113560140132904,0.0,0.0,0.0
118,weight,that increase was the same as the weight of the air that rushed back in,0.0,0.1393280029296875,0.1538461538461538,0.3158714771270752,0.5653083920478821,0.270357608795166,0.0,0.125,0.0367647058823529
119,ozone,Trioxygen,2.0,0.0101067796349525,0.0,0.4130814373493194,0.2602789103984833,0.4322359561920166,0.0,0.0,0.0
120,UV,ultraviolet,2.0,0.7997602224349976,0.0,0.7679905891418457,0.6590283513069153,0.7877116799354553,0.0,0.0,0.5
121,seawater,sea water,2.0,0.9694707989692688,0.0,0.8161121606826782,0.8265942931175232,0.8485066890716553,0.0,0.0,0.0
122,twice,50% more,0.0,0.01001603808254,0.0,0.1419436335563659,0.259532481431961,0.1343451291322708,0.0,0.0,0.0
123,world's oceans,"in the Earth's biosphere, air, sea and land",0.0,0.2485572397708893,0.0,0.4575615525245666,0.5627354383468628,0.4254662096500397,0.0,0.1666666666666666,0.2505446623093682
124,compressing and cooling,cascade method,0.0,0.0091203525662422,0.0,0.2743068337440491,0.2888175249099731,0.2592264413833618,0.0,0.0,0.0
125,climate,temperatures,0.0,0.5323547720909119,0.0,0.50840163230896,0.608505129814148,0.5964871644973755,0.0,0.0,0.0
126,oxygen-18,oxygen-16,0.0,0.4610132277011871,0.0,0.7491740584373474,0.9257268905639648,0.7567450404167175,0.0,0.5,0.0
127,lower global temperatures,lower temperatures,2.0,0.8943499326705933,0.8,0.8320237398147583,0.8172807097434998,0.8301362395286559,0.0,0.8,0.4761904761904762
128,carbon cycle,plant health status,0.0,0.0093368748202919,0.0,0.0887458771467208,0.2830464839935303,0.1099035143852234,0.0,0.0,0.0
129,satellite platform,satellites,2.0,0.8135968446731567,0.0,0.7380664348602295,0.6651507019996643,0.7066099643707275,0.0,0.0,0.4545454545454545
130,Liquid oxygen,liquid oxygen,2.0,0.96857488155365,1.0,0.9514794945716858,0.9999998211860656,0.9645557403564452,0.0,1.0,0.9375
131,magnetic field,magnetic,2.0,0.9037211537361144,0.6666666666666666,0.9097261428833008,0.7808451652526855,0.9189586639404296,0.0,0.6666666666666666,0.4545454545454545
132,dangerous by-products,the immune system,0.0,0.0377042256295681,0.0,0.0807381942868232,0.3365709185600281,0.0265050269663333,0.0,0.0,0.0
133,major method,increasingly,0.0,0.1586423367261886,0.0,0.2219791710376739,0.3664361536502838,0.2477827966213226,0.0,0.0,0.0
134,oxygen and hydrogen,Oxygen gas,1.0,0.6293727159500122,0.4,0.6702538728713989,0.6886507272720337,0.6676637530326843,0.0,0.4,0.2380952380952381
135,Chemical,chemical oxygen generators or oxygen candles,1.0,0.4569354951381683,0.2857142857142857,0.3728736937046051,0.5547398924827576,0.3125786185264587,0.0,0.2857142857142857,0.0909090909090909
136,Hyperbaric (high-pressure) medicine,special oxygen chambers,1.0,0.2808237969875336,0.0,0.2857760190963745,0.2952287197113037,0.2897797226905823,0.0,0.0,0.0
137,Decompression sickness,"bubbles of inert gas, mostly nitrogen and helium, forming in their blood",2.0,0.0089290374889969,0.0,0.1485050767660141,0.2879722118377685,0.1049894914031028,0.0,0.0,0.0
138,oxygen supplementation,Oxygen therapy,2.0,0.7419541478157043,0.5,0.6974918246269226,0.6147217154502869,0.7373335361480713,0.0,0.5,0.25
139,organic compounds,solvents,0.0,0.1432302594184875,0.0,0.3307525217533111,0.4156890213489533,0.3500577509403229,0.0,0.0,0.0
140,Acute oxygen toxicity,seizures,0.0,0.0091941272839903,0.0,0.0736535936594009,0.3285594284534454,0.0243540592491626,0.0,0.0,0.0
141,mechanical ventilators,oxygen masks,0.0,0.0089780092239379,0.0,0.2582776248455047,0.2805686593055725,0.2827624380588531,0.0,0.0,0.0
142,first oil shock,shock,1.0,0.5019416809082031,0.5,0.4891481101512909,0.5899425745010376,0.4405044913291931,0.0,0.5,0.4166666666666667
143,members of the Organization of Arab Petroleum Exporting Countries,OAPEC,2.0,0.5841178894042969,0.0,0.3605496287345886,0.2800967991352081,0.3687123656272888,0.0,0.0,0.0
144,They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights.,multilateral,0.0,0.0102157443761825,0.0,0.1036408022046089,0.2774744927883148,0.0731101557612419,0.0,0.0,0.0
145,After 1971,1973–1974,1.0,0.1902889460325241,0.0,0.4905158281326294,0.60927814245224,0.4742055535316467,0.0,0.0,0.0
146,ten times more,a hundred,0.0,0.2245600521564484,0.0,0.2705180943012237,0.39487025141716,0.2916519641876221,0.0,0.0,0.0
147,renewal of hostilities in the Arab–Israeli conflict,.,0.0,0.046651005744934,0.0,0.1519565433263778,0.4056829810142517,0.0454121716320514,0.0,0.0,0.0
148,until their economic and political objectives were met,In response to American aid to Israel,0.0,0.0094553139060735,0.0,0.1248046681284904,0.3521149456501007,0.092753067612648,0.0,0.0,0.0
149,American aid to Israel,Nixon requested Congress to appropriate $2.2 billion in emergency aid to Israel,1.0,0.2998681366443634,0.375,0.4260676801204681,0.5521548986434937,0.3223141431808472,0.0,0.3529411764705882,0.2433425160697888
150,shrinking Western demand,economies had been caught between higher oil prices and lower prices for their own export commodities,0.0,0.015990987420082,0.0,0.1407580822706222,0.3353387415409088,0.0535218976438045,0.0,0.0,0.0
151,distribution and price disruptions,reduced productivity,0.0,0.0089835440739989,0.0,0.2810557782649994,0.3436917960643768,0.2924509942531585,0.0,0.0,0.0
152,Germany,Italy,0.0,0.0191794876009225,0.0,0.3678741157054901,0.6627973318099976,0.4305782318115233,0.0,0.0,0.0
153,encourage investment,"The system limited the price of ""old oil""",0.0,0.0089933164417743,0.0,0.0947616696357727,0.3554512858390808,0.0483261942863464,0.0,0.0,0.0
154,Price controls,promote oil exploration,0.0,0.0095338970422744,0.0,0.1779876351356506,0.3025113642215729,0.1766257882118225,0.0,0.0,0.0
155,"last week of February 1974,",20%,0.0,0.0091160740703344,0.0,-7.240836566779763e-05,0.2874679565429687,-0.0307851526886224,0.0,0.0,0.0
156,British Prime Minister Edward Heath,British,1.0,0.3568600416183472,0.3333333333333333,0.3874145448207855,0.5175280570983887,0.3085629940032959,0.0,0.3333333333333333,0.3571428571428571
157,5% production cut,"declared Japan a ""nonfriendly"" country",0.0,0.0091688688844442,0.0,0.0786447376012802,0.2708607017993927,0.0476439148187637,0.0,0.0,0.0
158,USSR's invasion,Afghanistan,0.0,0.0092584947124123,0.0,0.1256718039512634,0.3281153440475464,0.1342582404613495,0.0,0.0,0.0
159,January 1979,1979,1.0,0.6274672150611877,0.6666666666666666,0.8558184504508972,0.7317421436309814,0.8784887194633484,0.0,0.6666666666666666,0.4545454545454545
160,Japanese imports,Japanese,1.0,0.5260684490203857,0.6666666666666666,0.7188132405281067,0.7189956307411194,0.6928590536117554,0.0,0.6666666666666666,0.4545454545454545
161,Japan,Japanese,1.0,0.9391255974769592,0.0,0.8649572730064392,0.7387168407440186,0.88625568151474,0.0,0.0,0.0
162,A decade after the 1973,1981,1.0,0.1109247729182243,0.0,0.2270703017711639,0.5462020039558411,0.2325423061847687,0.0,0.0,0.0
163,power steering,air conditioning,0.0,0.0097689563408494,0.0,0.233099028468132,0.3196852803230285,0.2438052892684936,0.0,0.0,0.0
164,Lexus,Acura,0.0,0.0161020215600729,0.0,0.1391428112983703,0.2577987015247345,0.185538113117218,0.0,0.0,0.0
165,"Lincoln Continental,",Cadillac DeVille,0.0,0.0581548735499382,0.0,0.2857701778411865,0.3289389610290527,0.2955814003944397,0.0,0.0,0.0
166,Chevrolet Bel Air,lower price models,0.0,0.0165152307599782,0.0,0.0838584005832672,0.2428818643093109,0.0597692355513572,0.0,0.0,0.0
167,Treaties establishing the European Union,"primary law, secondary law and supplementary law",0.0,0.0106390314176678,0.0,0.1316338330507278,0.3239113688468933,0.1040741503238678,0.0,0.0,0.0
168,European Parliament and the Council of the European Union,the Treaties establishing the European Union,0.0,0.4438616037368774,0.3636363636363637,0.6097993850708008,0.7046545147895813,0.5838679671287537,0.0,0.5333333333333333,0.5952380952380953
169,international law,case law by the Court of Justice,0.0,0.2013816088438034,0.25,0.3962836563587188,0.4968309104442597,0.3781340122222901,0.0,0.2222222222222222,0.0769230769230769
170,Following the Nice Treaty,2004,0.0,0.0097553580999374,0.0,0.1889389902353286,0.3348614275455475,0.2071291208267212,0.0,0.0,0.0
171,the Commission,The European Commission,1.0,0.6671727895736694,0.6666666666666666,0.7798700332641602,0.7574520111083984,0.7820451259613037,0.0,0.8,0.3448275862068965
172,Federica Mogherini,Jean-Claude Juncker,0.0,0.0097924629226326,0.0,0.146218717098236,0.2194864749908447,0.1301205307245254,0.0,0.0,0.0
173,at least 55 per cent of the Council members (not votes) representing 65 per cent of the population of the EU,"74 per cent, or 260 of the 352 votes",0.0,0.252934604883194,0.3076923076923076,0.3001446723937988,0.6645563840866089,0.2429833710193634,0.0,0.3333333333333332,0.3946902654867256
174,a majority,a Commission proposal,0.0,0.0280250422656536,0.0,0.1878157705068588,0.5727883577346802,0.187427669763565,0.0,0.4,0.1724137931034482
175,qualified majority,a majority,2.0,0.8172842264175415,0.6666666666666666,0.813117265701294,0.6525635123252869,0.8273261189460754,0.0,0.5,0.25
176,"legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission",unanimity,0.0,0.1473472863435745,0.0,0.3693883121013641,0.2791800498962402,0.3451067209243774,0.0,0.0,0.0
177,"by assuming the task of interpreting the treaties, and accelerating economic and political integration",has the ability to expand and develop the law according to the principles it deems to be appropriate,0.0,0.107437752187252,0.074074074074074,0.2213950902223587,0.4634045362472534,0.1859668493270874,0.0,0.125,0.0847457627118644
178,the Court of Justice,The Italian Constitutional Court,0.0,0.1691632866859436,0.3333333333333333,0.4139294028282165,0.6369102597236633,0.3645310699939728,0.0,0.5,0.25
179,article 30,TFEU article 30,1.0,0.6560264229774475,0.8,0.7692249417304993,0.6596607565879822,0.771278977394104,0.0,0.8,0.6465517241379309
180,Treaty provisions,they are ‘directly applicable in all Member States’,0.0,0.0750192254781723,0.0,0.2246549576520919,0.3223264813423157,0.2123235166072845,0.0,0.0,0.0
181,"a citizen or company can invoke a Directive, not just in a dispute with a public authority, but in a dispute with another citizen or company","a citizen may rely on the Directive in such an action (so called ""vertical"" direct effect)",1.0,0.7245258688926697,0.1764705882352941,0.5645356774330139,0.5220381617546082,0.573687732219696,0.0,0.1904761904761905,0.0961538461538461
182,in Article 5,the lawfulness of an action depends on whether it was appropriate and necessary to achieve the objectives legitimately pursued,0.0,0.4214971363544464,0.0,0.1639383435249328,0.3334635198116302,0.1515901684761047,0.0,0.0,0.0
