,answer1,answer2,label,f1,sas
2424,in the season finale,"\""Disturbing Behavior\""",0.0,0.0,0.0091725904494524
3119,the U.S. Senate,president george washington,0.0,0.0,0.009172690100967884
1094,the father of the radio,bologna,0.0,0.0,0.0091749532148242
2736,spatial resolution,Gaussian blur,0.0,0.0,0.009176209568977356
3092,lucky,communist ideology,0.0,0.0,0.009177913889288902
459,orchids of the genus Vanilla,as it dries,0.0,0.0,0.009178148582577705
163,East England,irish legend of stingy jack,2.0,0.0,0.009181882254779339
2372,Warren G. Harding,NASA,0.0,0.0,0.009188500232994556
646,powerful local supporter,parish constables,0.0,0.0,0.009188752621412277
1945,the President of India,The Passport Seva,0.0,0.0,0.009193911217153072
443,María Conchita Alonso,Lesley Ann Warren,0.0,0.0,0.009194497019052505
2344,The discovery of hyperbolic geometry,molecular genetics,0.0,0.0,0.009194571524858475
198,life,Paleozoic,0.0,0.0,0.009199186228215694
1095,the father of the radio,Starship,0.0,0.0,0.009199515916407108
2724,modified for faster speed,southern California,0.0,0.0,0.00920384656637907
2348,The discovery of hyperbolic geometry,the copernican revolution,2.0,0.0,0.00920396763831377
2544,longitudinal study,Kinetics,0.0,0.0,0.009206502698361874
2735,spatial resolution,albedo,0.0,0.0,0.00920871738344431
1631,Jury duty,pay taxes,1.0,0.0,0.009209713898599148
416,the steering mechanism,the United States,0.0,0.0,0.009211963973939419
2256,mutations in the LRP2 gene,the belief,0.0,0.0,0.009212024509906769
3053,flexor,two - headed,0.0,0.0,0.009212546981871128
2589,F. Scott Fitzgerald,green,0.0,0.0,0.009212955832481384
197,life,Cenozoic,0.0,0.0,0.009214344434440136
501,The FCC,their governments,1.0,0.0,0.009217326529324055
2496,increase,isotope,0.0,0.0,0.009218485094606876
3328,volcanic,desert,0.0,0.0,0.009220214560627937
2759,TGRI,Zetox,0.0,0.0,0.009220859035849571
2262,mutations in the LRP2 gene,a bilateral pair of periorbital fields,1.0,0.0,0.009223800152540207
1381,a contest,the film,0.0,0.0,0.009225212037563324
3035,Sparta,the Peloponnesian League,0.0,0.0,0.009226894937455654
1577,16 March 2019,Old Trafford,0.0,0.0,0.009231551550328732
239,Bachman–Turner Overdrive,the blues magoos,0.0,0.0,0.009232777170836926
824,on the reverse,above monticello,0.0,0.0,0.009235018864274025
2855,Nitrate,Groundwater,0.0,0.0,0.009237764403223991
1817,the United States Census,the legislature of each state,0.0,0.0,0.009238348342478275
2370,Warren G. Harding,Nixon,0.0,0.0,0.009238637052476406
1409,religion,freedom of speech,2.0,0.0,0.009238776750862598
2758,TGRI,diatomite,0.0,0.0,0.009238850325345993
1221,using rotating calipers,The Width of a Circle,0.0,0.0,0.009239178150892258
2816,Has a material bilateral mistake,comma-shaped,0.0,0.0,0.009243805892765522
2103,Recipe No. 21,has performed well at spirit ratings competitions,0.0,0.0,0.009246181696653366
1059,the British,incursion by russian fur traders,1.0,0.0,0.009247217327356339
873,The Battle of the Labyrinth,White Cat,0.0,0.0,0.009247483685612679
1835,Vince Gill,Johnny Keyes and the Magnificents,0.0,0.0,0.009249848313629627
1195,gypsum,fresco,0.0,0.0,0.009250725619494915
1955,Lazarus Muoka,jesus,0.0,0.0,0.009252116084098816
2070,collision,convergent boundary,1.0,0.0,0.009252871386706829
2115,"Gloomhaven, Cephalofair Games",The Last One,0.0,0.0,0.009254279546439648
1855,Cataracts of the Nile,The Western Desert,0.0,0.0,0.009258123114705086
1106,American Express Company,Houghton Mifflin,0.0,0.0,0.009259357117116451
1802,mahogany tree,Guanacaste,0.0,0.0,0.009259777143597603
341,the Middle East,the Isthmus of Suez,1.0,0.0,0.009260870516300201
1814,Six Feet Under,dirty deeds done dirt cheap,0.0,0.0,0.009261378087103367
3123,the U.S. Senate,President Madison,0.0,0.0,0.00926162302494049
2580,Prague,desert,0.0,0.0,0.009262419305741787
2961,quantitative research methods,illiteracy,1.0,0.0,0.009262848645448685
3426,control access to a resource,VISA,0.0,0.0,0.009263557381927967
203,"Somebody, presumably Thespis",ancient greece,0.0,0.0,0.009263977408409119
808,"15,589 sq mi",0 to 6 feet,0.0,0.0,0.00926829781383276
181,engraving,aquatint,0.0,0.0,0.009268950670957565
2252,"near Tully, Queensland",new south wales,2.0,0.0,0.00927109643816948
1123,nucleus,cytosol,0.0,0.0,0.009271446615457535
714,"""Counterfeit""",the 50th issue of 2016,0.0,0.0,0.009271766059100628
1819,the United States Census,the house of representatives,0.0,0.0,0.009272107854485512
897,Raul Bova,Pope Francis,0.0,0.0,0.009273619391024113
546,size,parasites,0.0,0.0,0.009274293668568134
752,"Houston, Texas",vanderbilt stadium,0.0,0.0,0.00927483756095171
1134,While in the Dark Castle,firebird,0.0,0.0,0.00927667785435915
1847,"Central Java, Indonesia",Cambodia,2.0,0.0,0.009279386140406132
724,Kailash Satyarthi,A.P.J. Abdul Kalam,0.0,0.0,0.009280245751142502
2572,Monarchy,Nationalist,0.0,0.0,0.009280601516366005
2251,"near Tully, Queensland",Kruger National Park,0.0,0.0,0.009280605241656303
2118,"Gloomhaven, Cephalofair Games",RDC,0.0,0.0,0.009281218983232975
2120,"Gloomhaven, Cephalofair Games",The Legend of Zelda: Breath of the Wild,0.0,0.0,0.009281271137297153
1136,While in the Dark Castle,the fourth season,1.0,0.0,0.009282052516937256
1848,land plants,Peptidoglycan,0.0,0.0,0.009282262995839119
2185,actual testing of each processor,the frequency of an oscillator crystal,1.0,0.22222222222222224,0.00928241666406393
660,SVR RF,Mossad,0.0,0.0,0.009283648803830147
1118,Ulama,hurling,0.0,0.0,0.00928376242518425
2958,quantitative research methods,social policy,1.0,0.0,0.009283850900828838
2682,John Langstaff,the Texas Rangers,0.0,0.0,0.009284078143537045
516,All 14 districts,the south indian state of kerala,1.0,0.0,0.009286122396588326
3490,the species of the subject,pith or marrow,0.0,0.0,0.00928978156298399
2265,courage,independence and liberty,1.0,0.0,0.009291598573327065
1146,Burma,Ceylon,0.0,0.0,0.009295760653913021
851,arbitrageur,the borrower,1.0,0.0,0.009295888245105743
2282,a brolly,biscuit,0.0,0.0,0.009296577423810959
2786,Heaven,toll,0.0,0.0,0.009298045188188553
1049,The Fury in the Jury,during the second series,0.0,0.0,0.009299274533987045
1278,50 First Dates,Wild At Heart,0.0,0.0,0.009299366734921932
81,Father Christmas,peace on Earth and good will toward men,2.0,0.0,0.009300706908106804
1866,2256–2257,arclight hollywood,0.0,0.0,0.009300724603235722
2145,The Fabulous Moolah,Charlotte Flair,0.0,0.0,0.009300965815782547
1524,eastern Turkey,Al-Qurnah,0.0,0.0,0.009301203303039074
3509,lack of protein and calories,Matilda Wormwood,0.0,0.0,0.009303026832640171
1380,a contest,Red Rider Leg Lamp Company,0.0,0.0,0.009303800761699677
372,1989,Thomas & Friends,0.0,0.0,0.009305541403591633
2113,"Gloomhaven, Cephalofair Games",The Legend of Zelda,0.0,0.0,0.009306653402745724
3555,Priyanka Chopra,Salman Khan,0.0,0.0,0.009306983090937138
1502,southeastern,the coast of East Africa,0.0,0.0,0.009307844564318657
611,Governor,the World Health Organization,0.0,0.0,0.009308258071541786
2107,Recipe No. 21,Canal Street Confidential,0.0,0.0,0.009308403357863426
3435,production–possibility frontier,EQ,0.0,0.0,0.009310043416917324
502,The FCC,PPL,1.0,0.0,0.009310070425271988
1935,NC State,Oklahoma Sooners,1.0,0.0,0.009310545399785042
2269,"""support our troops""",Epilepsy awareness,0.0,0.0,0.009312550537288189
1453,Klondike Kat,defeating,0.0,0.0,0.00931452214717865
858,the Negro Act of 1740,slavery,0.0,0.0,0.00931600946933031
674,non-judicial punishment,conscientious objectors,0.0,0.0,0.009316114708781242
2441,Richard Madden,Golden Globe Award,0.0,0.0,0.009316920302808285
116,the governor,the Army National Guard,0.0,0.0,0.009318016469478607
1844,"Central Java, Indonesia",Srirangam,0.0,0.0,0.009318157099187374
1298,Prime Minister H. H. Asquith,Georges Benjamin Clemenceau,1.0,0.0,0.009318777360022068
161,East England,irish immigrants,0.0,0.0,0.009319398552179337
2754,TGRI,the fictional superhero team,0.0,0.0,0.009319487027823925
2358,stone tools,hunt,0.0,0.0,0.009321903809905052
903,Mentuhotep II,the Ptolemaic Kingdom,0.0,0.0,0.009322079829871655
3620,Saffron,insect,0.0,0.0,0.009322167374193668
2373,Warren G. Harding,albert bacon fall,1.0,0.0,0.00932267028838396
2273,"""support our troops""",welcome home,1.0,0.0,0.009323101490736008
3326,volcanic,Granite Gorge Metamorphic Suite,0.0,0.0,0.009323995560407639
825,on the reverse,the Denver Mint,0.0,0.0,0.00932491198182106
2639,Brazil,sri lanka,0.0,0.0,0.009325762279331684
1753,Norma Koch,best costume design,0.0,0.0,0.009326417930424213
2220,1100ml,Two,0.0,0.0,0.009327162988483906
124,Hermes,Agenor,0.0,0.0,0.009327374398708344
1132,3,50 feet,0.0,0.0,0.009328939020633698
928,the current domestic posting rate,Nationality,0.0,0.0,0.009329432621598244
3306,I.Â King Jordan,Robert P. McGregor,0.0,0.0,0.009329511784017086
1112,the 104th Congress,France,0.0,0.0,0.00933057814836502
3483,Bring It On,2000 film,0.0,0.0,0.009332332760095596
2281,a brolly,parasol,0.0,0.0,0.009332663379609585
2367,"January 17, 2006",approximately 2. 97 billion years ago,0.0,0.0,0.009333972819149494
797,sign language,Aphasia,1.0,0.0,0.009334184229373932
1990,Des Moines,"Lebanon, Kansas",1.0,0.0,0.009335251525044441
2602,The 1935Â Labor Day hurricane,Michael,0.0,0.0,0.00933586061000824
35,Trey MacDougal,evan handler,0.0,0.0,0.009337073192000389
2300,Fantasia,Nutcracker,0.0,0.0,0.009339887648820877
2882,oxidant,Boron,0.0,0.0,0.009340867400169373
436,The Monuments Men,New York City,0.0,0.0,0.009341392666101456
3094,lucky,the blood sacrifice,0.0,0.0,0.00934536848217249
3420,Anthony Mackie,Kate Mara,0.0,0.0,0.00934635754674673
578,"""Formality""",sixth season,0.0,0.0,0.00934653915464878
1926,Eva Mendes,Devon Edwenna Aoki,0.0,0.0,0.009347174316644669
1072,Snoopy,Woodstock,0.0,0.0,0.009347911924123764
1805,ancient Greek and Roman theatre,uncertain,0.0,0.0,0.009347943589091301
2442,Richard Madden,The Handmaid's Tale,0.0,0.0,0.009348132647573948
2261,mutations in the LRP2 gene,the center of the forehead,1.0,0.0,0.009348534978926182
2739,by the 5th century,382 ad,0.0,0.0,0.009349391795694828
2843,"New York City, US",Burbank,0.0,0.0,0.009349440224468708
942,David Bamigboye,Alhaji Mohammed Alabi,0.0,0.0,0.00934997946023941
659,SVR RF,MI6,0.0,0.0,0.009351012296974659
1953,The Platters,Rivers Cuomo,0.0,0.0,0.009351078420877457
2775,Jeremiah,John the Evangelist,0.0,0.0,0.009351189248263836
513,All 14 districts,south Indian state,1.0,0.0,0.0093526067212224
1846,"Central Java, Indonesia",Jerusalem,0.0,0.0,0.009353318251669407
2579,Dana Slosar,Sheena Liam,0.0,0.0,0.00935511663556099
2650,Health information technology,BLS,0.0,0.0,0.009355452843010426
1525,eastern Turkey,the Persian Gulf,0.0,0.0,0.009355691261589527
952,punishment for a crime,contraction,0.0,0.0,0.009356035850942135
917,"Seneca Falls, New York",Tartu,0.0,0.0,0.009356849826872349
2313,Jesse Ed Davis,Eric Clapton,0.0,0.0,0.009360001422464848
1632,Jury duty,filial support,1.0,0.0,0.009360142983496189
2176,Albuquerque,Bristol,0.0,0.0,0.009361066855490208
1467,Alessia Cara,Justin Timberlake,0.0,0.0,0.009361102245748043
178,engraving,drypoint,0.0,0.0,0.00936143845319748
2854,Nitrate,aquifers,0.0,0.0,0.009361987002193928
433,The Monuments Men,Rescuing Da Vinci,0.0,0.0,0.009362093172967434
1044,a jackal,Harvey Spencer Stephens,0.0,0.0,0.009362561628222466
1325,increased metabolism,epinephrine,2.0,0.0,0.009362968616187572
334,Frank Sinatra,Tom Hanks,0.0,0.0,0.009364224970340729
1956,Lazarus Muoka,Lord Macaulay,0.0,0.0,0.009364357218146324
755,"Houston, Texas",bridgestone arena,0.0,0.0,0.009365932084619999
3464,Sebastian Vettel,Nico Rosberg,1.0,0.0,0.009366100654006004
267,the spirit of perverseness,the impression of pluto,0.0,0.3333333333333333,0.00936800241470337
3551,Priyanka Chopra,Amitabh Bachchan,0.0,0.0,0.009369472041726112
2248,"near Tully, Queensland","Kruger National Park, South Africa",0.0,0.0,0.00936974212527275
774,Dalila Bela,Lucas Jade Zumann,0.0,0.0,0.009369994513690472
1032,Eden Hazard,Mohamed Salah,0.0,0.0,0.009370171464979649
2193,Brontis Jodorowsky,johnny depp,0.0,0.0,0.009370870888233185
1431,Justin Rose,Dustin Johnson,0.0,0.0,0.00937232282012701
1093,the father of the radio,Les Garland,0.0,0.0,0.009373465552926064
3110,Rodney King,War,0.0,0.0,0.009374399669468403
2976,Prudential plc,Pakistan,0.0,0.0,0.009374448098242283
1831,Captain George Thatcher Balch,Francis Julius Bellamy,2.0,0.0,0.009375560097396374
3002,China,Marco Polo,0.0,0.0,0.00937571469694376
879,Erik Erikson,Sigmund Freud,0.0,0.0,0.009375989437103271
540,EMI Studios,Beatles,0.0,0.0,0.009376304224133492
478,the British government,sir cyril radcliffe,1.0,0.0,0.00937630794942379
211,shoulder blade,humerus,0.0,0.0,0.0093766450881958
859,the Negro Act of 1740,killed,0.0,0.0,0.009377016685903072
3014,The Crocodile,Lyle,0.0,0.0,0.009377136826515198
3041,Australia,Ayers Rock,0.0,0.0,0.00937744602560997
658,SVR RF,novichok,0.0,0.0,0.009377770125865936
1173,The Gap Band,sonny boy williamson i,0.0,0.0,0.009378151036798954
2830,"Lisbon, Portugal",New York City,0.0,0.0,0.009380198083817959
145,1814,francis scott key,1.0,0.0,0.009381367824971676
973,Gondar,Dire Dawa,0.0,0.0,0.009381446987390518
927,the current domestic posting rate,butterwort,0.0,0.0,0.009381536394357681
1472,Jillian Mele,Fox News Channel,0.0,0.0,0.009384102188050747
2016,Pat Upton,Spiral Starecase,0.0,0.0,0.009384213015437126
2893,The dealer,Andy Morton,0.0,0.0,0.00938440766185522
1543,constantly,fight-or-flight response,2.0,0.0,0.009386731311678886
3600,Esther 8:9,Revelation,0.0,0.0,0.009387156926095486
1379,a contest,gun,0.0,0.0,0.009387316182255745
2152,"""Somber News""",the epilogue,0.0,0.0,0.00938735157251358
721,Kailash Satyarthi,mother teresa,0.0,0.0,0.009388008154928684
1545,John Rzeznik,Carlotta Campion,0.0,0.0,0.009388593956828117
111,No taxation without representation,declaration of independence,0.0,0.0,0.009388992562890053
975,"Ashland, Virginia",Covent Garden,0.0,0.0,0.009391414932906628
815,Bovine spongiform encephalopathy,CSE,0.0,0.0,0.009391991421580315
2679,John Langstaff,The Cascades,0.0,0.0,0.0093926303088665
3190,on the Zambezi River,southern africa,1.0,0.0,0.009393109008669853
2260,mutations in the LRP2 gene,hair growth on the forehead,1.0,0.0,0.009393783286213875
2800,Lightning,iPhone 4,0.0,0.0,0.009394174441695213
1987,Des Moines,Lebanon,0.0,0.0,0.00939534604549408
3614,8:46Â a.m.,April,0.0,0.0,0.009395407512784004
3134,Dachshund,Itchy Itchiford,0.0,0.0,0.009395522996783257
976,"Ashland, Virginia","covent garden fruit, vegetable and flower market",0.0,0.0,0.009396135807037354
2283,a brolly,a defense against rain,0.0,0.0,0.009396455250680447
949,punishment for a crime,military conscription,0.0,0.0,0.009396472945809364
1259,Racial tensions,1929,0.0,0.0,0.00939670018851757
3186,up to 16Â megapixels,one hundred zeroes,0.0,0.0,0.009397068060934544
2678,John Langstaff,The Exciters,0.0,0.0,0.009398098103702068
1117,Ulama,polo,0.0,0.0,0.009398168884217739
3005,New York,Seneca Falls,0.0,0.0,0.009398195892572403
387,the spirit world,Miguel,0.0,0.0,0.009398302063345909
1135,While in the Dark Castle,season 2,0.0,0.0,0.009398425929248333
1586,Jason and Justin Draeger,Sally Struthers,0.0,0.0,0.009398950263857841
2436,Oscar Hertwig,RNA,0.0,0.0,0.009399167262017727
336,Frank Sinatra,the Kringle family,0.0,0.0,0.00939924269914627
1857,Cataracts of the Nile,egyptian labyrinth,0.0,0.0,0.009400051087141037
165,East England,Irish legend,2.0,0.0,0.009401650168001652
1471,Jillian Mele,Fox News Live,0.0,0.0,0.009402706287801266
2792,Heaven,niagara river gorge,0.0,0.0,0.009404772892594337
901,Raul Bova,Stuart Martin,0.0,0.0,0.009404901415109634
1466,Alessia Cara,Nickelback,0.0,0.0,0.009405461139976978
1713,Titans,jacksonville jaguars,0.0,0.0,0.009405638091266155
2100,Judy Kuhn,pocahontas,1.0,0.0,0.009406402707099915
2495,increase,nucleosynthesis,0.0,0.0,0.009406442753970623
2761,TGRI,alien technology,0.0,0.0,0.00940650049597025
2268,"""support our troops""",wisdom and intuition,0.0,0.0,0.0094067407771945
1031,Eden Hazard,Harry Kane,0.0,0.0,0.009406909346580505
1248,"Templeton ""Face"" Peck",the Arizona Cardinals,0.0,0.0,0.00940751750022173
3519,"7,236",Mariana Trench,0.0,0.0,0.009408188983798027
2466,Full Metal Jacket,British,0.0,0.0,0.009408419951796532
1045,a jackal,katherine,1.0,0.0,0.009408588521182537
932,the current domestic posting rate,no-value indicator,2.0,0.0,0.009410393424332142
1678,Claudia Grace Wells,Michael J. Fox,0.0,0.0,0.009410553611814976
2392,1857,"October 22, 1982",1.0,0.0,0.009410696104168892
998,"""The Two Students""",478,0.0,0.0,0.00941146444529295
2437,Oscar Hertwig,Ernest Rutherford,0.0,0.0,0.009411695413291454
3492,Ohio State,georgia bulldogs,0.0,0.0,0.009411962702870369
1197,gypsum,calcium sulfate,1.0,0.0,0.009412216022610664
1152,Ptolemy,the bakhshali manuscript,0.0,0.0,0.009412776678800583
1659,Georgia Hall,Naomi Osaka,0.0,0.0,0.009412839077413082
929,the current domestic posting rate,pence,0.0,0.0,0.009413879364728928
1742,"Los Angeles, California",Pinewood Studios,0.0,0.0,0.00941417645663023
1605,Texas,Hairy Dawg,0.0,0.0,0.009414826519787312
3325,volcanic,grand canyon,0.0,0.0,0.009415497072041035
780,"Fortuna, North Dakota",the Bahamas,0.0,0.0,0.009415796026587486
617,Pratap Nagar Metro Station,Dilshad Garden,0.0,0.0,0.009416965767741203
741,southern and east coasts,around the year 410,0.0,0.0,0.009417098946869373
3585,622 AD/CE,the Hijra,0.0,0.0,0.009417161345481873
2198,Marburg marburgvirus,DED,0.0,0.0,0.009417321532964706
1790,38 Special,Yardbirds,0.0,0.0,0.009417641907930374
1211,Molly Qerim Rose,the United States,0.0,0.0,0.009418518282473087
777,"Fortuna, North Dakota",Nome,0.0,0.0,0.009420284070074558
2234,Myers,Led Zeppelin,0.0,0.0,0.009420493617653847
550,size,amino acid sequences,0.0,0.0,0.009421085007488728
1071,Snoopy,Santa's Little Helper,0.0,0.0,0.009421272203326225
2250,"near Tully, Queensland",Melbourne,0.0,0.0,0.00942273624241352
1454,Klondike Kat,Rear Admiral John Godfrey,0.0,0.0,0.009422936476767063
3242,the United Kingdom,Cashiers,0.0,0.0,0.009423168376088142
3108,Lucas Bersamin,Rodrigo Duterte,0.0,0.0,0.009423221461474895
188,Marlow in Buckinghamshire,bray studios,2.0,0.0,0.009423835203051567
42,Microprocessor without Interlocked Pipelined Stages,instructions per second,0.0,0.0,0.009424058720469475
986,Boston Red Sox,Houston Astros,1.0,0.0,0.009424432180821896
2117,"Gloomhaven, Cephalofair Games",rampage,0.0,0.0,0.009424770250916481
1922,Morarji Desai,Narendra Modi,0.0,0.0,0.00942483264952898
3645,Famine,the Book of Revelation,0.0,0.0,0.009424992837011814
2839,Portuguese explorer Diogo Cão,Lewis Grant,0.0,0.0,0.0094254519790411
2859,Nitrate,careless industrial practices,1.0,0.0,0.009425545111298561
2960,quantitative research methods,greater social equality,1.0,0.0,0.009427246637642384
2212,Bockscar,Paul Warfield Tibbets Jr.,0.0,0.0,0.009428284130990505
1116,Ulama,football,0.0,0.0,0.009428377263247967
1936,NC State,Western Michigan,1.0,0.0,0.00942862220108509
2711,Marina Bay in Singapore,Downtown Core,2.0,0.0,0.009429209865629673
309,the company Faro Automated Solutions,GAIA,1.0,0.0,0.009429508820176125
3163,Floyd Mayweather Jr.,cristiano ronaldo,1.0,0.0,0.009429588913917542
3397,"Act III, Scene iv",Marcellus,0.0,0.0,0.009429601952433586
1565,thirteenth,death anniversary,0.0,0.0,0.00943008717149496
549,size,a lectin,0.0,0.0,0.009432257153093815
3557,Minnesota Vikings,Detroit Lions,0.0,0.0,0.009432341903448105
2980,professional insolvency and restructuring practitioners,Positioning,0.0,0.0,0.009432364255189896
2582,Prague,"Harstad, Norway",0.0,0.0,0.009432452730834484
643,Syria,Venezuela,0.0,0.0,0.009432599879801273
912,Dave Barnes,Beatles,0.0,0.0,0.009433397091925144
17,Hawkeye,Thanos,0.0,0.0,0.009433699771761894
2868,Jace Everett,Machine Gun Kelly,0.0,0.0,0.009434008039534092
3246,Harry Redknapp,Fiona O'Loughlin,0.0,0.0,0.009434337727725506
911,Kanwar Sain,IGCAR,0.0,0.0,0.009435638785362244
1698,new bone growth,to culture microorganisms,0.0,0.0,0.009435830637812614
3322,Bhairon Singh Shekhawat,George Clinton,1.0,0.0,0.009436137974262238
164,East England,Stingy Jack,2.0,0.0,0.009436315856873989
1610,Fryda Wolff,Icona Pop,0.0,0.0,0.009436940774321556
470,"Plymouth, Massachusetts",Colony of Virginia,0.0,0.0,0.009437118656933308
2593,Boston suburbs,maine,0.0,0.0,0.00943906232714653
753,"Houston, Texas",Dudley Field,0.0,0.0,0.009439160116016865
562,New England Patriots,Kansas City Chiefs,0.0,0.0,0.009439164772629738
1088,"March 25, 2018",Universe Survival Saga,1.0,0.0,0.009439262561500072
2473,Georgia,doom,0.0,0.0,0.00943946372717619
221,a gender-neutral honorific,freedom or liberty,0.0,0.0,0.009439677931368351
1628,Jury duty,Congress,0.0,0.0,0.009440792724490166
