,answer1,answer2,label,sas,f1,bertvanilla
28,oleic acid,alkenes,0.0,0.043411068618297584,0.0,0.24141879379749298
29,oleic acid,monounsaturated fat,0.0,0.011742862872779371,0.0,0.26351314783096313
30,oleic acid,unsaturated fat,2.0,0.013823372311890124,0.0,0.25797200202941895
31,George M. Cohan,Lee Thomas Miller,0.0,0.012569173239171505,0.0,0.30305641889572144
32,the caval opening,right atrium of the heart,0.0,0.011536411009728909,0.0,0.39023444056510925
33,the caval opening,T12,0.0,0.009754258207976818,0.0,0.33579516410827637
34,the caval opening,t8,2.0,0.01106150448322296,0.0,0.325923889875412
35,Trey MacDougal,evan handler,0.0,0.009337072260677814,0.0,0.23240093886852264
36,Trey MacDougal,Kyle MacLachlan,2.0,0.07517459243535995,0.0,0.393140971660614
37,not more than four steps,five-second,0.0,0.2812177240848541,0.0,0.3919777572154999
38,not more than four steps,80 minutes,0.0,0.009564682841300964,0.0,0.3157554864883423
39,not more than four steps,three years,0.0,0.009538149461150171,0.0,0.44533678889274597
40,not more than four steps,five seconds,0.0,0.14515864849090576,0.0,0.4521482288837433
41,not more than four steps,four steps,2.0,0.9043967127799988,0.5714285714285715,0.6886792778968811
42,Microprocessor without Interlocked Pipelined Stages,instructions per second,0.0,0.009424066171050072,0.0,0.2611948847770691
43,Microprocessor without Interlocked Pipelined Stages,instruction execution speed,0.0,0.013494467362761496,0.0,0.30965813994407654
44,Microprocessor without Interlocked Pipelined Stages,MIPS architecture,0.0,0.23166558146476746,0.0,0.27834680676460266
45,Microprocessor without Interlocked Pipelined Stages,microprocessor without interlocked pipeline stages,2.0,0.9727280139923096,0.8000000000000002,0.9777119159698486
46,Microprocessor without Interlocked Pipelined Stages,microprocessor,2.0,0.5923792719841003,0.33333333333333337,0.6998454332351685
47,Daniel Mar,tyler florence,0.0,0.010161242447793484,0.0,0.31921112537384033
48,Daniel Mar,Nick Slater,0.0,0.010672581382095814,0.0,0.27873101830482483
49,Daniel Mar,Michelle Tribble,0.0,0.01017179898917675,0.0,0.2870376408100128
50,Daniel Mar,lvaro lvarez,0.0,0.011686992831528187,0.0,0.23589542508125305
51,Daniel Mar,Hazell Mckenzie,0.0,0.010848873294889929,0.0,0.2790279686450958
52,Daniel Mar,Vivica,0.0,0.009672550484538078,0.0,0.2540932595729828
53,Daniel Radcliffe,michael gambon,0.0,0.01005141530185938,0.0,0.32111310958862305
54,Daniel Radcliffe,alan rickman,0.0,0.011021499522030357,0.0,0.24377502501010895
55,Daniel Radcliffe,Matthew Broderick,0.0,0.01804584078490734,0.0,0.30423852801322937
56,Daniel Radcliffe,Daniel Jacob Radcliffe,2.0,0.8525872826576233,0.8,0.8702221512794495
57,8,furious 7,0.0,0.04194142296910286,0.0,0.6302134394645691
58,8,The Fast and the Furious,0.0,0.009612638503313065,0.0,0.39797550439834595
59,8,seven,1.0,0.2539258599281311,0.0,0.663648784160614
60,8,10,1.0,0.17313821613788605,0.0,0.8245948553085327
61,8,6,1.0,0.14033456146717072,0.0,0.8514872789382935
62,8,7,1.0,0.22462403774261475,0.0,0.8609349727630615
63,October 2018,"august 22, 2017",0.0,0.13918042182922366,0.0,0.6492340564727783
64,October 2018,2018,0.0,0.4702825248241425,0.6666666666666666,0.7710959315299988
65,October 2018,"March 14, 2017",0.0,0.054351404309272766,0.0,0.6290730237960815
66,"December 4, 2018","October 8, 1998",0.0,0.010577633045613766,0.0,0.7785517573356628
67,"December 4, 2018","March 27, 2018",0.0,0.2688397765159607,0.3333333333333333,0.8400014042854309
68,"December 4, 2018","January 27, 2018",0.0,0.2576855421066284,0.3333333333333333,0.850386381149292
69,"December 4, 2018",2019,0.0,0.07141987979412079,0.0,0.4728742837905884
70,"December 4, 2018","may 22, 2018",0.0,0.2682216167449951,0.3333333333333333,0.8297675848007202
71,"December 4, 2018","October 10, 2017",0.0,0.1246686726808548,0.0,0.8219947218894958
72,"December 4, 2018","April 10, 2019",0.0,0.08506684005260468,0.0,0.7562996745109558
73,John F. Kennedy,former President John F. Kennedy,2.0,0.8481739163398743,0.7499999999999999,0.8206513524055481
74,"October 16, 2018","october 17, 2017",1.0,0.2978692948818207,0.3333333333333333,0.9063251614570618
75,Indiana,Manarola,0.0,0.009519275277853012,0.0,0.2854480445384979
76,Indiana,Indiana State University,0.0,0.11247672885656357,0.5,0.6129893064498901
77,Indiana,"terre haute, indiana",2.0,0.7632428407669067,0.5,0.645359456539154
78,Indiana,"Vigo County, Indiana",2.0,0.42919105291366577,0.5,0.5418712496757507
79,Father Christmas,A Christmas Carol,0.0,0.2647759020328522,0.5,0.5997858047485352
80,Father Christmas,warmth,1.0,0.009896699339151379,0.0,0.33476805686950684
81,Father Christmas,peace on Earth and good will toward men,2.0,0.00930070597678423,0.0,0.2809501886367798
82,Father Christmas,peace on earth,2.0,0.009482075460255146,0.0,0.2974020540714264
83,"Calgary, Alberta",St. Cloud,0.0,0.0114439707249403,0.0,0.31158602237701416
84,Oral Torah,the Mishnah,0.0,0.6783072352409363,0.0,0.2859534025192261
85,Oral Torah,The Mishnah or Mishna,0.0,0.429699182510376,0.0,0.27295419573783875
86,Oral Torah,Shulchan Aruch,0.0,0.12787877023220062,0.0,0.22759699821472168
87,Oral Torah,Deuteronomy,0.0,0.292280912399292,0.0,0.2430209368467331
88,Oral Torah,talmud,2.0,0.4865864217281342,0.0,0.5021771192550659
89,The Pacific standard time zone,01:00 LST,0.0,0.2309440821409225,0.0,0.2498146891593933
90,The Pacific standard time zone,nine to twelve months,0.0,0.009560618549585342,0.0,0.29419025778770447
91,The Pacific standard time zone,2:00 a.m.,1.0,0.06129783019423485,0.0,0.2954652011394501
92,The Pacific standard time zone,8 : 00 p. m.,1.0,0.1222650334239006,0.0,0.2764405906200409
93,The Pacific standard time zone,6:00 a.m.,1.0,0.07374873012304306,0.0,0.29345840215682983
94,The Pacific standard time zone,pacific time zone,2.0,0.9115728735923768,0.8571428571428571,0.8347673416137695
95,The Pacific standard time zone,Pacific Standard Time,2.0,0.9612677693367004,0.8571428571428571,0.8233665823936462
96,2020,as soon as 2019,0.0,0.2670963704586029,0.0,0.5310407280921936
97,/,file.txt,0.0,0.019847117364406586,0.0,0.3351028263568878
98,/,directory,0.0,0.17871280014514926,0.0,0.36034369468688965
99,/,filename,0.0,0.05298732221126557,0.0,0.2681831419467926
100,/,payroll,0.0,0.0221025925129652,0.0,0.35346734523773193
101,/,EPUB,0.0,0.011448378674685957,0.0,0.26404428482055664
102,/,URI,0.0,0.02493151091039181,0.0,0.2766837775707245
103,/,/ Payroll / Salaries / Managers,2.0,0.10068733990192412,0.0,0.6621384024620056
104,/,/Payroll/Salaries/Managers,2.0,0.10997144877910614,0.0,0.6621384024620056
105,France's National Constituent Assembly,1789,1.0,0.00990184023976326,0.0,0.3525572717189789
106,France's National Constituent Assembly,Thomas Jefferson,2.0,0.009738614782691002,0.0,0.23253673315048218
107,"December 31, 1907",since 1907,2.0,0.6002814769744873,0.4,0.5358258485794067
108,"December 31, 1907",1907,2.0,0.6851145029067993,0.5,0.6021348834037781
109,Eddie Martinez,Steve Hunter,0.0,0.010175314731895924,0.0,0.3679463267326355
110,Eddie Martinez,Eddie Paul Martinez,2.0,0.8445164561271667,0.8,0.8485063314437866
111,No taxation without representation,declaration of independence,0.0,0.009388992562890051,0.0,0.3409588932991028
112,No taxation without representation,olive branch petition,0.0,0.009779335930943487,0.0,0.2903733551502228
113,No taxation without representation,Industrial Revolution,0.0,0.009007849730551245,0.0,0.2721984386444092
114,No taxation without representation,Battles of Lexington and Concord,0.0,0.009526686742901802,0.0,0.30451297760009766
115,Jean-Jacques Rousseau,Jean - Jacques Rousseau,2.0,0.9577849507331848,0.4,1.0000001192092896
116,the governor,the Army National Guard,0.0,0.00931801088154316,0.0,0.49906957149505615
117,the governor,state or territorial governor,1.0,0.7343652248382568,0.4,0.599443256855011
118,the governor,the state adjutant general,1.0,0.026568265631794933,0.0,0.5829812288284302
119,the governor,adjutant general,1.0,0.009476528503000736,0.0,0.4214012026786804
120,the governor,the President,1.0,0.022872015833854675,0.0,0.776655375957489
121,Hermes,Perseus,0.0,0.010848934762179852,0.0,0.24384072422981262
122,Hermes,pele,0.0,0.01137300580739975,0.0,0.2740994691848755
123,Hermes,Lou,0.0,0.012142788618803024,0.0,0.25717228651046753
124,Hermes,Agenor,0.0,0.009327378123998642,0.0,0.259764164686203
125,Lucas Jade Zumann,Jonathan Crombie,0.0,0.00967531930655241,0.0,0.24656115472316742
126,Lucas Jade Zumann,James,0.0,0.009985635057091713,0.0,0.3011585474014282
127,Lucas Jade Zumann,Miranda de Pencier,0.0,0.0102098835632205,0.0,0.23173993825912476
128,Amos 'n Andy,good times,0.0,0.01181823667138815,0.0,0.2724575400352478
129,Amos 'n Andy,Generations,0.0,0.009466650895774364,0.0,0.2970133125782013
130,Amos 'n Andy,Harris and Company,0.0,0.009600842371582985,0.0,0.3393171727657318
131,Amos 'n Andy,The Jeffersons,0.0,0.023206418380141255,0.0,0.3397524058818817
132,Amos 'n Andy,the cosby show,0.0,0.010810945183038713,0.0,0.29719361662864685
133,Amos 'n Andy,ABC,0.0,0.009707642719149593,0.0,0.2890132963657379
134,Amos 'n Andy,The Partridge Family,0.0,0.01028179656714201,0.0,0.32201874256134033
135,1969,as early as 1849,0.0,0.04906410723924637,0.0,0.4122219681739807
136,1969,since the 1990s,1.0,0.059712085872888565,0.0,0.45489072799682617
137,1969,the 1980s,1.0,0.07610466331243515,0.0,0.5198197364807129
138,1969,"january 1, 1983",1.0,0.011156558059155941,0.0,0.48894476890563965
139,1969,1960s,1.0,0.2394518107175827,0.0,0.6341707706451416
140,1969,1979,1.0,0.10950072854757308,0.0,0.7762218713760376
141,5th century,c. 400 BCE,0.0,0.019822100177407258,0.0,0.361346960067749
142,5th century,132 bce,0.0,0.00975930131971836,0.0,0.3382033109664917
143,5th century,the second century CE,0.0,0.2099007964134217,0.4,0.6525456309318542
144,5th century,by the 5th century,2.0,0.9085885882377625,0.8,0.815829873085022
145,1814,francis scott key,1.0,0.009381357580423357,0.0,0.30316296219825745
146,1814,1931,1.0,0.023006895557045937,0.0,0.5270940065383911
147,1814,rabindranath tagore,1.0,0.01012900099158287,0.0,0.23436006903648376
148,six,seven,0.0,0.2170710861682892,0.0,0.8303419351577759
149,"July 26, 2016",2018,0.0,0.011861942708492279,0.0,0.5122442841529846
150,"July 26, 2016","April 21, 2018",0.0,0.03705444559454918,0.0,0.8164783120155334
151,"July 26, 2016","september 19, 2016",0.0,0.28414303064346313,0.3333333333333333,0.8691800832748413
152,"July 26, 2016","February 18, 2013",0.0,0.01841842383146286,0.0,0.7831014394760132
153,"July 26, 2016","June 23, 2018",0.0,0.05376123636960983,0.0,0.8253598809242249
154,controlling interest,89.5%,0.0,0.2524981200695038,0.0,0.2668875753879547
155,controlling interest,$ 32. 5 million,0.0,0.0822983831167221,0.0,0.2610607147216797
156,controlling interest,0,0.0,0.038557421416044235,0.0,0.29188188910484314
157,controlling interest,100,0.0,0.022223055362701416,0.0,0.30575665831565857
158,controlling interest,a minority stake,0.0,0.3055327832698822,0.0,0.4566153287887573
159,controlling interest,largely owned,2.0,0.4498379528522492,0.0,0.3999667167663574
160,East England,english folklore,0.0,0.24366430938243866,0.0,0.3972328305244446
161,East England,irish immigrants,0.0,0.009319406002759932,0.0,0.27172693610191345
162,East England,Reverend John Russell,0.0,0.009552273899316788,0.0,0.22732636332511902
163,East England,irish legend of stingy jack,2.0,0.009181886911392212,0.0,0.26327821612358093
164,East England,Stingy Jack,2.0,0.009436315856873987,0.0,0.24153205752372742
165,East England,Irish legend,2.0,0.009401650168001652,0.0,0.2869452238082886
166,East England,Ireland,2.0,0.011935715563595295,0.0,0.4570866823196411
167,Leto,Joywave,0.0,0.009481600485742092,0.0,0.21387265622615814
168,Leto,jared leto,2.0,0.7776824831962585,0.6666666666666666,0.7556718587875366
169,Toby Damon,jack pearson,0.0,0.010304336436092857,0.0,0.30173349380493164
170,Toby Damon,Chris Sullivan,0.0,0.01077292487025261,0.0,0.269736111164093
171,Toby Damon,Kevin,0.0,0.01037910208106041,0.0,0.3513045310974121
172,Toby Damon,Casey Hooper,0.0,0.009657338261604307,0.0,0.3624478578567505
173,Toby Damon,Kevin Pearson,0.0,0.0100227827206254,0.0,0.3002500832080841
174,Toby Damon,bradley whitford,0.0,0.009808599017560482,0.0,0.2393089383840561
175,"Five Keys, New Mexico",Georgia,0.0,0.009990444406867027,0.0,0.3233449459075928
176,"Five Keys, New Mexico",the United Kingdom,0.0,0.009616116993129252,0.0,0.3594621419906616
177,Rose McIver,Stanley Tucci,0.0,0.009890495799481869,0.0,0.2249077409505844
178,engraving,drypoint,0.0,0.00936143845319748,0.0,0.3189375102519989
179,engraving,Intaglio,0.0,0.010173221118748188,0.0,0.2493615448474884
180,engraving,gravure,0.0,0.014883358962833881,0.0,0.27384766936302185
181,engraving,aquatint,0.0,0.009268950670957564,0.0,0.30948489904403687
182,engraving,engraved,2.0,0.9602399468421936,0.0,0.6772261261940002
183,"January 2, 2016",2017,0.0,0.08533626049757004,0.0,0.5434009432792664
184,"January 2, 2016",2018,0.0,0.013349663466215134,0.0,0.5197200179100037
185,"January 2, 2016",2012,1.0,0.015004195272922516,0.0,0.545708417892456
186,"January 2, 2016",2016,1.0,0.4963010847568512,0.5,0.6335198879241943
187,Marlow in Buckinghamshire,"Vancouver, British Columbia",0.0,0.00972452573478222,0.0,0.29456835985183716
188,Marlow in Buckinghamshire,bray studios,2.0,0.009423844516277313,0.0,0.27871373295783997
189,Marlow in Buckinghamshire,Bisham in East Berkshire,2.0,0.011757813394069672,0.28571428571428575,0.4648338258266449
190,Marlow in Buckinghamshire,Berkshire,2.0,0.02121972851455212,0.0,0.41392451524734497
191,Marlow in Buckinghamshire,"bray studios at water oakley, near windsor in berkshire",2.0,0.010403154417872429,0.16666666666666666,0.4318741261959076
192,Marlow in Buckinghamshire,Water Oakley,2.0,0.009722156450152395,0.0,0.3432199954986572
193,Marlow in Buckinghamshire,Oakley Court,2.0,0.00973760336637497,0.0,0.30910709500312805
194,Lena Horne,Thelma Carpenter,0.0,0.009728503413498402,0.0,0.2929239571094513
195,Lena Horne,Catherine Disher,0.0,0.009896400384604931,0.0,0.29110977053642273
196,life,animal,0.0,0.011063579469919205,0.0,0.3929997980594635
197,life,Cenozoic,0.0,0.009214344434440136,0.0,0.22640548646450043
198,life,Paleozoic,0.0,0.00919918529689312,0.0,0.2597760558128357
199,life,old life,1.0,0.5115707516670227,0.6666666666666666,0.7007060647010803
200,Boston Red Sox,los angeles dodgers,0.0,0.009792628698050976,0.0,0.41710758209228516
201,Boston Red Sox,Dodgers,0.0,0.009541758336126804,0.0,0.3862224817276001
202,"Somebody, presumably Thespis",aeschylus,0.0,0.013302052393555641,0.0,0.2684110105037689
203,"Somebody, presumably Thespis",ancient greece,0.0,0.00926397740840912,0.0,0.28624728322029114
204,"Somebody, presumably Thespis",John Mitchell,0.0,0.009528085589408876,0.0,0.28721481561660767
205,"Somebody, presumably Thespis",Thespis,2.0,0.7627177238464355,0.5,0.7679027318954468
206,1664,pondicherry,0.0,0.009589377790689468,0.0,0.2889886498451233
207,1664,Pondich\u00e9ry,0.0,0.010270080529153349,0.0,0.28562986850738525
208,1664,chandernagore,0.0,0.010003592818975449,0.0,0.2709329426288605
209,1664,the East Indies,0.0,0.009461823850870129,0.0,0.3889559507369995
210,1664,Surat,2.0,0.009474026039242744,0.0,0.29073241353034973
211,shoulder blade,humerus,0.0,0.009376635774970056,0.0,0.26586848497390747
212,shoulder blade,femur,0.0,0.009546797722578049,0.0,0.2742694318294525
213,shoulder blade,scapula,2.0,0.00908034574240446,0.0,0.24535368382930756
214,a designated junior senator,vice president,1.0,0.010407209396362305,0.0,0.3943968415260315
215,a designated junior senator,President,1.0,0.010156619362533092,0.0,0.4177611768245697
216,Martha Graham,Kelly Clarkson,0.0,0.009671111591160296,0.0,0.2445293366909027
217,Martha Graham,Isadora Duncan,1.0,0.009737520478665829,0.0,0.29205942153930664
218,Martha Graham,Dai Ailian,1.0,0.010404174216091631,0.0,0.20795591175556183
219,a gender-neutral honorific,my dear,0.0,0.009871914982795715,0.0,0.28377842903137207
220,a gender-neutral honorific,sita ram ji,0.0,0.009494597092270851,0.0,0.23574687540531158
221,a gender-neutral honorific,freedom or liberty,0.0,0.009439673274755478,0.0,0.2959084212779999
222,a gender-neutral honorific,Sh\u00f4rot,0.0,0.012348435819149016,0.0,0.2416307032108307
223,a gender-neutral honorific,respect,1.0,0.021382050588727,0.0,0.318803071975708
224,a gender-neutral honorific,honorific,2.0,0.6472101807594299,0.6666666666666666,0.6744357347488403
225,Nyle DiMarco,shannon elizabeth,0.0,0.00975771714001894,0.0,0.24142348766326904
226,Nyle DiMarco,gerrard gosens,0.0,0.010203972458839415,0.0,0.2378411740064621
227,Nyle DiMarco,Jennie Finch Daigle,0.0,0.00986733939498663,0.0,0.2155793309211731
228,Ashtavakra,arjuna,0.0,0.02165181189775467,0.0,0.3819146454334259
229,Ashtavakra,Yama,0.0,0.010232262313365936,0.0,0.29734984040260315
230,Ashtavakra,Bhishma,0.0,0.021549094468355186,0.0,0.35636088252067566
231,Ashtavakra,Yay\u0101ti,0.0,0.010481481440365314,0.0,0.21886290609836578
232,Ashtavakra,Parashurama,0.0,0.01916266605257988,0.0,0.3097405433654785
233,Ashtavakra,Duryodhana,0.0,0.01926504261791706,0.0,0.2675931751728058
234,Ashtavakra,apsara,0.0,0.0192340649664402,0.0,0.3068164885044098
235,Ashtavakra,Abhimanyu,0.0,0.010574240237474442,0.0,0.26532718539237976
236,Ashtavakra,Samvarana,0.0,0.03017497807741165,0.0,0.4438476860523224
237,Ashtavakra,Krishna,0.0,0.014149153605103491,0.0,0.2687138319015503
238,Bachman–Turner Overdrive,Lisa Marie Presley,0.0,0.010283127427101135,0.0,0.27602893114089966
239,Bachman–Turner Overdrive,the blues magoos,0.0,0.0092327818274498,0.0,0.3122822344303131
240,Bachman–Turner Overdrive,Poison,0.0,0.009638285264372827,0.0,0.290082722902298
241,Bachman–Turner Overdrive,Bachman\\u2013Turner Overdrive,0.0,0.902049481868744,0.5,0.5938060283660889
242,Bachman–Turner Overdrive,bachman -- turner overdrive,2.0,0.9648981094360352,0.4,0.8673748970031738
243,Bachman–Turner Overdrive,Randy Bachman,2.0,0.3461518883705139,0.0,0.6231458783149719
244,Raymond Wallace Bolger,Ray Bolger,2.0,0.809982419013977,0.4,0.7766684293746948
245,Raymond Wallace Bolger,ray bolger raymond wallace bolger,2.0,0.9675076007843018,0.7499999999999999,0.9302363991737366
246,Surendra Pal,samaresh basu,0.0,0.011055152863264084,0.0,0.2408604621887207
247,Surendra Pal,Dulquer Salmaan,0.0,0.010807314887642859,0.0,0.24484679102897644
248,Surendra Pal,mukesh khanna,2.0,0.012953024357557295,0.0,0.23747938871383667
249,Star World India,a Disney Channel India,0.0,0.3132319748401642,0.3333333333333333,0.44688302278518677
250,Star World India,Star One,2.0,0.2404568940401077,0.4,0.4991168677806854
251,"September 27, 2018","september 28, 2017",1.0,0.2708942294120789,0.3333333333333333,0.9146141409873962
252,1995,2011,0.0,0.013955172151327131,0.0,0.6934216618537903
253,Indira Gandhi,Morarji Desai,0.0,0.010108787566423416,0.0,0.23495490849018097
254,Indira Gandhi,jawahar lal nehru,0.0,0.010373364202678205,0.0,0.41178077459335327
255,Indira Gandhi,Jawaharlal Nehru,0.0,0.012154171243309976,0.0,0.38017550110816956
256,55 calories,55,0.0,0.4179960191249848,0.6666666666666666,0.5920935869216919
257,55 calories,355 calories,0.0,0.41685813665390015,0.5,0.8689560890197754
258,55 calories,375,0.0,0.08025328814983368,0.0,0.42336198687553406
259,55 calories,450,0.0,0.0655999705195427,0.0,0.4244203269481659
260,55 calories,carbohydrate,0.0,0.25272127985954285,0.0,0.22554124891757965
261,55 calories,22,0.0,0.029451543465256688,0.0,0.4539298713207245
262,55 calories,13961316,0.0,0.011261782608926294,0.0,0.34399041533470154
263,55 calories,34 calories,2.0,0.4149917364120483,0.5,0.9279145002365112
264,the spirit of perverseness,fiend,0.0,0.31981801986694336,0.0,0.2563893795013428
265,the spirit of perverseness,The Imp of the Perverse,0.0,0.792507529258728,0.3333333333333333,0.7611310482025146
266,the spirit of perverseness,irritation,0.0,0.050196774303913116,0.0,0.3545806407928467
267,the spirit of perverseness,the impression of pluto,0.0,0.009368007071316242,0.3333333333333333,0.5203028321266174
268,the spirit of perverseness,nervousness,0.0,0.009023400023579596,0.0,0.48667776584625244
269,the spirit of perverseness,Necromancer,0.0,0.00906203128397465,0.0,0.2978699207305908
270,the spirit of perverseness,the spirit,1.0,0.4431047737598419,0.5,0.6533254981040955
271,the spirit of perverseness,alcoholism,2.0,0.00987835880368948,0.0,0.3688798248767853
272,"2,300,000,000",1.6 billion,0.0,0.21220530569553367,0.0,0.5983428955078125
273,"2,300,000,000",800 to 1000 million,0.0,0.256358802318573,0.0,0.6167334914207458
274,"2,300,000,000",1.2 billion,0.0,0.2266600281000137,0.0,0.6190114617347717
275,"2,300,000,000","8, 615, 245",0.0,0.05610067397356033,0.0,0.6128320097923279
276,"2,300,000,000",three billion,0.0,0.1534157693386078,0.0,0.48732662200927734
277,"2,300,000,000",6 billion,0.0,0.15037831664085388,0.0,0.5354295372962952
278,"2,300,000,000",16643120,0.0,0.009633869864046574,0.0,0.3587140142917633
279,2005,"february 5, 2006",0.0,0.10238100588321686,0.0,0.564160943031311
280,2005,2016,0.0,0.010693112388253212,0.0,0.698266863822937
281,2005,1988,0.0,0.010712833143770695,0.0,0.6968257427215576
282,2005,2015,1.0,0.012545901350677012,0.0,0.7160122990608215
283,036,123,0.0,0.020396869629621502,0.0,0.4911166727542877
284,036,10600,0.0,0.011080883443355559,0.0,0.465745747089386
285,036,94,0.0,0.01855061016976833,0.0,0.5204618573188782
286,036,838,0.0,0.03116072155535221,0.0,0.6909326314926147
287,036,ilankai,0.0,0.011695610359311104,0.0,0.23298074305057526
288,036,672,0.0,0.013628339394927023,0.0,0.6417645215988159
289,036,Colombo,0.0,0.009658018127083778,0.0,0.26806068420410156
290,036,6762033,0.0,0.016828132793307304,0.0,0.6572111248970032
291,a state run mental hospital,state men's prison,0.0,0.16828249394893646,0.28571428571428575,0.48376965522766113
292,a state run mental hospital,"Trenton, New Jersey",0.0,0.008992212824523449,0.0,0.28205275535583496
293,a state run mental hospital,the New Jersey State Lunatic Asylum,0.0,0.2981669008731842,0.22222222222222224,0.4821782112121582
294,town,city,0.0,0.2430091053247452,0.0,0.6623272895812988
295,town,metatheatrical,0.0,0.009669166058301927,0.0,0.27452465891838074
296,town,Midwestern,0.0,0.010191391222178936,0.0,0.2857726216316223
297,town,mining town,0.0,0.2696456611156464,0.6666666666666666,0.709782063961029
298,town,rural,1.0,0.028546074405312538,0.0,0.4467330276966095
299,town,agricultural,2.0,0.02582501992583275,0.0,0.36494532227516174
300,town,agricultural region,2.0,0.056088317185640335,0.0,0.3447303771972656
301,town,a market and road center,2.0,0.1405424326658249,0.0,0.35117319226264954
302,"September 24, 2018",2018,2.0,0.4870795011520386,0.5,0.6503750085830688
303,972,981,1.0,0.13488726317882538,0.0,0.8381451368331909
304,972,about 900,1.0,0.3592482805252075,0.0,0.4162946045398712
305,972,981 different manuscripts,1.0,0.04648924991488457,0.0,0.6361344456672668
306,the company Faro Automated Solutions,guerrilla games,0.0,0.009161828085780144,0.0,0.32113251090049744
307,the company Faro Automated Solutions,Isaac Asimov,0.0,0.009142779745161532,0.0,0.3145234286785126
308,the company Faro Automated Solutions,Faro Automated Solutions,1.0,0.8910253643989563,0.8571428571428571,0.8681789636611938
309,the company Faro Automated Solutions,GAIA,1.0,0.009429503232240677,0.0,0.2886677086353302
310,2018,2015,0.0,0.01787468604743481,0.0,0.7606568932533264
311,2018,2017,0.0,0.17072245478630066,0.0,0.8264514207839966
312,2018,2016,0.0,0.03108721598982812,0.0,0.7829658389091492
313,2018,"april 4, 2017",0.0,0.05655558779835701,0.0,0.5411494374275208
314,Isaac Liev Schreiber,josh robert thompson,0.0,0.009947317652404308,0.0,0.2851411700248718
315,Isaac Liev Schreiber,brad williams,0.0,0.010179733857512474,0.0,0.2116648405790329
316,Isaac Liev Schreiber,Kiefer Sutherland,0.0,0.018363116309046745,0.0,0.34492164850234985
317,Isaac Liev Schreiber,Kiefer William Frederick Dempsey George Rufus Sutherland,0.0,0.010467500425875187,0.0,0.30954623222351074
318,Isaac Liev Schreiber,Chris Rock,0.0,0.009654251858592032,0.0,0.2403467446565628
319,Isaac Liev Schreiber,Larry Wilmore,0.0,0.013015257194638252,0.0,0.24125351011753082
320,Isaac Liev Schreiber,Orlando Jones,0.0,0.010038086213171482,0.0,0.2377927154302597
321,Isaac Liev Schreiber,Liev Schreiber,2.0,0.7955464720726013,0.8,0.9294148683547974
322,the legislature,the proprietor,0.0,0.009161468595266342,0.0,0.6538057923316956
323,the legislature,The legislative body,1.0,0.942140519618988,0.0,0.6928228735923767
324,the legislature,the General Court,1.0,0.3284996449947357,0.0,0.6014325618743896
325,the legislature,Parliament,1.0,0.7470695972442627,0.0,0.635802149772644
326,the legislature,elected rulers,1.0,0.126906618475914,0.0,0.4329337775707245
