,answer1,answer2,label,bert_score
0,Seine,Epte,0.0,tensor([0.2486])
290,Oedipus,Antigone,0.0,tensor([0.2491])
346,coercion,make it more difficult for a system to function,0.0,tensor([0.2493])
38,Los Angeles Area,major business,0.0,tensor([0.2523])
493,bacteriophages,viral,0.0,tensor([0.2526])
376,incapacitation,achieving crime control,0.0,tensor([0.2544])
292,nonviolent,political poem,0.0,tensor([0.2545])
588,Edinburgh Pentlands,former party leader,0.0,tensor([0.2548])
114,non-combustible,wood,0.0,tensor([0.2552])
619,the British Empire,Terra nullius,0.0,tensor([0.2564])
304,specific,civil disobedience,0.0,tensor([0.2575])
205,phylum of animals that live in marine waters,comb jellies,1.0,tensor([0.2575])
164,Lexus,Acura,0.0,tensor([0.2578])
570,debating chamber,Wednesday afternoons,0.0,tensor([0.2578])
526,diverges,exceeds any given number,0.0,tensor([0.2588])
122,twice,50% more,0.0,tensor([0.2595])
318,civil disobedience,lawbreaking,1.0,tensor([0.2599])
689,Loudoun,Duke of Cumberland,0.0,tensor([0.2599])
119,ozone,Trioxygen,2.0,tensor([0.2603])
251,a partnership with Level 3 Communications to launch a brand new nationwide network,Qwest,0.0,tensor([0.2604])
363,defiant speech,allocution,2.0,tensor([0.2622])
574,no revising chamber,"take evidence from witnesses, conduct inquiries and scrutinise legislation",0.0,tensor([0.2624])
86,Calvinist,Walloon,0.0,tensor([0.2637])
522,primorial primes,Fermat,0.0,tensor([0.2642])
77,regional cities,Phillip Island,0.0,tensor([0.2645])
227,all other animals,Bilateria,0.0,tensor([0.2650])
479,Shoushi Li,授時暦,0.0,tensor([0.2651])
271,the pre-Heian Imperial court,Taihō Code,0.0,tensor([0.2657])
228,The isolated subdivision,Dogg Pound,0.0,tensor([0.2659])
495,Korean,onomist,0.0,tensor([0.2663])
515,Christian Goldbach,mathematicians,0.0,tensor([0.2669])
279,dispensing substandard products,potentially dangerous,0.0,tensor([0.2676])
50,Sky+,PVR,0.0,tensor([0.2677])
305,constitutional impasse,her or his capacity as public official,0.0,tensor([0.2684])
655,Polonez,125p,0.0,tensor([0.2688])
731,movable pulleys,every string,0.0,tensor([0.2688])
207,water flow through the body cavity,κτείς kteis 'comb' and φέρω pherō 'carry',0.0,tensor([0.2693])
331,jail solidarity,solitary civil disobedience,0.0,tensor([0.2694])
482,Ilkhanate,reaching the highest-post in the government,0.0,tensor([0.2695])
157,5% production cut,"declared Japan a ""nonfriendly"" country",0.0,tensor([0.2709])
105,photosynthesis,living organisms,0.0,tensor([0.2709])
577,automatically devolved,not specifically reserved,0.0,tensor([0.2709])
252,The network was engineered and operated by MCI Telecommunications under a cooperative agreement with the NSF,National Science Foundation,1.0,tensor([0.2709])
578,UK Government ministers,Westminster,0.0,tensor([0.2712])
295,unjust forms of authority,Peterloo massacre,0.0,tensor([0.2717])
673,Tanaghrisson,the Mingo,0.0,tensor([0.2720])
545,Lindau,Mainau,0.0,tensor([0.2721])
53,Thomson,STB,0.0,tensor([0.2722])
345,refusals to pay taxes,civil disobedience,1.0,tensor([0.2729])
528,twin prime conjecture,Polignac's,0.0,tensor([0.2729])
374,avoiding attribution,viewed as not being a civil disobedient,0.0,tensor([0.2738])
91,Reciprocating piston,steam turbines,0.0,tensor([0.2741])
484,a Qara-Khitay (Khitan,Ahai,0.0,tensor([0.2742])
523,Fermat primes,Mersenne,0.0,tensor([0.2752])
466,Alpha Phi Omega,Four,0.0,tensor([0.2755])
454,emissions per person,this multiplier,0.0,tensor([0.2760])
353,use the arrest as an opportunity,civil disobedience,0.0,tensor([0.2760])
393,voucher,pupils are free to choose a private school,0.0,tensor([0.2761])
275,patient care rounds drug product selection,interdisciplinary approach,0.0,tensor([0.2763])
297,"muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins",civil disobedience,1.0,tensor([0.2768])
144,They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights.,multilateral,0.0,tensor([0.2775])
529,indecomposability,minimality,0.0,tensor([0.2777])
542,Lake Rhine,Seerhein,2.0,tensor([0.2777])
735,formalism,the relevant cross-sectional area for the volume for which the stress-tensor is being calculated,0.0,tensor([0.2786])
531,4k + 3,Z,0.0,tensor([0.2787])
24,Los Angeles,Riverside,0.0,tensor([0.2787])
525,n < p < 2n − 2,A or μ,0.0,tensor([0.2789])
358,creative plea,no contest,0.0,tensor([0.2789])
451,redistributive taxation,fertility,0.0,tensor([0.2791])
633,Middle East,Africa,0.0,tensor([0.2792])
176,"legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission",unanimity,0.0,tensor([0.2792])
398,Benjamin Netanyahu,Benazir Bhutto,0.0,tensor([0.2792])
370,general disobedience,great amount of it,0.0,tensor([0.2798])
272,status superior to all others in health-related fields such as physicians and acupuncturists,Ranked positions,0.0,tensor([0.2800])
143,members of the Organization of Arab Petroleum Exporting Countries,OAPEC,2.0,tensor([0.2801])
141,mechanical ventilators,oxygen masks,0.0,tensor([0.2806])
721,force,4-momentum in relativity and momentum of virtual particles in quantum electrodynamics,0.0,tensor([0.2808])
321,fabricating evidence or committing perjury,covert lawbreaking,0.0,tensor([0.2814])
704,vector quantities,dependent upon how strong,0.0,tensor([0.2816])
399,Timucua,Mocama,0.0,tensor([0.2822])
276,all health care settings,drug product selection,0.0,tensor([0.2823])
382,Working versions of 3D-printing building technology are already printing,2014,0.0,tensor([0.2825])
98,stoking,Mechanical stoker,1.0,tensor([0.2827])
128,carbon cycle,plant health status,0.0,tensor([0.2830])
431,steeper tax,social spending,0.0,tensor([0.2837])
427,low wage,competition,0.0,tensor([0.2840])
366,mistreatment from government officials,sentence,0.0,tensor([0.2844])
392,government schools formerly reserved for white children,semi-private,1.0,tensor([0.2846])
335,trespassing at a nuclear-missile installation,symbolic illegal protests,0.0,tensor([0.2846])
40,Hospitality Business/Financial Centre,Downtown Riverside,0.0,tensor([0.2846])
34,regional tourism groups,AAA Auto Clubs,0.0,tensor([0.2857])
499,"""business as usual"" (BAU)",enhanced greenhouse effect,0.0,tensor([0.2859])
219,osmotic pressure,It is uncertain,0.0,tensor([0.2862])
56,no,Third-party channels,0.0,tensor([0.2865])
589,"able to vote on domestic legislation that applies only to England, Wales and Northern Ireland",procedural consequence,0.0,tensor([0.2865])
195,Purus Arch,along the middle,0.0,tensor([0.2867])
261,crust,lithosphere,0.0,tensor([0.2872])
155,"last week of February 1974,",20%,0.0,tensor([0.2875])
137,Decompression sickness,"bubbles of inert gas, mostly nitrogen and helium, forming in their blood",2.0,tensor([0.2880])
301,"code-word describing the activities of muggers, arsonists, draft evaders",utterly debased,0.0,tensor([0.2882])
540,Lake Constance,West by the Alter Rhein,0.0,tensor([0.2883])
258,East Smithfield,England,1.0,tensor([0.2885])
361,accept jail penitently,is to switch suddenly to a spirit of subservience,0.0,tensor([0.2888])
124,compressing and cooling,cascade method,0.0,tensor([0.2888])
303,impossible,a maze of semantical problems and grammatical niceties,0.0,tensor([0.2891])
115,Air,a substance like wood gains overall weight in burning,0.0,tensor([0.2892])
61,Sky TV bills,claimants,0.0,tensor([0.2892])
23,the general number field sieve,RSA,0.0,tensor([0.2900])
94,cotton spinning,operations requiring constant speed,0.0,tensor([0.2909])
629,Eastern Europe,1919–20,0.0,tensor([0.2914])
457,various academic disciplines,"the world's first man-made, self-sustaining nuclear reaction",0.0,tensor([0.2917])
265,absolute ages,rock units,0.0,tensor([0.2920])
235,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks",ideas,0.0,tensor([0.2920])
187,if they were non-discriminatory,"participate in economic life ""on a stable and continuous basis""",0.0,tensor([0.2922])
116,chemically,a covalent double bond,0.0,tensor([0.2928])
402,Spanish moss,kitchen fire,0.0,tensor([0.2934])
448,a great deal of utility,basic necessities,0.0,tensor([0.2934])
391,Society of St Pius X,Catholic schismatic,0.0,tensor([0.2934])
548,Switzerland,Lower Rhine,0.0,tensor([0.2937])
294,free India,protest and political action,0.0,tensor([0.2940])
442,Gender,ranges from 53% in Botswana to -40% in Bahrain,0.0,tensor([0.2942])
395,"identify, recruit",Conant devised programs,0.0,tensor([0.2943])
669,"British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave.",buried lead plates,0.0,tensor([0.2947])
688,poor harvest,allegedly corrupt machinations of François Bigot,0.0,tensor([0.2947])
478,western,Yuan dynasty,0.0,tensor([0.2949])
603,ended the true Islamic system,working through Turkish modernist Mustafa Kemal Atatürk,0.0,tensor([0.2950])
136,Hyperbaric (high-pressure) medicine,special oxygen chambers,1.0,tensor([0.2952])
524,The Electronic Frontier Foundation,"$150,000",0.0,tensor([0.2956])
289,former King of Thebes,Oedipus,1.0,tensor([0.2959])
327,"cultural traditions, social customs, religious beliefs",revolutionary civil disobedience,0.0,tensor([0.2962])
285,apartheid,Singing Revolution to bring independence to the Baltic countries,0.0,tensor([0.2965])
248,use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion,Dutch PTT Telecom,0.0,tensor([0.2974])
687,"attack on New France's capital, Quebec",one major operation,0.0,tensor([0.2976])
117,triplet oxygen,O,1.0,tensor([0.2987])
639,World War I,creation of modern Balkan and Middle Eastern states,0.0,tensor([0.2988])
740,nonconservative forces,internal energies of the system,0.0,tensor([0.2992])
641,12th/13th-century nobleman,shortened form of the masculine name of Slavic origin Warcisław,0.0,tensor([0.2995])
191,moist broadleaf forest,tropical,1.0,tensor([0.2996])
259,new magma,igneous,0.0,tensor([0.3007])
79,some of the Huguenots were nobles trying to establish separate centers of power in southern France,political reasons,0.0,tensor([0.3008])
278,another customer might overhear about the drugs that they take,homebound,0.0,tensor([0.3013])
396,Allston,on a 358-acre (145 ha) campus,0.0,tensor([0.3021])
308,refuse to enforce a decision,constitutional impasse,0.0,tensor([0.3022])
610,ownership of private industries,technological superiority,0.0,tensor([0.3023])
154,Price controls,promote oil exploration,0.0,tensor([0.3025])
28,counties,Riverside,0.0,tensor([0.3029])
214,cnidarians,Ctenophores,1.0,tensor([0.3032])
483,"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,tensor([0.3033])
202,62 acres,quarter square,1.0,tensor([0.3035])
241,"Frame Relay was used to interconnect LANs across wide area networks. However, X.25 and well as Frame Relay have been supplanted",provide connection-oriented operations,0.0,tensor([0.3038])
443,relatively equal,low,0.0,tensor([0.3042])
683,deportation of the French-speaking Acadian population from the area.,captured Fort Beauséjour,0.0,tensor([0.3043])
420,substitute capital equipment,pressure to reduce costs and maximize profits,0.0,tensor([0.3046])
597,promoted Western/foreign ideas and practices into Islamic societies,secular leanings,0.0,tensor([0.3051])
31,northern,the Tehachapi Mountains,0.0,tensor([0.3051])
725,ballistic trajectory,path between two space-time events,0.0,tensor([0.3052])
465,Miller–Urey experiment,Chicago Pile-1,0.0,tensor([0.3070])
326,help preserve society's tolerance of civil disobedience,rebellion is much more destructive,0.0,tensor([0.3070])
676,"Contrecœur led 500 men south from Fort Venango on April 5, 1754",40,0.0,tensor([0.3071])
22,modern cryptographic systems,RSA algorithm,1.0,tensor([0.3073])
379,moral reasons to follow this law,whether it would do more harm than good,0.0,tensor([0.3074])
317,international organizations and foreign governments,a larger challenge to the legal system that permits those decisions to be taken,0.0,tensor([0.3078])
221,more or less rounded,egg-shaped,2.0,tensor([0.3085])
316,legal system,foreign,0.0,tensor([0.3088])
341,Threatening government officials,forbidden speech,1.0,tensor([0.3096])
210,planktonic plants,a vital part of marine food chains,1.0,tensor([0.3097])
102,dioxygen,diatomic gas,1.0,tensor([0.3105])
273,within the dispensary compounding/dispensing medications,communicating with patients,0.0,tensor([0.3105])
400,Battle of Cedar Creek,1864,0.0,tensor([0.3109])
460,1910,Several University of Chicago professors,0.0,tensor([0.3114])
593,political support,making peace with Israel,0.0,tensor([0.3121])
283,exaggerating their seriousness,avoiding the unnecessary use of medication that may have side-effects,0.0,tensor([0.3122])
29,music,major record companies,0.0,tensor([0.3128])
489,pH or available iron,balance of microbial populations,0.0,tensor([0.3128])
408,2008,Fay,0.0,tensor([0.3130])
347,engage in moral dialogue,get their issue onto the table,1.0,tensor([0.3130])
555,tear huge areas of land into the sea.,tidal currents,0.0,tensor([0.3130])
500,does not faithfully summarize the full WGI report,understates the uncertainty associated with climate models,0.0,tensor([0.3131])
234,survivable communications networks,the concept of distributed adaptive message block switching,0.0,tensor([0.3131])
85,William the Silent,Pierre L'Oyseleur,0.0,tensor([0.3133])
299,utterly debased,everything from bringing a test-case in the federal courts to taking aim at a federal official,0.0,tensor([0.3134])
596,conspiracy,Westernizing Muslims,0.0,tensor([0.3136])
558,increased flooding and sedimentation,Bronze Age agriculture,0.0,tensor([0.3146])
68,warmest regions,semi-deserts,0.0,tensor([0.3152])
449,higher aggregate utility,population-wide satisfaction and happiness,0.0,tensor([0.3153])
76,tourism,big,0.0,tensor([0.3154])
190,"creditor protection, labour rights to participate in work, or the public interest in collecting taxes",Denmark's minimum capital law,0.0,tensor([0.3155])
464,Robert Zimmer,Daniel Diermeier,0.0,tensor([0.3156])
622,Orientalism,inferior,0.0,tensor([0.3159])
236,delivery of these messages by store and forward switching,decentralized network with multiple paths between any two points,0.0,tensor([0.3163])
580,Decision Time,After a general debate on the final form of the bill,0.0,tensor([0.3164])
739,statistical mechanics,detailed,0.0,tensor([0.3172])
291,obey her conscience rather than human law,She gives a stirring speech,0.0,tensor([0.3174])
643,Victory Square,1979,0.0,tensor([0.3176])
298,ambiguity,debased,0.0,tensor([0.3186])
729,residual of the force,nucleons in atomic nuclei,0.0,tensor([0.3186])
58,Video On Demand,(HDTV),0.0,tensor([0.3193])
653,city,Demographically,0.0,tensor([0.3195])
425,Competition amongst workers,high demand,0.0,tensor([0.3196])
163,power steering,air conditioning,0.0,tensor([0.3197])
96,pollution,Advanced Steam movement,0.0,tensor([0.3199])
452,reduction,halve poverty,0.0,tensor([0.3199])
337,social goal,protests toward public policy,1.0,tensor([0.3209])
281,In some rural areas in the United Kingdom,prescribe and dispense prescription-only medicines to their patients from within their practices,0.0,tensor([0.3212])
218,"a mouth that can usually be closed by muscles; a pharynx (""throat""); a wider area in the center that acts as a stomach; and a system of internal canals.",the gastrodermis,1.0,tensor([0.3215])
180,Treaty provisions,they are ‘directly applicable in all Member States’,0.0,tensor([0.3223])
617,geographical societies in Europe,necessary for a state’s survival,0.0,tensor([0.3224])
664,much larger conflict between France and Great Britain,in King George's reign,0.0,tensor([0.3224])
726,global,in space,0.0,tensor([0.3225])
111,storage vessels,fire,0.0,tensor([0.3228])
444,greater return of capital,wealth condensation,0.0,tensor([0.3229])
611,seaborne,land,0.0,tensor([0.3229])
594,assassinated,Islamists came to completely dominate university student unions,0.0,tensor([0.3231])
196,explanations are reasonably well supported,by the available data,0.0,tensor([0.3233])
581,supplant it.,"reverts to the first Thursday in May, a multiple of four years after 1999",0.0,tensor([0.3234])
461,after their second year,early 1950s,0.0,tensor([0.3237])
167,Treaties establishing the European Union,"primary law, secondary law and supplementary law",0.0,tensor([0.3239])
708,orthogonal,uniquely determined,0.0,tensor([0.3240])
237,"a general architecture for a large-scale, distributed, survivable communications network",briefing B-265,0.0,tensor([0.3241])
591,a historical fluke,political Islam,0.0,tensor([0.3242])
595,gradual,Islamic revolution,0.0,tensor([0.3243])
239,by store and forward switching,packets,0.0,tensor([0.3252])
369,inform the jury and the public of the political circumstances,plead not guilty,0.0,tensor([0.3254])
445,larger fortunes,wealth condensation,0.0,tensor([0.3258])
401,Gilded Age,Reconstruction,0.0,tensor([0.3265])
734,pressure terms,matrix diagonals of the tensor),0.0,tensor([0.3267])
267,pressure physical experiments,fluid inclusion data,0.0,tensor([0.3273])
702,magnitude,action-reaction,0.0,tensor([0.3274])
642,August 1944,the Red Army was nearing the city,0.0,tensor([0.3277])
158,USSR's invasion,Afghanistan,0.0,tensor([0.3281])
62,a man's presence,mother is wrongly claiming to be living alone,0.0,tensor([0.3282])
26,counties,five most populous in the state,0.0,tensor([0.3283])
670,"very badly disposed towards the French, and are entirely devoted to the English",what way they could be brought back,0.0,tensor([0.3284])
140,Acute oxygen toxicity,seizures,0.0,tensor([0.3286])
165,"Lincoln Continental,",Cadillac DeVille,0.0,tensor([0.3289])
33,Imperial,1999,0.0,tensor([0.3290])
333,propaganda,just a harassment,0.0,tensor([0.3290])
268,provide better absolute bounds on the timing and rates of deposition,gain information about past climate,0.0,tensor([0.3293])
371,neither conscientious nor of social benefit,any great amount of it would undermine the law,0.0,tensor([0.3295])
474,Yangzi River basin,the Song dynasty,0.0,tensor([0.3302])
311,not necessarily right,the will of elite politicians,0.0,tensor([0.3303])
104,water,organic molecules,0.0,tensor([0.3308])
628,800 CE,in late antiquity,0.0,tensor([0.3309])
490,adaptive,strong response,0.0,tensor([0.3310])
367,acquittal and avoid imprisonment,to use the proceedings as a forum,0.0,tensor([0.3312])
394,white,African-American,0.0,tensor([0.3317])
36,varied,natural ecosystem,0.0,tensor([0.3320])
521,Solovay-Strassen tests,Miller-Rabin,0.0,tensor([0.3323])
183,member states,the European Convention on Human Rights,0.0,tensor([0.3325])
647,former flooded terraces,peat swamps or small ponds,0.0,tensor([0.3326])
78,the southern and central parts of France,about one-eighth,0.0,tensor([0.3328])
424,unfair,high levels of inequality,1.0,tensor([0.3332])
182,in Article 5,the lawfulness of an action depends on whether it was appropriate and necessary to achieve the objectives legitimately pursued,0.0,tensor([0.3335])
459,passed,Several University of Chicago professors,0.0,tensor([0.3341])
660,disaster; he was defeated in the Battle of the Monongahela,None succeeded,0.0,tensor([0.3341])
716,kinetic friction,object started with a non-zero velocity,0.0,tensor([0.3342])
627,assimilation,Full citizenship rights,0.0,tensor([0.3344])
64,National Party,Nationals,1.0,tensor([0.3344])
170,Following the Nice Treaty,2004,0.0,tensor([0.3349])
598,al-Gama'a al-Islamiyya,Islamic Group,1.0,tensor([0.3352])
150,shrinking Western demand,economies had been caught between higher oil prices and lower prices for their own export commodities,0.0,tensor([0.3353])
671,British colonists would not be safe as long as the French were present,forceful,0.0,tensor([0.3355])
684,Petitcodiac in 1755 and at Bloody Creek near Annapolis Royal in 1757,deportation of the French-speaking Acadian population from the area,0.0,tensor([0.3358])
586,constituency seats,second,0.0,tensor([0.3359])
97,injector,condensers,0.0,tensor([0.3361])
315,"trade unions, banks, and private universities",non-governmental agencies,1.0,tensor([0.3363])
681,Shirley and Johnson.,British,0.0,tensor([0.3364])
428,expendable nature of the worker,(high supply) competing for a job that few require (low demand),0.0,tensor([0.3365])
132,dangerous by-products,the immune system,0.0,tensor([0.3366])
450,evidence,prevent growth,0.0,tensor([0.3368])
377,would do more harm than good,it focuses attention on the threat of punishment and not the moral reasons to follow this law,0.0,tensor([0.3369])
602,a different view,Islam's pivotal turning point as occurring not with the death of Ali,0.0,tensor([0.3370])
711,forces,static equilibrium,0.0,tensor([0.3376])
626,taxation,removing its economic foundation,0.0,tensor([0.3377])
616,theory of races,Social Darwinism,1.0,tensor([0.3378])
592,considerable impact,"experience, ideology, and weapons",0.0,tensor([0.3385])
455,environmental degradation,this as well,0.0,tensor([0.3392])
57,Sky Active,Open,0.0,tensor([0.3393])
329,"judged ""wrong"" by an individual conscience",to cause their repeal,0.0,tensor([0.3395])
606,military force,colonization,1.0,tensor([0.3396])
567,blueprint,the Convention,0.0,tensor([0.3396])
722,conservation of momentum,the currently known fundamental forces,0.0,tensor([0.3403])
488,pattern recognition receptors,cells,0.0,tensor([0.3405])
93,water pump,vacuum,0.0,tensor([0.3405])
469,David Bevington,John Mearsheimer and Robert Pape,0.0,tensor([0.3407])
512,composite number,primes,0.0,tensor([0.3408])
348,padlocking the gates,"illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins",0.0,tensor([0.3413])
715,behind the foot of the mast,straight down,0.0,tensor([0.3415])
615,conquering the other state's lands,political and monetary dominance,1.0,tensor([0.3419])
569,the Parliamentary Bureau,Presiding Officer,0.0,tensor([0.3419])
325,destructive,use of force and violence and refusal to submit to arrest,0.0,tensor([0.3420])
356,I feel I did the right thing by violating this particular law,proud of it,1.0,tensor([0.3422])
349,criminal investigations,grant a consent search,0.0,tensor([0.3426])
453,residents willing to pay higher market rate for housing,gentrification of older neighbourhoods,1.0,tensor([0.3428])
225,cling to and creep on surfaces,"as a muscular ""foot""",0.0,tensor([0.3436])
151,distribution and price disruptions,reduced productivity,0.0,tensor([0.3437])
80,economic separation,worked as weavers,0.0,tensor([0.3437])
560,5th century,Migration period,0.0,tensor([0.3449])
519,the Rhind papyrus,Egyptian fraction,0.0,tensor([0.3459])
380,Industrial,heavy civil or heavy engineering,0.0,tensor([0.3463])
438,gender inequality in education,low economic growth,0.0,tensor([0.3472])
604,elites,government,1.0,tensor([0.3474])
718,quantized,operators,0.0,tensor([0.3476])
446,human capital is neglected,a lower level of economic utility in society,0.0,tensor([0.3488])
666,few British troops,not have any standing forces,0.0,tensor([0.3492])
340,broadcasting,engaging in the forbidden speech,0.0,tensor([0.3496])
385,religious,the usual academic subjects,0.0,tensor([0.3500])
585,issues under their jurisdiction,the First Minister,0.0,tensor([0.3506])
600,vicious and destructive,civil,0.0,tensor([0.3514])
148,until their economic and political objectives were met,In response to American aid to Israel,0.0,tensor([0.3521])
634,The British spirit of imperialism,Social Darwinism,0.0,tensor([0.3528])
584,any member of the Scottish Government,ministers in departments that are selected for questioning that sitting day,0.0,tensor([0.3528])
25,United States,Los Angeles,1.0,tensor([0.3529])
575,Scottish Government.,Committees,0.0,tensor([0.3533])
60,36%,2.4m customers,0.0,tensor([0.3536])
709,static friction,applied force,0.0,tensor([0.3537])
330,refuse to sign bail,jail solidarity,0.0,tensor([0.3537])
416,reduce costs and maximize profits,substitution of capital equipment for labor,0.0,tensor([0.3538])
636,interventionism,.,0.0,tensor([0.3543])
185,to enable people to pursue their life goals in any country through free movement,Since its foundation,0.0,tensor([0.3545])
556,Mesozoic Era,Triassic Period,0.0,tensor([0.3546])
706,Associating forces with vectors,adding the two force magnitudes or subtracting one from the other,0.0,tensor([0.3548])
73,sevenfold,"76,000 to 540,000",1.0,tensor([0.3549])
109,heat or a spark,oxygen,0.0,tensor([0.3552])
562,Seven Days to the River Rhine,plan for an invasion of Western Europe,0.0,tensor([0.3553])
153,encourage investment,"The system limited the price of ""old oil""",0.0,tensor([0.3555])
501,"fuel consumption, industrial production and so on",Greenhouse Gas Inventories,1.0,tensor([0.3556])
332,until after the end of the Mexican War,months,0.0,tensor([0.3559])
286,Egyptians,India,0.0,tensor([0.3564])
233,circuit switching is characterized by a fee per unit of connection time,a method which pre-allocates dedicated network bandwidth specifically for each communication session,0.0,tensor([0.3566])
703,standard measurement scale,precise operational definitions,0.0,tensor([0.3575])
674,colonel of the Iroquois,He who does great things,0.0,tensor([0.3579])
640,wide variety of industries,"FMCG manufacturing, metal processing, steel and electronic manufacturing and food processing",1.0,tensor([0.3579])
679,Albany Congress,the opening of hostilities,0.0,tensor([0.3592])
662,unwilling to risk large convoys to aid the limited forces it had in New France,significantly increased,0.0,tensor([0.3592])
13,mathematical models,branching,0.0,tensor([0.3598])
253,merchant ships.,Silk Road,0.0,tensor([0.3604])
386,expulsion,offer a higher quality of education,0.0,tensor([0.3628])
614,taking physical control of another,a conquest over an area,1.0,tensor([0.3633])
583,legislative programme for the forthcoming year,a statement,0.0,tensor([0.3636])
250,"role in spreading awareness of, and access to, national networking and was a major milestone on the path to development of the global Internet",not be directly connected to ARPANET,0.0,tensor([0.3641])
310,sovereign branches of government,public official,1.0,tensor([0.3645])
368,use the proceedings as a forum,win an acquittal and avoid imprisonment,0.0,tensor([0.3648])
730,conservation of mechanical energy,the tension force on a load can be multiplied,0.0,tensor([0.3650])
462,"Cobb, Shepley, Rutan and Coolidge, Holabird & Roche,",Henry Ives Cobb,1.0,tensor([0.3650])
691,Choctaw and the Creek,tribes that did not want to do business with the British,0.0,tensor([0.3652])
663,territory east of the Mississippi to Great Britain,France,0.0,tensor([0.3657])
133,major method,increasingly,0.0,tensor([0.3664])
82,Prussia,Great Elector Frederick William,0.0,tensor([0.3668])
738,gradient of potentials,macrophysical considerations that yield forces as arising from a macroscopic statistical average of microstates,0.0,tensor([0.3669])
110,compounds of oxygen,"peroxides, chlorates, nitrates, perchlorates, and dichromates",1.0,tensor([0.3672])
194,Amazonas Basin,Andes Mountains,0.0,tensor([0.3679])
359,tempted to enter the test site,protest,0.0,tensor([0.3691])
713,gravity,object's weight,0.0,tensor([0.3699])
388,vocational,secondary or post-secondary,0.0,tensor([0.3711])
421,productivity,organic composition of capital,0.0,tensor([0.3715])
362,plea bargain,plead guilty to one misdemeanor count and receive no jail time,1.0,tensor([0.3717])
