,0
190,0.13409411907196045
191,0.1718021184206009
192,0.1171887218952179
193,0.8331359028816223
194,0.10184641927480698
195,0.12518799304962158
196,0.1837758719921112
197,0.3890659809112549
198,0.10935065150260925
199,0.11001899838447571
200,0.137638658285141
201,0.12915682792663574
202,0.228422150015831
203,0.4999215602874756
204,0.2657550275325775
205,0.09519486129283905
206,0.49317309260368347
207,0.06685840338468552
208,0.2931385934352875
209,0.5203813910484314
210,0.14784489572048187
211,0.3035936653614044
212,0.2903384864330292
213,0.30159252882003784
214,0.12495818734169006
215,0.16258859634399414
216,0.6404479146003723
217,0.5482906699180603
218,0.09423471242189407
219,0.13111655414104462
220,0.46943703293800354
221,0.20638182759284973
222,0.15057440102100372
223,0.20900654792785645
224,0.03738955408334732
225,0.17246723175048828
226,0.14506837725639343
227,0.004672144539654255
228,0.04133081063628197
229,0.06616926193237305
230,0.26871755719184875
231,0.7561297416687012
232,0.5942573547363281
233,0.2941737174987793
234,0.2336079478263855
235,0.14000284671783447
236,0.1740386039018631
237,0.11271525919437408
238,0.4497781991958618
239,0.2567809820175171
240,0.23030446469783783
241,0.4082890748977661
242,0.2990402579307556
243,0.24466130137443542
244,0.4339545965194702
245,0.3198569118976593
246,0.23438237607479095
247,0.2968998849391937
248,0.14117969572544098
249,0.7072584629058838
250,0.21809163689613342
251,0.13037753105163574
252,0.22849909961223602
253,0.08629608154296875
254,0.41841059923171997
255,0.17124982178211212
256,0.11842150241136551
257,0.292264461517334
258,0.12481550127267838
259,0.14574722945690155
260,0.9561378955841064
261,0.15801064670085907
262,0.48516422510147095
263,0.5228342413902283
264,0.20127834379673004
265,0.15752235054969788
266,0.4295787811279297
267,0.16023984551429749
268,0.1920880526304245
269,0.5314486622810364
270,0.539408266544342
271,0.15234670042991638
272,0.2209087312221527
273,0.18185901641845703
274,0.678875744342804
275,0.09219657629728317
276,0.1763577163219452
277,0.5233361124992371
278,0.11664359271526337
279,0.14871588349342346
280,0.22989524900913239
281,0.14263758063316345
282,0.33789607882499695
283,0.2287236899137497
284,0.3692839443683624
285,0.09105125069618225
286,0.1195589229464531
287,0.19164901971817017
288,0.12037049233913422
289,0.07309649139642715
290,0.1283935010433197
291,0.142814040184021
292,0.17839311063289642
293,0.0781545490026474
294,0.16504231095314026
295,0.05954534932971001
296,0.6263871192932129
297,0.19815747439861298
298,0.1910247802734375
299,0.15719789266586304
300,0.049998778849840164
301,0.12359499931335449
302,0.0840233787894249
303,0.17773589491844177
304,0.2003922164440155
305,0.183419331908226
306,0.15042272210121155
307,0.31554991006851196
308,0.1997784823179245
309,0.2728182077407837
310,0.1769079715013504
311,0.1597791165113449
312,0.2918247878551483
313,0.21330323815345764
314,0.6488224864006042
315,0.15652157366275787
316,0.22308389842510223
317,0.12594038248062134
318,0.20154373347759247
319,0.46923699975013733
320,0.09631737321615219
321,0.1726876050233841
322,0.9137142896652222
323,0.6606363654136658
324,0.35074976086616516
325,0.22055494785308838
326,0.1301068812608719
327,0.1219245195388794
328,0.4587673246860504
329,0.12945501506328583
330,0.17913615703582764
331,0.340900182723999
332,0.2100972831249237
333,0.1247205138206482
334,0.4675075113773346
335,0.07879545539617538
336,0.136397123336792
337,0.16332519054412842
338,0.1288825124502182
339,0.4089389145374298
340,0.1220521628856659
341,0.12424062937498093
342,0.05209002271294594
343,0.15369656682014465
344,0.24674634635448456
345,0.13940683007240295
346,0.15657953917980194
347,0.3598683774471283
348,0.1472674310207367
349,0.183329239487648
350,0.23618941009044647
351,0.5918706059455872
352,0.2026440054178238
353,0.1993420571088791
354,0.4416179060935974
355,0.20569172501564026
356,0.19248761236667633
357,0.5697146654129028
358,0.18371590971946716
359,0.12559589743614197
360,0.8983096480369568
361,0.10716189444065094
362,0.24342317879199982
363,0.14991138875484467
364,0.10439575463533401
365,0.2510487735271454
366,0.14689308404922485
367,0.11537487059831619
368,0.103562131524086
369,0.11811161041259766
370,0.12112956494092941
371,0.13207586109638214
372,0.40742573142051697
373,0.16285879909992218
374,0.13883034884929657
375,0.48829537630081177
376,0.10768395662307739
377,0.2536584436893463
378,0.23561811447143555
379,0.2004869133234024
380,0.26660436391830444
381,0.5183802843093872
382,0.08724641799926758
383,0.34374964237213135
384,0.20228444039821625
385,0.1216176301240921
386,0.1013212651014328
387,0.17144548892974854
388,0.34304508566856384
389,0.2961277365684509
390,0.20287011563777924
391,0.2054412066936493
392,0.17270703613758087
393,0.12160000950098038
394,0.14499247074127197
395,0.20727023482322693
396,0.16992346942424774
397,0.14854437112808228
398,0.04958609491586685
399,0.1371130347251892
400,0.11534847319126129
401,0.10267601907253265
402,0.047630421817302704
403,0.17478424310684204
404,0.20708653330802917
405,0.5095430016517639
406,0.102381132543087
407,0.635998010635376
408,0.11287565529346466
409,0.1680523306131363
410,0.1583174616098404
411,0.1468726545572281
412,0.3459670841693878
413,0.4349741041660309
414,0.35867416858673096
415,0.34165245294570923
416,0.25958991050720215
417,0.31021276116371155
418,0.09516654908657074
419,0.3955201804637909
420,0.23604591190814972
421,0.22048941254615784
422,0.6357682347297668
423,0.29938647150993347
424,0.4114277958869934
425,0.14952822029590607
426,0.25083866715431213
427,0.22641298174858093
428,0.3002106249332428
429,0.36638036370277405
430,0.5683467388153076
431,0.20729318261146545
432,0.6162623763084412
433,0.5076474547386169
434,0.5936998128890991
435,0.16232505440711975
436,0.36062973737716675
437,0.17746895551681519
438,0.059362661093473434
439,0.5682254433631897
440,0.07865694910287857
441,0.14795294404029846
442,0.056466590613126755
443,0.19274619221687317
444,0.23263247311115265
445,0.14920468628406525
446,0.22538529336452484
447,0.7539986968040466
448,0.4822855591773987
449,0.2064427137374878
450,0.1612548977136612
451,0.13704727590084076
452,0.3505101203918457
453,0.21316978335380554
454,0.16015473008155823
455,0.15963177382946014
456,0.23961474001407623
457,0.04559626430273056
458,0.40452471375465393
459,0.174040287733078
460,0.05241919308900833
461,0.2016747146844864
462,0.4091303050518036
463,0.9705625176429749
464,0.0812874287366867
465,0.10718563199043274
466,0.14281508326530457
467,0.15184828639030457
468,0.093228779733181
469,0.09119313210248947
470,0.1093648225069046
471,0.11847392469644547
472,0.49891504645347595
473,0.3349391222000122
474,0.05108541622757912
475,0.16047073900699615
476,0.24254752695560455
477,0.4060688614845276
478,0.10588327795267105
479,0.06702820211648941
480,0.7687705159187317
481,0.15826508402824402
482,0.10489155352115631
483,0.13647495210170746
484,0.11800999194383621
485,0.03697576746344566
486,0.5195194482803345
487,0.8006594181060791
488,0.14714772999286652
489,0.22007980942726135
490,0.2528972625732422
491,0.6760083436965942
492,0.9503008723258972
493,0.24674193561077118
494,0.17628797888755798
495,0.11456862837076187
496,0.7814766764640808
497,0.8202982544898987
498,0.48640331625938416
499,0.09913040697574615
500,0.16030268371105194
501,0.1955859512090683
502,0.17786529660224915
503,0.5155719518661499
504,0.24291862547397614
505,0.1960679441690445
506,0.18344233930110931
507,0.12935177981853485
508,0.18508537113666534
509,0.5613943934440613
510,0.34990623593330383
511,0.7317075133323669
512,0.2275853306055069
513,0.16148753464221954
514,0.6652538180351257
515,0.0834888368844986
516,0.22607122361660004
517,0.23300591111183167
518,0.44785094261169434
519,0.15999925136566162
520,0.17362233996391296
521,0.06686613708734512
522,0.13586647808551788
523,0.09468777477741241
524,0.07759157568216324
525,0.17407101392745972
526,0.10916782915592194
527,0.041125643998384476
528,0.06278693675994873
529,0.21209637820720673
530,0.14760228991508484
531,0.12093592435121536
532,0.22680838406085968
533,0.1553633213043213
534,0.07520348578691483
535,0.10538408905267715
536,0.1387902796268463
537,0.4308961033821106
538,0.21888211369514465
539,0.1829448640346527
540,0.009475387632846832
541,0.12423474341630936
542,0.7892683744430542
543,0.025318782776594162
544,0.025318782776594162
545,0.20051205158233643
546,0.10805775970220566
547,0.26713037490844727
548,0.10045541077852249
549,0.0793885737657547
550,0.19451390206813812
551,0.4515129327774048
552,0.16899411380290985
553,0.06867105513811111
554,0.05188046023249626
555,0.16217254102230072
556,0.1294316202402115
557,0.1642061024904251
558,0.18112465739250183
559,0.18057937920093536
560,0.1450960338115692
561,0.2309620976448059
562,0.1171625405550003
563,0.23090951144695282
564,0.24479615688323975
565,0.5769690871238708
566,0.26313215494155884
567,0.09403666108846664
568,0.2519665062427521
569,0.23471461236476898
570,0.1683676391839981
571,0.39665687084198
572,0.16412493586540222
573,0.15382206439971924
574,0.1257695108652115
575,0.18946002423763275
576,0.45783403515815735
577,0.1458359956741333
578,0.2325439155101776
579,0.33283036947250366
580,0.22816573083400726
581,0.10524071007966995
582,0.49023962020874023
583,0.16695381700992584
584,0.11907290667295456
585,0.12255847454071045
586,0.18845227360725403
587,0.7708836197853088
588,0.07701899856328964
589,0.19448210299015045
590,0.2161208689212799
591,0.04908699169754982
592,0.19351793825626373
593,0.21612600982189178
594,0.10317054390907288
595,0.09566295146942139
596,0.09284257888793945
597,0.11379686743021011
598,0.34247103333473206
599,0.09504634886980057
600,0.26447176933288574
601,0.1065615713596344
602,0.1404590904712677
603,0.2127988040447235
604,0.17992648482322693
605,0.06400830298662186
606,0.141512930393219
607,0.43217846751213074
608,0.4956871569156647
609,0.4675082564353943
610,0.17190636694431305
611,0.1932501345872879
612,0.23365890979766846
613,0.1084090918302536
614,0.2555076479911804
615,0.17101706564426422
616,0.12029489874839783
617,0.0925336703658104
618,0.19505815207958221
619,0.021044164896011353
620,0.21174368262290955
621,0.13440784811973572
622,0.0676691010594368
623,0.34134823083877563
624,0.5092372894287109
625,0.7074599862098694
626,0.17973537743091583
627,0.11548781394958496
628,0.08385812491178513
629,0.0886421799659729
630,0.001090360339730978
631,0.5430812835693359
632,0.04817923158407211
633,0.1230311468243599
634,0.07833701372146606
635,0.07436737418174744
636,0.2291172593832016
637,0.482571005821228
638,0.6073855757713318
639,0.08853361010551453
640,0.34427309036254883
641,0.10122428834438324
642,0.16852231323719025
643,0.05744030699133873
644,0.22380079329013824
645,0.1532023400068283
646,0.13917912542819977
647,0.16625019907951355
648,0.3443490266799927
649,0.5175514817237854
650,0.32514846324920654
651,0.165208101272583
652,0.7899045944213867
653,0.2099909782409668
654,0.14608721435070038
655,0.08324360847473145
656,0.8379331231117249
657,0.101019486784935
658,0.39735743403434753
659,0.09534350037574768
660,0.10508876293897629
661,0.10137172043323517
662,0.09155865758657455
663,0.08877264708280563
664,0.12877795100212097
665,0.20235534012317657
666,0.2496480792760849
667,0.31831851601600647
668,0.07681214064359665
669,0.13592389225959778
670,0.081904835999012
671,0.1371964067220688
672,0.17739392817020416
673,0.07037980854511261
674,0.08460589498281479
675,0.11398965120315552
676,0.06798823177814484
677,0.28653979301452637
678,0.21620981395244598
679,0.07754983007907867
680,0.2899968922138214
681,0.12224017828702927
682,0.1378476619720459
683,0.15090259909629822
684,0.08089452981948853
685,0.07272124290466309
686,0.09766241908073425
687,0.13964781165122986
688,0.13006305694580078
689,0.13477179408073425
690,0.3357723653316498
691,0.035874009132385254
692,0.18999330699443817
693,0.3993886113166809
694,0.16403016448020935
695,0.8714194893836975
696,0.16801795363426208
697,0.3232695460319519
698,0.11959691345691681
699,0.3295039236545563
700,0.1746945083141327
701,0.30818939208984375
702,0.11869028955698013
703,0.30537155270576477
704,0.14785093069076538
705,0.3434816002845764
706,0.3446575701236725
707,0.13346004486083984
708,0.1726737916469574
709,0.2777990698814392
710,0.5944614410400391
711,0.1717955470085144
712,0.29450923204421997
713,0.1708747148513794
714,0.08012475818395615
715,0.20411351323127747
716,0.15655943751335144
717,0.10665885359048843
718,0.1794276386499405
719,0.5337033867835999
720,0.3045516908168793
721,0.20391817390918732
722,0.18035727739334106
723,0.16720519959926605
724,0.33701446652412415
725,0.12924331426620483
726,0.27963516116142273
727,0.7685479521751404
728,0.16364812850952148
729,0.15994428098201752
730,0.12006764858961105
731,0.16797442734241486
732,0.16645732522010803
733,0.4288037419319153
734,0.13533781468868256
735,0.10559269040822983
736,0.6181783080101013
737,0.5051202774047852
738,0.2619251012802124
739,0.1555534452199936
740,0.10668511688709259
741,0.31841087341308594
742,0.9537473917007446
743,0.5519322156906128
744,0.5206960439682007
745,0.4750370979309082
746,0.45401930809020996
747,0.8428665995597839
748,0.8734424114227295
749,0.6468063592910767
750,0.6344153881072998
751,0.9390206933021545
752,0.7993337512016296
753,0.9319230318069458
754,0.9080905318260193
755,0.9419551491737366
756,0.7635682821273804
757,0.8154862523078918
758,0.8206049799919128
759,0.733798086643219
760,0.6378998756408691
761,0.5911685228347778
762,0.7081844806671143
763,0.6910433769226074
764,0.6171073913574219
765,0.5070956945419312
766,0.6809261441230774
767,0.7306557893753052
768,0.7107910513877869
769,0.7183831930160522
770,0.5769675970077515
771,0.5270851850509644
772,0.5595792531967163
773,0.7377731204032898
774,0.5951324701309204
775,0.6944956183433533
776,0.4111517667770386
777,0.6060866713523865
778,0.6663951873779297
779,0.8116046786308289
780,0.7257395386695862
781,0.5048937201499939
782,0.6432046294212341
783,0.6387249827384949
784,0.6661671996116638
785,0.5029545426368713
786,0.6244174242019653
787,0.6214873790740967
788,0.8833429217338562
789,0.7621363997459412
790,0.4915788471698761
791,0.6532094478607178
792,0.7269391417503357
793,0.9947362542152405
794,0.6069091558456421
795,0.8007745146751404
796,0.6610854268074036
797,0.7232593297958374
798,0.8308300971984863
799,0.8420434594154358
800,0.6747102737426758
801,0.792942225933075
802,0.4550211429595947
803,0.77242511510849
804,0.6439939141273499
805,0.6409888863563538
806,0.6749800443649292
807,0.8769717812538147
808,0.9446431994438171
809,0.9106302857398987
810,0.7992095947265625
811,0.5498055219650269
812,0.4818212389945984
813,0.7073585391044617
814,0.41386324167251587
815,0.8482155203819275
816,0.8171281218528748
817,0.5913170576095581
818,0.9968613386154175
819,0.5436410903930664
820,0.770405650138855
821,0.6663190722465515
822,0.6767784357070923
823,0.5435227751731873
824,0.859684407711029
825,0.5638286471366882
826,0.5546097755432129
827,0.6418527364730835
828,0.9256746172904968
829,0.44352981448173523
830,0.5599185824394226
831,0.5519099831581116
832,0.51925128698349
833,0.5932307839393616
834,0.6385517120361328
835,0.5584542751312256
836,0.755759060382843
837,0.5129894018173218
838,0.9232234954833984
839,0.6379892230033875
840,0.5236061811447144
841,0.7530572414398193
842,0.9438227415084839
843,0.7021086812019348
844,0.5417931079864502
845,0.8190960884094238
846,0.9532364010810852
847,0.9604402184486389
848,0.8883773684501648
849,0.775562047958374
850,0.8589006662368774
851,0.8521441221237183
852,0.751592755317688
853,0.7003452777862549
854,0.6671855449676514
855,0.6713442206382751
856,0.4549958407878876
857,0.5607492327690125
858,0.7958050966262817
859,0.7241929769515991
860,0.8274266719818115
861,0.7095081806182861
862,0.6623251438140869
863,0.48173004388809204
864,0.9109033942222595
865,0.30767810344696045
866,0.37622588872909546
867,0.699987530708313
868,0.6694815754890442
869,0.9312058687210083
870,0.9197853803634644
871,0.8347852826118469
872,0.7832045555114746
873,0.5328350067138672
874,0.8936735391616821
875,0.7203890681266785
876,0.670733630657196
877,0.7146539092063904
878,0.5788163542747498
879,0.613896369934082
880,0.5701243877410889
881,0.49353963136672974
882,0.8821274042129517
883,0.8695545196533203
884,0.8729965090751648
885,0.6739715933799744
886,0.7600666880607605
887,0.7929140329360962
888,0.8944990634918213
889,0.8225082755088806
890,0.7651105523109436
891,0.5657166242599487
892,0.7739251255989075
893,0.5490595102310181
894,0.8194108009338379
895,0.7195791006088257
896,0.8746737837791443
897,0.9096437096595764
898,0.5301713347434998
899,0.7945288419723511
900,0.5466076135635376
901,0.726570188999176
902,0.6945217847824097
903,0.6785111427307129
904,0.8225082755088806
905,0.4504354000091553
906,0.6958873271942139
907,0.6183730959892273
908,0.4942989945411682
909,0.7339730262756348
910,0.819679319858551
911,0.6311479210853577
912,0.46753397583961487
913,0.8516063094139099
914,0.8203809261322021
915,0.7065673470497131
916,0.7388688921928406
917,0.5990204215049744
918,0.5530146360397339
919,0.4510376751422882
920,0.7442421913146973
921,0.7930910587310791
922,0.6730864644050598
923,0.7663547992706299
924,0.673677384853363
925,0.646952211856842
926,0.8001194000244141
927,0.7570706605911255
928,0.5802043676376343
929,0.4344994127750397
930,0.5771385431289673
931,0.6048657298088074
932,0.7331446409225464
933,0.3706616461277008
934,0.692761242389679
935,0.6074707508087158
936,0.5438724160194397
937,0.6034119725227356
938,0.5791866183280945
939,0.7241789102554321
940,0.6363283395767212
941,0.6052849888801575
