,answer1,answer2,label,sas
686,Major General Louis-Joseph de Montcalm,Lord Loudoun,0.0,0.09766241908073425
27,15,Riverside,0.0,0.09885945171117783
499,"""business as usual"" (BAU)",enhanced greenhouse effect,0.0,0.09913040697574615
548,Switzerland,Lower Rhine,0.0,0.10045541077852249
657,Medical University of Warsaw,National Defence University,0.0,0.101019486784935
641,12th/13th-century nobleman,shortened form of the masculine name of Slavic origin Warcisław,0.0,0.10122428834438324
386,expulsion,offer a higher quality of education,0.0,0.1013212651014328
661,expulsion of the Acadians,deportation,0.0,0.10137172043323517
194,Amazonas Basin,Andes Mountains,0.0,0.10184641927480698
406,28,42,0.0,0.102381132543087
401,Gilded Age,Reconstruction,0.0,0.10267601907253265
594,assassinated,Islamists came to completely dominate university student unions,0.0,0.10317054390907288
368,use the proceedings as a forum,win an acquittal and avoid imprisonment,0.0,0.103562131524086
80,economic separation,worked as weavers,0.0,0.10426411032676697
94,cotton spinning,operations requiring constant speed,0.0,0.10439419746398926
364,lack of remorse,the judge increased her sentence,0.0,0.10439575463533401
482,Ilkhanate,reaching the highest-post in the government,0.0,0.10489155352115631
660,disaster; he was defeated in the Battle of the Monongahela,None succeeded,0.0,0.10508876293897629
581,supplant it.,"reverts to the first Thursday in May, a multiple of four years after 1999",0.0,0.10524071007966995
535,Gaulish name Rēnos,Rhenus,2.0,0.10538408905267715
735,formalism,the relevant cross-sectional area for the volume for which the stress-tensor is being calculated,0.0,0.10559269040822983
478,western,Yuan dynasty,0.0,0.10588327795267105
601,Sharia,an idealized and systematized version of conservative tribal village customs,0.0,0.1065615713596344
717,Schrödinger,Newtonian equations,0.0,0.10665885359048843
740,nonconservative forces,internal energies of the system,0.0,0.10668511688709259
361,accept jail penitently,is to switch suddenly to a spirit of subservience,0.0,0.10716189444065094
465,Miller–Urey experiment,Chicago Pile-1,0.0,0.10718563199043274
376,incapacitation,achieving crime control,0.0,0.10768395662307739
546,Moselle,Neckar,0.0,0.10805775970220566
71,October 2016,2013,0.0,0.10831911116838455
613,ideological,commercial,0.0,0.1084090918302536
526,diverges,exceeds any given number,0.0,0.10916782915592194
198,data sampling is biased away from the center of the Amazon basin,practical limitations of working in the rainforest,1.0,0.10935065150260925
470,Yuán Cháo,元朝,0.0,0.1093648225069046
199,one in five,"2,200",0.0,0.11001899838447571
140,Acute oxygen toxicity,seizures,0.0,0.11157350242137909
172,Federica Mogherini,Jean-Claude Juncker,0.0,0.11158057302236557
237,"a general architecture for a large-scale, distributed, survivable communications network",briefing B-265,0.0,0.11271525919437408
408,2008,Fay,0.0,0.11287565529346466
597,promoted Western/foreign ideas and practices into Islamic societies,secular leanings,0.0,0.11379686743021011
675,France's claim to the region was superior to that of the British,Sieur de La Salle had explored the Ohio Country nearly a century earlier,0.0,0.11398965120315552
42,NFL,Professional,0.0,0.11438283324241638
495,Korean,onomist,0.0,0.11456862837076187
400,Battle of Cedar Creek,1864,0.0,0.11534847319126129
367,acquittal and avoid imprisonment,to use the proceedings as a forum,0.0,0.11537487059831619
627,assimilation,Full citizenship rights,0.0,0.11548781394958496
278,another customer might overhear about the drugs that they take,homebound,0.0,0.11664359271526337
562,Seven Days to the River Rhine,plan for an invasion of Western Europe,0.0,0.1171625405550003
192,Cretaceous–Paleogene extinction event,dinosaurs,0.0,0.1171887218952179
111,storage vessels,fire,0.0,0.11733528971672058
484,a Qara-Khitay (Khitan,Ahai,0.0,0.11800999194383621
369,inform the jury and the public of the political circumstances,plead not guilty,0.0,0.11811161041259766
256,from the tooth sockets in human skeletons,"mass graves in northern, central and southern Europe",0.0,0.11842150241136551
471,Song dynasty,Mongol Empire,0.0,0.11847392469644547
702,magnitude,action-reaction,0.0,0.11869028955698013
584,any member of the Scottish Government,ministers in departments that are selected for questioning that sitting day,0.0,0.11907290667295456
286,Egyptians,India,0.0,0.1195589229464531
698,the same,a Galilean transformation,0.0,0.11959691345691681
730,conservation of mechanical energy,the tension force on a load can be multiplied,0.0,0.12006764858961105
616,theory of races,Social Darwinism,1.0,0.12029489874839783
288,nonviolent resistance,unfair laws,0.0,0.12037049233913422
531,4k + 3,Z,0.0,0.12093592435121536
370,general disobedience,great amount of it,0.0,0.12112956494092941
50,Sky+,PVR,0.0,0.12132173776626587
393,voucher,pupils are free to choose a private school,0.0,0.12160000950098038
385,religious,the usual academic subjects,0.0,0.1216176301240921
327,"cultural traditions, social customs, religious beliefs",revolutionary civil disobedience,0.0,0.1219245195388794
340,broadcasting,engaging in the forbidden speech,0.0,0.1220521628856659
681,Shirley and Johnson.,British,0.0,0.12224017828702927
585,issues under their jurisdiction,the First Minister,0.0,0.12255847454071045
633,Middle East,Africa,0.0,0.1230311468243599
301,"code-word describing the activities of muggers, arsonists, draft evaders",utterly debased,0.0,0.12359499931335449
541,parallel to the canalized Rhine,into the lake,0.0,0.12423474341630936
341,Threatening government officials,forbidden speech,1.0,0.12424062937498093
57,Sky Active,Open,0.0,0.12444987893104553
333,propaganda,just a harassment,0.0,0.1247205138206482
258,East Smithfield,England,1.0,0.12481550127267838
47,September 2007,March 2008,0.0,0.1249137818813324
214,cnidarians,Ctenophores,1.0,0.12495818734169006
195,Purus Arch,along the middle,0.0,0.12518799304962158
359,tempted to enter the test site,protest,0.0,0.12559589743614197
574,no revising chamber,"take evidence from witnesses, conduct inquiries and scrutinise legislation",0.0,0.1257695108652115
46,Freeview,ITV Digital,0.0,0.12579074501991272
317,international organizations and foreign governments,a larger challenge to the legal system that permits those decisions to be taken,0.0,0.12594038248062134
62,a man's presence,mother is wrongly claiming to be living alone,0.0,0.1259591430425644
144,They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights.,multilateral,0.0,0.1262034922838211
290,Oedipus,Antigone,0.0,0.1283935010433197
158,USSR's invasion,Afghanistan,0.0,0.12863747775554657
664,much larger conflict between France and Great Britain,in King George's reign,0.0,0.12877795100212097
338,criminalized behavior,forbidden speech,0.0,0.1288825124502182
53,Thomson,STB,0.0,0.12910626828670502
201,One in five,"1,294",0.0,0.12915682792663574
725,ballistic trajectory,path between two space-time events,0.0,0.12924331426620483
507,9–88 cm,0.5–1.4 m,0.0,0.12935177981853485
556,Mesozoic Era,Triassic Period,0.0,0.1294316202402115
329,"judged ""wrong"" by an individual conscience",to cause their repeal,0.0,0.12945501506328583
688,poor harvest,allegedly corrupt machinations of François Bigot,0.0,0.13006305694580078
326,help preserve society's tolerance of civil disobedience,rebellion is much more destructive,0.0,0.1301068812608719
136,Hyperbaric (high-pressure) medicine,special oxygen chambers,1.0,0.13021866977214813
251,a partnership with Level 3 Communications to launch a brand new nationwide network,Qwest,0.0,0.13037753105163574
104,water,organic molecules,0.0,0.1303829550743103
219,osmotic pressure,It is uncertain,0.0,0.13111655414104462
0,Seine,Epte,0.0,0.13201338052749634
371,neither conscientious nor of social benefit,any great amount of it would undermine the law,0.0,0.13207586109638214
67,"270,000","121,200",0.0,0.1325126588344574
707,respective lines of application,their effects on the motion of the body,0.0,0.13346004486083984
78,the southern and central parts of France,about one-eighth,0.0,0.1334645301103592
190,"creditor protection, labour rights to participate in work, or the public interest in collecting taxes",Denmark's minimum capital law,0.0,0.13409411907196045
621,inferior,irrational and backward,0.0,0.13440784811973572
48,monthly fee,SkyHD box,0.0,0.13463498651981354
689,Loudoun,Duke of Cumberland,0.0,0.13477179408073425
56,no,Third-party channels,0.0,0.1348286122083664
153,encourage investment,"The system limited the price of ""old oil""",0.0,0.13519418239593506
734,pressure terms,matrix diagonals of the tensor),0.0,0.13533781468868256
155,"last week of February 1974,",20%,0.0,0.1353446990251541
522,primorial primes,Fermat,0.0,0.13586647808551788
669,"British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave.",buried lead plates,0.0,0.13592389225959778
336,entirely symbolic,harassment,0.0,0.136397123336792
77,regional cities,Phillip Island,0.0,0.13647422194480896
483,"Besh Baliq, Almaliq, and Samarqand",Bukhara,0.0,0.13647495210170746
79,some of the Huguenots were nobles trying to establish separate centers of power in southern France,political reasons,0.0,0.1365950107574463
451,redistributive taxation,fertility,0.0,0.13704727590084076
116,chemically,a covalent double bond,0.0,0.1370864361524582
399,Timucua,Mocama,0.0,0.1371130347251892
671,British colonists would not be safe as long as the French were present,forceful,0.0,0.1371964067220688
200,"40,000",tens of thousands,1.0,0.137638658285141
682,Colonel Monckton,British,0.0,0.1378476619720459
137,Decompression sickness,"bubbles of inert gas, mostly nitrogen and helium, forming in their blood",2.0,0.13830028474330902
536,Hoek van Holland,(1036.20 km),0.0,0.1387902796268463
374,avoiding attribution,viewed as not being a civil disobedient,0.0,0.13883034884929657
646,Vistula Valley,geomorphologic,0.0,0.13917912542819977
60,36%,2.4m customers,0.0,0.13918285071849823
345,refusals to pay taxes,civil disobedience,1.0,0.13940683007240295
687,"attack on New France's capital, Quebec",one major operation,0.0,0.13964781165122986
114,non-combustible,wood,0.0,0.1399705857038498
235,"use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks",ideas,0.0,0.14000284671783447
602,a different view,Islam's pivotal turning point as occurring not with the death of Ali,0.0,0.1404590904712677
163,power steering,air conditioning,0.0,0.14066816866397858
248,use of the name was incorrect all these services were managed by the same people within one department of KPN contributed to the confusion,Dutch PTT Telecom,0.0,0.14117969572544098
606,military force,colonization,1.0,0.141512930393219
281,In some rural areas in the United Kingdom,prescribe and dispense prescription-only medicines to their patients from within their practices,0.0,0.14263758063316345
291,obey her conscience rather than human law,She gives a stirring speech,0.0,0.142814040184021
466,Alpha Phi Omega,Four,0.0,0.14281508326530457
162,A decade after the 1973,1981,1.0,0.14338603615760803
394,white,African-American,0.0,0.14499247074127197
226,Vendobionta,ctenophores,0.0,0.14506837725639343
560,5th century,Migration period,0.0,0.1450960338115692
259,new magma,igneous,0.0,0.14574722945690155
577,automatically devolved,not specifically reserved,0.0,0.1458359956741333
654,56.20%,35.7,0.0,0.14608721435070038
411,a diversion,the basis of the methodology used,0.0,0.1468726545572281
366,mistreatment from government officials,sentence,0.0,0.14689308404922485
488,pattern recognition receptors,cells,0.0,0.14714772999286652
348,padlocking the gates,"illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins",0.0,0.1472674310207367
530,the smallest subfield,Q or the finite field with p elements,0.0,0.14760228991508484
210,planktonic plants,a vital part of marine food chains,1.0,0.14784489572048187
704,vector quantities,dependent upon how strong,0.0,0.14785093069076538
441,less willing to travel or relocate,women not taking jobs due to marriage or pregnancy,0.0,0.14795294404029846
397,30% loss,$12 billion,0.0,0.14854437112808228
279,dispensing substandard products,potentially dangerous,0.0,0.14871588349342346
445,larger fortunes,wealth condensation,0.0,0.14920468628406525
425,Competition amongst workers,high demand,0.0,0.14952822029590607
151,distribution and price disruptions,reduced productivity,0.0,0.14963969588279724
363,defiant speech,allocution,2.0,0.14991138875484467
306,citizen's,head of government,0.0,0.15042272210121155
222,"""zip"" the mouth shut",streamlines the front of the animal,0.0,0.15057440102100372
147,renewal of hostilities in the Arab–Israeli conflict,.,0.0,0.15072526037693024
154,Price controls,promote oil exploration,0.0,0.15084682404994965
683,deportation of the French-speaking Acadian population from the area.,captured Fort Beauséjour,0.0,0.15090259909629822
109,heat or a spark,oxygen,0.0,0.15100441873073578
467,Arthur H. Compton,Robert A. Millikan,0.0,0.15184828639030457
271,the pre-Heian Imperial court,Taihō Code,0.0,0.15234670042991638
645,at the right bank of the Vistula,by the eastern border,0.0,0.1532023400068283
343,limited coercion,civil disobedience,0.0,0.15369656682014465
573,not a Scottish minister,may be of interest to a particular area such as a member's own constituency,0.0,0.15382206439971924
533,Netherlands,Germany,0.0,0.1553633213043213
739,statistical mechanics,detailed,0.0,0.1555534452199936
315,"trade unions, banks, and private universities",non-governmental agencies,1.0,0.15652157366275787
716,kinetic friction,object started with a non-zero velocity,0.0,0.15655943751335144
346,coercion,make it more difficult for a system to function,0.0,0.15657953917980194
299,utterly debased,everything from bringing a test-case in the federal courts to taking aim at a federal official,0.0,0.15719789266586304
265,absolute ages,rock units,0.0,0.15752235054969788
261,crust,lithosphere,0.0,0.15801064670085907
185,to enable people to pursue their life goals in any country through free movement,Since its foundation,0.0,0.15806081891059875
481,Chinese physicians were brought along military campaigns by the Mongols,to other parts of the empire,0.0,0.15826508402824402
410,the methodology used,"""silly argument"" and ""a non-issue . . . a diversion.""",0.0,0.1583174616098404
75,$8.7 billion,24%,0.0,0.1585395634174347
455,environmental degradation,this as well,0.0,0.15963177382946014
311,not necessarily right,the will of elite politicians,0.0,0.1597791165113449
166,Chevrolet Bel Air,lower price models,0.0,0.1598108857870102
729,residual of the force,nucleons in atomic nuclei,0.0,0.15994428098201752
519,the Rhind papyrus,Egyptian fraction,0.0,0.15999925136566162
454,emissions per person,this multiplier,0.0,0.16015473008155823
267,pressure physical experiments,fluid inclusion data,0.0,0.16023984551429749
500,does not faithfully summarize the full WGI report,understates the uncertainty associated with climate models,0.0,0.16030268371105194
475,26 seconds off the modern Gregorian calendar,365.2425 days of the year,0.0,0.16047073900699615
450,evidence,prevent growth,0.0,0.1612548977136612
513,the statistical behaviour,distribution,0.0,0.16148753464221954
555,tear huge areas of land into the sea.,tidal currents,0.0,0.16217254102230072
435,savings and investment,"education,",0.0,0.16232505440711975
215,diploblastic,ctenophores,0.0,0.16258859634399414
373,not being a civil disobedient,conscientious lawbreakers must be punished,0.0,0.16285879909992218
337,social goal,protests toward public policy,1.0,0.16332519054412842
728,quantum mechanics,the work of leading theoretical physicists,1.0,0.16364812850952148
694,impetus,gravity,0.0,0.16403016448020935
572,votes,outcome,0.0,0.16412493586540222
557,Ice Ages,geological period,1.0,0.1642061024904251
294,free India,protest and political action,0.0,0.16504231095314026
651,1775–1795,1696,0.0,0.165208101272583
174,a majority,a Commission proposal,0.0,0.16601110994815826
647,former flooded terraces,peat swamps or small ponds,0.0,0.16625019907951355
24,Los Angeles,Riverside,0.0,0.16634014248847961
732,stress tensor,deformations,0.0,0.16645732522010803
583,legislative programme for the forthcoming year,a statement,0.0,0.16695381700992584
723,the Moon,the mass () and the radius () of the Earth,0.0,0.16720519959926605
38,Los Angeles Area,major business,0.0,0.16729587316513062
731,movable pulleys,every string,0.0,0.16797442734241486
696,friction,gravity,0.0,0.16801795363426208
409,about 3.5 billion people,50%,0.0,0.1680523306131363
570,debating chamber,Wednesday afternoons,0.0,0.1683676391839981
642,August 1944,the Red Army was nearing the city,0.0,0.16852231323719025
2,1018,1064,0.0,0.16894188523292542
552,Noord River,Nieuwe Maas,0.0,0.16899411380290985
396,Allston,on a 358-acre (145 ha) campus,0.0,0.16992346942424774
713,gravity,object's weight,0.0,0.1708747148513794
615,conquering the other state's lands,political and monetary dominance,1.0,0.17101706564426422
255,100–106 °F,38–41 °C,2.0,0.17124982178211212
387,0.5,6.1,0.0,0.17144548892974854
711,forces,static equilibrium,0.0,0.1717955470085144
191,moist broadleaf forest,tropical,1.0,0.1718021184206009
610,ownership of private industries,technological superiority,0.0,0.17190636694431305
225,cling to and creep on surfaces,"as a muscular ""foot""",0.0,0.17246723175048828
708,orthogonal,uniquely determined,0.0,0.1726737916469574
321,fabricating evidence or committing perjury,covert lawbreaking,0.0,0.1726876050233841
392,government schools formerly reserved for white children,semi-private,1.0,0.17270703613758087
97,injector,condensers,0.0,0.1731172651052475
72,government-owned,several private and public railway operators,0.0,0.17318013310432434
520,only three divisions,only for those m that are prime,0.0,0.17362233996391296
236,delivery of these messages by store and forward switching,decentralized network with multiple paths between any two points,0.0,0.1740386039018631
459,passed,Several University of Chicago professors,0.0,0.174040287733078
525,n < p < 2n − 2,A or μ,0.0,0.17407101392745972
700,fixed,an equality,0.0,0.1746945083141327
403,voters approved the plan,governments merged to create the Consolidated City of Jacksonville,0.0,0.17478424310684204
152,Germany,Italy,0.0,0.1756799817085266
494,protein A,G,0.0,0.17628797888755798
276,all health care settings,drug product selection,0.0,0.1763577163219452
76,tourism,big,0.0,0.17672260105609894
310,sovereign branches of government,public official,1.0,0.1769079715013504
672,protect the King's land in the Ohio Valley from the British,"he moved south, he drove off or captured British traders",0.0,0.17739392817020416
437,period of compression,decrease in wages,0.0,0.17746895551681519
303,impossible,a maze of semantical problems and grammatical niceties,0.0,0.17773589491844177
502,"""Variations of Snow and Ice in the past and at present on a Global and Regional Scale""",the IPCC from the WWF report,0.0,0.17786529660224915
292,nonviolent,political poem,0.0,0.17839311063289642
330,refuse to sign bail,jail solidarity,0.0,0.17913615703582764
718,quantized,operators,0.0,0.1794276386499405
626,taxation,removing its economic foundation,0.0,0.17973537743091583
604,elites,government,1.0,0.17992648482322693
183,member states,the European Convention on Human Rights,0.0,0.18032726645469666
722,conservation of momentum,the currently known fundamental forces,0.0,0.18035727739334106
559,southern,between the modern Baden and Württemberg,0.0,0.18057937920093536
558,increased flooding and sedimentation,Bronze Age agriculture,0.0,0.18112465739250183
83,Parris Island,Southeastern U.S.,1.0,0.18151894211769104
273,within the dispensary compounding/dispensing medications,communicating with patients,0.0,0.18185901641845703
539,Switzerland,Liechtenstein,0.0,0.1829448640346527
349,criminal investigations,grant a consent search,0.0,0.183329239487648
305,constitutional impasse,her or his capacity as public official,0.0,0.183419331908226
506,Ten,14,0.0,0.18344233930110931
23,the general number field sieve,RSA,0.0,0.1837036907672882
358,creative plea,no contest,0.0,0.18371590971946716
196,explanations are reasonably well supported,by the available data,0.0,0.1837758719921112
119,ozone,Trioxygen,2.0,0.18470297753810883
100,liquid,gaseous,0.0,0.18477892875671387
508,50–140 cm,9–88 cm,0.0,0.18508537113666534
177,"by assuming the task of interpreting the treaties, and accelerating economic and political integration",has the ability to expand and develop the law according to the principles it deems to be appropriate,0.0,0.18631932139396667
586,constituency seats,second,0.0,0.18845227360725403
93,water pump,vacuum,0.0,0.18863755464553833
575,Scottish Government.,Committees,0.0,0.18946002423763275
89,increase in the land available for cultivation,farm tractors,0.0,0.189874529838562
692,on the ground,heavy bodies to fall,0.0,0.18999330699443817
298,ambiguity,debased,0.0,0.1910247802734375
287,the British,communist governments,0.0,0.19164901971817017
268,provide better absolute bounds on the timing and rates of deposition,gain information about past climate,0.0,0.1920880526304245
356,I feel I did the right thing by violating this particular law,proud of it,1.0,0.19248761236667633
443,relatively equal,low,0.0,0.19274619221687317
29,music,major record companies,0.0,0.19321367144584656
611,seaborne,land,0.0,0.1932501345872879
592,considerable impact,"experience, ideology, and weapons",0.0,0.19351793825626373
589,"able to vote on domestic legislation that applies only to England, Wales and Northern Ireland",procedural consequence,0.0,0.19448210299015045
550,Sankt Goarshausen,Lorelei,0.0,0.19451390206813812
618,uncivilized,fully human,0.0,0.19505815207958221
182,in Article 5,the lawfulness of an action depends on whether it was appropriate and necessary to achieve the objectives legitimately pursued,0.0,0.19509479403495789
501,"fuel consumption, industrial production and so on",Greenhouse Gas Inventories,1.0,0.1955859512090683
92,turbine,electric motors,0.0,0.19596493244171143
505,14,Ten,0.0,0.1960679441690445
180,Treaty provisions,they are ‘directly applicable in all Member States’,0.0,0.19607965648174286
297,"muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins",civil disobedience,1.0,0.19815747439861298
353,use the arrest as an opportunity,civil disobedience,0.0,0.1993420571088791
308,refuse to enforce a decision,constitutional impasse,0.0,0.1997784823179245
304,specific,civil disobedience,0.0,0.2003922164440155
379,moral reasons to follow this law,whether it would do more harm than good,0.0,0.2004869133234024
545,Lindau,Mainau,0.0,0.20051205158233643
264,older than the fault,younger,0.0,0.20127834379673004
318,civil disobedience,lawbreaking,1.0,0.20154373347759247
461,after their second year,early 1950s,0.0,0.2016747146844864
117,triplet oxygen,O,1.0,0.20194567739963531
384,Orthodox Christians,Roman Catholic,0.0,0.20228444039821625
665,"from Nova Scotia and Newfoundland in the north, to Georgia in the south",eastern coast of the continent,0.0,0.20235534012317657
352,"lack of understanding of the legal ramifications,",a suspect's talking to criminal investigators,0.0,0.2026440054178238
390,60,all,0.0,0.20287011563777924
721,force,4-momentum in relativity and momentum of virtual particles in quantum electrodynamics,0.0,0.20391817390918732
715,behind the foot of the mast,straight down,0.0,0.20411351323127747
391,Society of St Pius X,Catholic schismatic,0.0,0.2054412066936493
355,does not infringe the rights of others,don't believe in the legitimacy of any government,0.0,0.20569172501564026
132,dangerous by-products,the immune system,0.0,0.20572979748249054
221,more or less rounded,egg-shaped,2.0,0.20638182759284973
449,higher aggregate utility,population-wide satisfaction and happiness,0.0,0.2064427137374878
21,graph isomorphism problem,the discrete logarithm problem,0.0,0.2069910764694214
404,"""Bold New City of the South""",Consolidated City of Jacksonville,1.0,0.20708653330802917
395,"identify, recruit",Conant devised programs,0.0,0.20727023482322693
431,steeper tax,social spending,0.0,0.20729318261146545
90,steam turbines,internal combustion engines,0.0,0.20891566574573517
223,large pharynx,large cilia,0.0,0.20900654792785645
139,organic compounds,solvents,0.0,0.2093338519334793
653,city,Demographically,0.0,0.2099909782409668
332,until after the end of the Mexican War,months,0.0,0.2100972831249237
55,Ku band,9.75/10.600 GHz,0.0,0.21074363589286804
