,answer1,answer2,label,bi_encoder,f1
1227,"Ramstein AB, in Germany",Fort Hood,1.0,-0.04132905602455139,0.28571428571428575
1678,Claudia Grace Wells,Michael J. Fox,0.0,-0.03996346518397331,0.28571428571428575
695,Pat Sajak,Chuck Woolery,1.0,-0.03895489498972893,0.28571428571428575
2184,actual testing of each processor,CU,0.0,-0.03834174573421478,0.28571428571428575
898,Raul Bova,Richard Madden as Cosimo de' Medici,0.0,-0.038048155605793,0.28571428571428575
2813,Has a material bilateral mistake,delay,0.0,-0.03760501369833946,0.28571428571428575
3519,"7,236",Mariana Trench,0.0,-0.037086643278598785,0.28571428571428575
2683,John Langstaff,Mickey Thomas,0.0,-0.036084629595279694,0.28571428571428575
660,SVR RF,Mossad,0.0,-0.036004308611154556,0.28571428571428575
206,1664,pondicherry,0.0,-0.03583419322967529,0.28571428571428575
2724,modified for faster speed,southern California,0.0,-0.03467830643057823,0.28571428571428575
3124,the U.S. Senate,President Andrew Jackson,2.0,-0.03329683467745781,0.28571428571428575
2272,"""support our troops""",a close family member is abroad,1.0,-0.03251119330525398,0.28571428571428575
3047,Frances Sternhagen,cleo king,0.0,-0.03225567191839218,0.28571428571428575
3125,the U.S. Senate,Andrew Jackson,2.0,-0.032060667872428894,0.28571428571428575
3282,92,arsene wenger,0.0,-0.03153323382139206,0.28571428571428575
1950,"Sail Rock, Maine",cape flattery,0.0,-0.030502380803227425,0.28571428571428575
240,Bachman–Turner Overdrive,Poison,0.0,-0.030135683715343475,0.28571428571428575
514,All 14 districts,Chengannur,1.0,-0.029656939208507538,0.28571428571428575
1955,Lazarus Muoka,jesus,0.0,-0.026566291227936745,0.28571428571428575
1159,Elizabeth II,george washington,0.0,-0.02599170245230198,0.28571428571428575
3544,Talia Shire,Ethan Embry,0.0,-0.025948211550712585,0.28571428571428575
819,Fast & Furious 6,"November 30, 2013",0.0,-0.025653304532170296,0.28571428571428575
1216,Mariska Magdolna Hargitay,brooke shields,1.0,-0.02564440853893757,0.28571428571428575
1093,the father of the radio,Les Garland,0.0,-0.02494361251592636,0.28571428571428575
2128,ten,"approximately 70,800 juveniles were incarcerated",0.0,-0.024006130173802376,0.28571428571428575
3462,minimum wage laws,an indie roguelike video game,1.0,-0.023801740258932114,0.28571428571428575
3509,lack of protein and calories,Matilda Wormwood,0.0,-0.02342829294502735,0.28571428571428575
219,a gender-neutral honorific,my dear,0.0,-0.02314196527004242,0.28571428571428575
530,Stephen Perry,sean combs,0.0,-0.022210929542779922,0.28571428571428575
3152,104,1776447,0.0,-0.022117743268609047,0.28571428571428575
3119,the U.S. Senate,president george washington,0.0,-0.02108888328075409,0.28571428571428575
1277,50 First Dates,Thom,0.0,-0.020633358508348465,0.28571428571428575
2255,mutations in the LRP2 gene,Donnai-Barrow syndrome,0.0,-0.019719600677490234,0.28571428571428575
1351,boxing,composer scott gayle,0.0,-0.019595293328166008,0.28571428571428575
2644,Brazil,La Brea Tar Pits in Los Angeles,2.0,-0.019385211169719696,0.28571428571428575
1088,"March 25, 2018",Universe Survival Saga,1.0,-0.019084462895989418,0.28571428571428575
1904,Philip Parris Lynott,Raul Malo,0.0,-0.017834816128015518,0.28571428571428575
1292,main antagonist of the story,brain,2.0,-0.017392463982105255,0.28571428571428575
3187,up to 16Â megapixels,three,0.0,-0.017340512946248055,0.28571428571428575
1101,"""Highway of Tears""","Oh Captain, My Captain",0.0,-0.01702466979622841,0.28571428571428575
2237,Nikki Haley,u.s. president,0.0,-0.016262326389551163,0.28571428571428575
2757,TGRI,Siliceous ooze,0.0,-0.016085969284176826,0.28571428571428575
691,Miguel Hidalgo y Costilla,Wat Tyler,0.0,-0.016000056639313698,0.28571428571428575
1834,Vince Gill,Mormon Tabernacle Choir,0.0,-0.015273649245500565,0.28571428571428575
3514,"""Coda""",18 Miles Out,0.0,-0.015256674960255623,0.28571428571428575
1229,"Ramstein AB, in Germany","Fort Bragg, North Carolina",2.0,-0.01429464016109705,0.28571428571428575
3527,Reeve Jefferson Carney,max martin,0.0,-0.01391035970300436,0.28571428571428575
3543,Talia Shire,brooklyn decker,0.0,-0.01390941720455885,0.28571428571428575
1954,Lazarus Muoka,Daniel Wilson,0.0,-0.013715175911784172,0.28571428571428575
336,Frank Sinatra,the Kringle family,0.0,-0.01332006137818098,0.28571428571428575
1226,"Ramstein AB, in Germany",Fort Lewis,0.0,-0.012367606163024902,0.28571428571428575
926,the current domestic posting rate,h\u00c9ireann,0.0,-0.012294275686144829,0.28571428571428575
1001,"""The Two Students""",ultimate ninja storm 2,0.0,-0.01138628926128149,0.28571428571428575
1018,70-85 million people,419400,0.0,-0.011335523799061775,0.28571428571428575
2175,Albuquerque,"Saga Prefecture, Japan",0.0,-0.010510889813303947,0.28571428571428575
935,Archie Griffin,doak walker,0.0,-0.00982515886425972,0.28571428571428575
2449,Jason Bateman,James Vincent McNichol III,0.0,-0.009771736338734627,0.28571428571428575
3084,obsessive–compulsive disorder,amnesia,0.0,-0.009093592874705791,0.28571428571428575
1219,using rotating calipers,the smallest such distance,0.0,-0.008904039859771729,0.28571428571428575
1220,using rotating calipers,2:3,0.0,-0.00861506350338459,0.28571428571428575
2902,Ryan Tedder,america the beautiful,0.0,-0.008292729035019875,0.28571428571428575
3449,Óscar Arnulfo Romero y Galdámez,"March 24, 1980",0.0,-0.008092112839221954,0.28571428571428575
1232,Taraji P. Henson,Jane Lynch,0.0,-0.00802728720009327,0.28571428571428575
1128,3,fifty-six,0.0,-0.007784506306052208,0.28571428571428575
815,Bovine spongiform encephalopathy,CSE,0.0,-0.00755581259727478,0.28571428571428575
2467,Full Metal Jacket,Carolina,0.0,-0.007237577810883522,0.28571428571428575
2230,Robert MacArthur Crawford,Jack London,0.0,-0.007091790437698364,0.28571428571428575
1209,Molly Qerim Rose,peyton manning,0.0,-0.006589870899915695,0.28571428571428575
1667,"$2,500",university scholarships,0.0,-0.0060283164493739605,0.28571428571428575
1914,Cage the Elephant,Matt Shultz,0.0,-0.0058820853009819984,0.28571428571428575
793,Brian Gerald Snitker,Alex Anthopoulos,0.0,-0.004990619607269764,0.28571428571428575
2258,mutations in the LRP2 gene,Russian,0.0,-0.004576941020786762,0.28571428571428575
1812,Six Feet Under,sweet fanny adams,0.0,-0.0045526959002017975,0.28571428571428575
142,5th century,132 bce,0.0,-0.004406064748764038,0.28571428571428575
1811,Six Feet Under,High Voltage,0.0,-0.004243641160428524,0.28571428571428575
1244,a typewriter ribbon,Deep Blue Something,0.0,-0.004200093448162079,0.28571428571428575
1533,Larry Smith,Bridgette Doremus,0.0,-0.00416531041264534,0.28571428571428575
3122,the U.S. Senate,the Greensboro Grasshoppers,0.0,-0.003561675548553467,0.28571428571428575
3144,"Jackson ""Jack"" Maine",Bradley Cooper,1.0,-0.0023420415818691254,0.28571428571428575
1049,The Fury in the Jury,during the second series,0.0,-0.001677027903497219,0.28571428571428575
433,The Monuments Men,Rescuing Da Vinci,0.0,-0.00022998545318841934,0.28571428571428575
3478,Heart shaped peepal leaves,europe,0.0,0.00029631657525897026,0.28571428571428575
2067,George and Ira Gershwin,Charlie Puth,0.0,0.0006817430257797241,0.28571428571428575
542,EMI Studios,october 1963,1.0,0.001018064795061946,0.28571428571428575
2004,Alison Pill,uma thurman,0.0,0.001932729035615921,0.28571428571428575
1939,NC State,the Texas Longhorns,1.0,0.002167072147130966,0.28571428571428575
564,"22,970",five,0.0,0.0022571049630641937,0.28571428571428575
2995,54,Michael Jordan,0.0,0.002894315868616104,0.28571428571428575
2668,Sugar maple,Rockefeller Center,0.0,0.0036006011068820953,0.28571428571428575
800,sign language,Muteness or mutism,2.0,0.0036275130696594715,0.28571428571428575
1059,the British,incursion by russian fur traders,1.0,0.0052184052765369415,0.28571428571428575
2815,Has a material bilateral mistake,counteroffer,0.0,0.005277521908283234,0.28571428571428575
1335,None,hk $ 34. 50 per hour,0.0,0.0054603805765509605,0.28571428571428575
998,"""The Two Students""",478,0.0,0.005482940003275871,0.28571428571428575
1293,main antagonist of the story,a disembodied brain,2.0,0.006271008402109146,0.28571428571428575
976,"Ashland, Virginia","covent garden fruit, vegetable and flower market",0.0,0.00634877011179924,0.28571428571428575
1648,Unhappily Ever After,Hit the Road Jack,0.0,0.006643634755164385,0.28571428571428575
2452,Jason Bateman,victor french,0.0,0.0071446895599365234,0.28571428571428575
3453,1965,the fourth season,0.0,0.007653318345546722,0.28571428571428575
225,Nyle DiMarco,shannon elizabeth,0.0,0.008148549124598503,0.28571428571428575
2822,Harriet Ann Jacobs,addy,0.0,0.008921194821596146,0.28571428571428575
3171,April,dr. meredith grey,0.0,0.009050644002854824,0.28571428571428575
2903,Ryan Tedder,Pink,0.0,0.009105730801820755,0.28571428571428575
1810,Six Feet Under,rocker,0.0,0.009761113673448563,0.28571428571428575
1797,of Precambrian,some 1.85 billion years ago,1.0,0.009785261005163193,0.28571428571428575
914,Nicole Scherzinger,little mix,0.0,0.009966081939637661,0.28571428571428575
1561,Andrée Bernard,tamzin outhwaite,0.0,0.011032333597540855,0.28571428571428575
1481,Cassie Jo Stoddart,skylar annette neese,0.0,0.011062553152441978,0.28571428571428575
2260,mutations in the LRP2 gene,hair growth on the forehead,1.0,0.011655480600893497,0.28571428571428575
744,southern and east coasts,Great Britain,2.0,0.011812466196715832,0.28571428571428575
1806,ancient Greek and Roman theatre,joseph grimaldi,0.0,0.012430045753717422,0.28571428571428575
1863,2256–2257,roughly a decade before,0.0,0.012499095872044563,0.28571428571428575
1790,38 Special,Yardbirds,0.0,0.013155674561858177,0.28571428571428575
1136,While in the Dark Castle,the fourth season,1.0,0.01317173708230257,0.28571428571428575
3078,McLean,Julia Ward Howe,0.0,0.014008214697241783,0.28571428571428575
114,No taxation without representation,Battles of Lexington and Concord,0.0,0.014587627723813057,0.28571428571428575
741,southern and east coasts,around the year 410,0.0,0.014953356236219406,0.28571428571428575
828,in regions of new growth,nervous system,0.0,0.015033161267638206,0.28571428571428575
936,Archie Griffin,cam newton,0.0,0.015463748946785927,0.28571428571428575
1649,Unhappily Ever After,Ray Charles,0.0,0.016146190464496613,0.28571428571428575
1831,Captain George Thatcher Balch,Francis Julius Bellamy,2.0,0.016570013016462326,0.28571428571428575
1792,38 Special,Max Carl Gronenthal,2.0,0.016836408525705338,0.28571428571428575
1865,2256–2257,orbit around Saturn's moon Iapetus,0.0,0.01698325388133526,0.28571428571428575
1188,Virginia Bruce,Cole Porter,0.0,0.017422612756490707,0.28571428571428575
1176,a Coven of Salem witches,2013,0.0,0.017614897340536118,0.28571428571428575
566,"22,970",63467,0.0,0.017863884568214417,0.28571428571428575
2515,Glenn Close,Meryl Streep,1.0,0.017924614250659943,0.28571428571428575
1584,O(n),24 hours or less,0.0,0.01806459203362465,0.28571428571428575
3331,volcanic,a normally inaccessible mini-game,0.0,0.01845599338412285,0.28571428571428575
2588,F. Scott Fitzgerald,African and European music,0.0,0.018804680556058884,0.28571428571428575
1825,"May 17, 2015",The Funny Things You Do,0.0,0.01887110248208046,0.28571428571428575
1095,the father of the radio,Starship,0.0,0.019484417513012886,0.28571428571428575
112,No taxation without representation,olive branch petition,0.0,0.01989184133708477,0.28571428571428575
2431,20–40 million,705,0.0,0.020161904394626617,0.28571428571428575
3181,Christopher Meloni,fred willard,0.0,0.02028518170118332,0.28571428571428575
129,Amos 'n Andy,Generations,0.0,0.02030438557267189,0.28571428571428575
2016,Pat Upton,Spiral Starecase,0.0,0.02051890641450882,0.28571428571428575
2150,"""Somber News""",Part II,0.0,0.020686892792582512,0.28571428571428575
2225,Robert MacArthur Crawford,travis nichols,0.0,0.021308302879333496,0.28571428571428575
997,"""The Two Students""",372,0.0,0.02159333974123001,0.28571428571428575
2936,"January 5, 2019","October 22, 2016",1.0,0.021607952192425728,0.28571428571428575
3482,Heart shaped peepal leaves,indus valley civilization,1.0,0.02194627933204174,0.28571428571428575
1560,Andrée Bernard,Vas Blackwood,0.0,0.02236679010093212,0.28571428571428575
3340,Mike Dunleavy,Bill Walker,1.0,0.02295500785112381,0.28571428571428575
1224,"Ramstein AB, in Germany",washington,0.0,0.023278800770640373,0.28571428571428575
2905,Miranda Richardson,morgan le fay,0.0,0.023672539740800858,0.28571428571428575
2292,"39,250",17069592,0.0,0.024335967376828194,0.28571428571428575
1002,"""The Two Students""",8,0.0,0.02437445893883705,0.28571428571428575
2269,"""support our troops""",Epilepsy awareness,0.0,0.024631934240460396,0.28571428571428575
3335,10 lords a-leaping,Partridge in a pear tree,1.0,0.025315189734101295,0.28571428571428575
1915,Perdita Weeks,jay hernandez,0.0,0.025754790753126144,0.28571428571428575
3483,Bring It On,2000 film,0.0,0.025788819417357445,0.28571428571428575
3481,Heart shaped peepal leaves,the 1250s,0.0,0.02599494531750679,0.28571428571428575
2270,"""support our troops""",thirteen British colonies,0.0,0.02607729099690914,0.28571428571428575
1279,50 First Dates,Bonnie and Clyde,0.0,0.02656964212656021,0.28571428571428575
713,"""Counterfeit""",Mikasa,0.0,0.027445076033473015,0.28571428571428575
1948,"Sail Rock, Maine",West Quoddy Head Light,0.0,0.02758299931883812,0.28571428571428575
221,a gender-neutral honorific,freedom or liberty,0.0,0.027873285114765167,0.28571428571428575
1127,3,50 ft,0.0,0.02808377891778946,0.28571428571428575
1094,the father of the radio,bologna,0.0,0.028162751346826553,0.28571428571428575
3520,"7,236","between 4,000 and 5,000 m",1.0,0.028308596462011337,0.28571428571428575
238,Bachman–Turner Overdrive,Lisa Marie Presley,0.0,0.028421903029084206,0.28571428571428575
1134,While in the Dark Castle,firebird,0.0,0.028584426268935204,0.28571428571428575
2817,Has a material bilateral mistake,Algol68,0.0,0.028752826154232025,0.28571428571428575
2400,25,"\""The Last Day\""",0.0,0.028911568224430084,0.28571428571428575
1545,John Rzeznik,Carlotta Campion,0.0,0.029180362820625305,0.28571428571428575
1832,Captain George Thatcher Balch,Francis Bellamy,2.0,0.029533501714468002,0.28571428571428575
1453,Klondike Kat,defeating,0.0,0.029786907136440277,0.28571428571428575
1970,up to 25 players,11,0.0,0.030229676514863968,0.28571428571428575
403,several victims,Lizzie,0.0,0.03054003417491913,0.28571428571428575
262,55 calories,13961316,0.0,0.030578656122088432,0.28571428571428575
570,Roger Labon Jackson,Stu Macher,0.0,0.030906621366739273,0.28571428571428575
1689,10,14\u201319 named storms,0.0,0.03112771362066269,0.28571428571428575
2991,Ogor Okuweh,Nancy Pelosi,0.0,0.0319749191403389,0.28571428571428575
2650,Health information technology,BLS,0.0,0.03203457221388817,0.28571428571428575
2012,second century AD,"December 4, 1967",0.0,0.032298337668180466,0.28571428571428575
209,1664,the East Indies,0.0,0.03251056373119354,0.28571428571428575
2555,Ken Block,cathy lewis,0.0,0.032574478536844254,0.28571428571428575
2754,TGRI,the fictional superhero team,0.0,0.03278442844748497,0.28571428571428575
3587,Stuart Townend,carl boberg,0.0,0.033419057726860046,0.28571428571428575
1743,Buckhead area of Atlanta,"Palos Verdes, California",0.0,0.03383464366197586,0.28571428571428575
1662,Cole Porter,Gerald Fried,0.0,0.034011390060186386,0.28571428571428575
2047,more than two hundred,three,0.0,0.034098803997039795,0.28571428571428575
1843,"Central Java, Indonesia","Cholula, Puebla, Mexico",0.0,0.03444638103246689,0.28571428571428575
900,Raul Bova,Francis,0.0,0.03447215259075165,0.28571428571428575
1289,main antagonist of the story,A Wrinkle in Time,0.0,0.03460490703582764,0.28571428571428575
1724,Artie,Jesse St. James,0.0,0.03487090393900871,0.28571428571428575
2961,quantitative research methods,illiteracy,1.0,0.03491472452878952,0.28571428571428575
1288,main antagonist of the story,tesseract,0.0,0.03588585555553436,0.28571428571428575
1753,Norma Koch,best costume design,0.0,0.03646513819694519,0.28571428571428575
896,Raul Bova,dustin hoffman,0.0,0.036947645246982574,0.28571428571428575
2716,50 to 100Â million,two,0.0,0.03708864748477936,0.28571428571428575
2554,Ken Block,Cathy Connor,0.0,0.03709482029080391,0.28571428571428575
3485,Blake Shelton,vanilla ice,0.0,0.03717302903532982,0.28571428571428575
3255,43,over 1000,0.0,0.037201814353466034,0.28571428571428575
804,"15,589 sq mi",1.2,0.0,0.037243835628032684,0.28571428571428575
3553,Priyanka Chopra,selena gomez,0.0,0.03755287081003189,0.28571428571428575
2698,McDonald v. Smith,Petition Clause,0.0,0.03770528733730316,0.28571428571428575
1685,Worcester Wreath Company,German Lutherans,0.0,0.037924498319625854,0.28571428571428575
1003,"""The Two Students""",377,0.0,0.038386471569538116,0.28571428571428575
1815,Six Feet Under,Shoot to Thrill,0.0,0.038481250405311584,0.28571428571428575
690,Miguel Hidalgo y Costilla,andrew mcnair,0.0,0.0388106144964695,0.28571428571428575
2220,1100ml,Two,0.0,0.038922861218452454,0.28571428571428575
1291,main antagonist of the story,an evil disembodied brain,2.0,0.03905336931347847,0.28571428571428575
2736,spatial resolution,Gaussian blur,0.0,0.03907891362905502,0.28571428571428575
548,size,antibiotic resistance,0.0,0.03908833488821983,0.28571428571428575
3299,Vanessa Hudgens,adrienne monique jordan,1.0,0.039538949728012085,0.28571428571428575
1958,at all stages of pregnancy,24 weeks,0.0,0.03992154449224472,0.28571428571428575
862,the Negro Act of 1740,executed,1.0,0.04030414670705795,0.28571428571428575
550,size,amino acid sequences,0.0,0.04042778164148331,0.28571428571428575
2251,"near Tully, Queensland",Kruger National Park,0.0,0.04073662683367729,0.28571428571428575
1651,Unhappily Ever After,rise up,0.0,0.0410543717443943,0.28571428571428575
2346,The discovery of hyperbolic geometry,Two,0.0,0.041112158447504044,0.28571428571428575
2040,Phillip Danault,bob gainey,0.0,0.041234321892261505,0.28571428571428575
126,Lucas Jade Zumann,James,0.0,0.04126181825995445,0.28571428571428575
2816,Has a material bilateral mistake,comma-shaped,0.0,0.041278667747974396,0.28571428571428575
2022,Nick Sager,humphrey bogart,0.0,0.04144071787595749,0.28571428571428575
2405,Royal Automobile Club,retriever activities center,0.0,0.04154856130480766,0.28571428571428575
3069,The Living Daylights,Dr. No,0.0,0.04187745228409767,0.28571428571428575
1959,at all stages of pregnancy,20 weeks,0.0,0.04188207536935806,0.28571428571428575
1577,16 March 2019,Old Trafford,0.0,0.04190545156598091,0.28571428571428575
3358,General Sweet Mayhem,Rosa Diaz,0.0,0.04230262339115143,0.28571428571428575
2678,John Langstaff,The Exciters,0.0,0.04287691041827202,0.28571428571428575
3109,Lucas Bersamin,Teresita Leonardo-de Castro,1.0,0.04311692714691162,0.28571428571428575
1813,Six Feet Under,TNT,0.0,0.04319315776228905,0.28571428571428575
2804,Sodium acetate,Chronic obstructive pulmonary disease,0.0,0.04332181066274643,0.28571428571428575
2425,in the season finale,The Hybrid,0.0,0.04341888800263405,0.28571428571428575
2357,stone tools,CGI,0.0,0.04393025487661362,0.28571428571428575
399,Nate Corddry,kevin pollak,0.0,0.04413075000047684,0.28571428571428575
3585,622 AD/CE,the Hijra,0.0,0.04413962364196777,0.28571428571428575
1364,E. Hamilton Lee,CBS,0.0,0.04421749338507652,0.28571428571428575
2837,Portuguese explorer Diogo Cão,Henry Morton Stanley,0.0,0.04427330940961838,0.28571428571428575
1664,Cole Porter,Fiona Shaw,0.0,0.04456189647316933,0.28571428571428575
2556,Ken Block,Leslie Wilson,0.0,0.044808823615312576,0.28571428571428575
513,All 14 districts,south Indian state,1.0,0.04518631845712662,0.28571428571428575
2345,The discovery of hyperbolic geometry,three,0.0,0.04550367593765259,0.28571428571428575
933,Georgia May Foote,Julie Foy,0.0,0.045963943004608154,0.28571428571428575
703,Paul O'Keefe,Charles Herbert,0.0,0.04610089585185051,0.28571428571428575
3455,Hayley McFarland,Joey King,0.0,0.04612879827618599,0.28571428571428575
3426,control access to a resource,VISA,0.0,0.04619687423110008,0.28571428571428575
3248,Harry Redknapp,"Georgia \""Toff\"" Toffolo",0.0,0.04622670263051987,0.28571428571428575
335,Frank Sinatra,bing crosby,0.0,0.046415045857429504,0.28571428571428575
2182,actual testing of each processor,hertz,0.0,0.04685879871249199,0.28571428571428575
2305,Kristian Kordula,nicholas james,0.0,0.04740917682647705,0.28571428571428575
3510,lack of protein and calories,pulmonary hypoplasia,0.0,0.04765401780605316,0.28571428571428575
2617,Eric Swaffer,Jack Lowden,0.0,0.04767154902219772,0.28571428571428575
3085,obsessive–compulsive disorder,bulimia,0.0,0.04804862290620804,0.28571428571428575
801,"15,589 sq mi",30 ft,0.0,0.04844002425670624,0.28571428571428575
1260,Racial tensions,worldwide economic recession,1.0,0.04860924184322357,0.28571428571428575
1512,none,2084 men,0.0,0.04899238422513008,0.28571428571428575
1106,American Express Company,Houghton Mifflin,0.0,0.049036264419555664,0.28571428571428575
3515,"""Coda""","April 15, 2018",0.0,0.04904282093048096,0.28571428571428575
817,Fast & Furious 6,the last one '',0.0,0.04956761747598648,0.28571428571428575
1442,Richardson,rita skeeter,0.0,0.049847185611724854,0.28571428571428575
1686,Worcester Wreath Company,Illinois,0.0,0.04986204206943512,0.28571428571428575
1920,Morarji Desai,Sardar Gian Singh Rarewala,0.0,0.04994294047355652,0.28571428571428575
687,Miguel Hidalgo y Costilla,John Brown Bell,0.0,0.05008638650178909,0.28571428571428575
2888,Clayton Kershaw,alex rodriguez,0.0,0.05030279979109764,0.28571428571428575
1397,Solomon,Arthur S. Maxwell,0.0,0.050393637269735336,0.28571428571428575
2660,135 minutes,four - day frame,0.0,0.050407372415065765,0.28571428571428575
1365,E. Hamilton Lee,Oscar,0.0,0.05045102536678314,0.28571428571428575
2430,20–40 million,543,0.0,0.050484806299209595,0.28571428571428575
2514,Glenn Close,Julie Andrews,1.0,0.05072002857923508,0.28571428571428575
1086,"March 25, 2018",Piccolo Jr. Saga,0.0,0.05083572492003441,0.28571428571428575
127,Lucas Jade Zumann,Miranda de Pencier,0.0,0.051385097205638885,0.28571428571428575
395,Team LeBron,Stephen Curry,0.0,0.05141473561525345,0.28571428571428575
3644,Famine,Black Horse and the Cherry Tree,0.0,0.05154664069414139,0.28571428571428575
1653,49–47 BCE,ptolemaic period,0.0,0.052612751722335815,0.28571428571428575
1415,Stéphanie Szostak,lizzy greene,0.0,0.052723441272974014,0.28571428571428575
3235,naturally replenished,The Piney Woods,0.0,0.05279262363910675,0.28571428571428575
1380,a contest,Red Rider Leg Lamp Company,0.0,0.05290282145142555,0.28571428571428575
565,"22,970",one,0.0,0.05306606367230415,0.28571428571428575
808,"15,589 sq mi",0 to 6 feet,0.0,0.05310158431529999,0.28571428571428575
1925,Morarji Desai,Robert Walpole,0.0,0.053825728595256805,0.28571428571428575
3501,1981 to 1996,no precise dates,0.0,0.05395212769508362,0.28571428571428575
547,size,horizontal gene transfer,0.0,0.05408864468336105,0.28571428571428575
3079,McLean,president woodrow wilson,0.0,0.054392509162425995,0.28571428571428575
1259,Racial tensions,1929,0.0,0.05441015213727951,0.28571428571428575
1807,ancient Greek and Roman theatre,China,0.0,0.05449209362268448,0.28571428571428575
2715,Christopher Columbus,British aviators Alcock and Brown,0.0,0.05450580269098282,0.28571428571428575
3117,Sandra Oh,Matthew Broderick,0.0,0.054774701595306396,0.28571428571428575
827,in regions of new growth,parenchyma,0.0,0.055001430213451385,0.28571428571428575
3393,TLS 1.3,macOS,0.0,0.05500709265470505,0.28571428571428575
738,a T-bone,Steak,0.0,0.05526937544345856,0.28571428571428575
424,1 December 2018,TBA,0.0,0.05555008351802826,0.28571428571428575
2118,"Gloomhaven, Cephalofair Games",RDC,0.0,0.05646421015262604,0.28571428571428575
2901,Ryan Tedder,Angelica Hale,0.0,0.05656689405441284,0.28571428571428575
1382,a contest,Red Ryder gun,0.0,0.05721971392631531,0.28571428571428575
886,James Reynolds,Kyler Mackenzie Pettis,0.0,0.05744887515902519,0.28571428571428575
2384,74,"approximately 36,900 outlets",0.0,0.05765146762132645,0.28571428571428575
23,53-member main roster,11,0.0,0.058331448584795,0.28571428571428575
859,the Negro Act of 1740,killed,0.0,0.05842069163918495,0.28571428571428575
